단지코드,차량보유대수(전체),차량보유대수(전기차),전기충전기설치여부(지상),전기충전기설치여부(지하),전기차전용주차면수(지상),전기차전용주차면수(지하),외부인개방여부(지상),외부인개방여부(지하),이용가능시작시간(지상),이용가능시작시간(지하),이용종료시작시간(지상),이용종료시작시간(지하),전기차충전시설(상세),전기차 충전시설 설치대수(지상),전기차 충전시설 설치대수(지하),입주편의시설
A13872504,192,0,설치,미설치,3,0,입주민전용,,0시 0분,시 분,0시 0분,시 분,◆1◆|지상|스탠드형충전기|AC3상 7핀|완속|3|ga차지비|,3,0,없음
A13873701,0,0,미설치,미설치,0,0,입주민전용,입주민전용,시 분,시 분,시 분,시 분,,,,없음
A13876108,653,52,미설치,설치,0,18,,외부인허용,시 분,1시 1분,시 분,24시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|17|GS커넥트|,◆2◆|지하|스탠드형충전기|AC단상 5핀|급속|1|한전|",0,18,없음
A13876109,483,3,설치,설치,8,8,입주민전용,입주민전용,0시 1분,0시 1분,0시 0분,0시 0분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|8|(주)LG유플러스볼트업|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|8|서울씨엔지(주)|",8,8,없음
A13876110,825,27,미설치,설치,0,15,입주민전용,입주민전용,시 분,0시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|15|지차저|,0,15,없음
A13876111,282,19,설치,설치,5,4,입주민전용,입주민전용,0시 1분,0시 1분,23시 59분,23시 59분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|2|플러그링크|,◆2◆|지상|스탠드형충전기|AC단상 5핀|완속|3|gs차지비|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|4|한국전자금융(주)|",5,4,없음
A13876112,6,6,설치,설치,5,2,,,23시 59분,23시 59분,23시 59분,23시 59분,"◆1◆|지하|이동형충전기|AC단상 5핀|완속|19|파워큐브|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|2|파워큐브|,◆3◆|지상|스탠드형충전기|AC단상 5핀|완속|5|gs차지비|",5,21,없음
A13876113,1306,14,미설치,설치,0,4,,입주민전용,시 분,0시 0분,시 분,0시 0분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|급속|1|홈앤서비스|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|3|홈앤서비스|",0,4,없음
A13876114,2291,46,미설치,설치,0,26,외부인허용,외부인허용,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|스탠드형충전기|DC콤보 7핀|급속|2|(한전)대영채비(주)|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|10|EVERON|,◆3◆|지하|스탠드형충전기|AC단상 5핀|완속|5|(한전)보타니에너지(주)|,◆4◆|지하|벽부형충전기|AC단상 5핀|완속|9|(차지비)중앙제어(주)|,◆5◆|지하|스탠드형충전기|DC차데모 10핀|급속|2|(한전)대영채비(주)|",0,28,없음
A13877501,100,29,미설치,설치,0,29,입주민전용,,,0시 0분,,23시 59분,"◆1◆|지하|스탠드형충전기|DC콤보 7핀|급속|1|시어스|,◆2◆|지하|스탠드형충전기|DC콤보 7핀|완속|3|시어스|,◆3◆|지하|벽부형충전기|AC3상 7핀|완속|24|시어스|",0,28,없음
A13879102,5611,0,미설치,미설치,0,0,,,,,,,,,,있음
A13880105,651,7,미설치,설치,0,14,,입주민전용,시 분,12시 0분,시 분,12시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|14|엘지유플러스|,0,14,없음
A13880201,138,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13880204,307,2,미설치,미설치,0,0,입주민전용,입주민전용,시 분,시 분,시 분,시 분,,,,없음
A13880406,0,0,설치,미설치,10,0,,,24시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|10|신세계아이앤씨|,10,0,없음
A13880407,1004,30,미설치,설치,0,7,,입주민전용,시 분,1시 0분,시 분,23시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|7|파워큐브|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|32|스타코프|",0,39,있음
A13880602,190,4,미설치,설치,0,4,,입주민전용,시 분,0시 0분,시 분,23시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|8|하이파킹|,◆2◆|지하|스탠드형충전기|AC단상 5핀|급속|1|하이파킹|",0,9,없음
A13880603,296,4,설치,미설치,3,0,,,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|9|이지차저|,9,0,없음
A13880701,480,2,설치,미설치,1,0,,,0시 0분,,23시 59분,,◆1◆|지상|이동형충전기|DC콤보 7핀|완속|1|파워큐브|,1,0,없음
A13880806,2064,35,미설치,설치,0,6,,입주민전용,시 분,1시 0분,시 분,24시 0분,"◆1◆|지하|스탠드형충전기|AC3상 7핀|급속|2|한전|,◆2◆|지하|벽부형충전기|AC3상 7핀|완속|60|파워큐브코리아|,◆3◆|지하|스탠드형충전기|AC3상 7핀|완속|4|한전|",0,66,있음
A13881005,1429,12,미설치,설치,0,24,,입주민전용,시 분,24시 0분,시 분,24시 0분,"◆1◆|지하|벽부형충전기|DC콤보 7핀|급속|1|파워큐브코리아|,◆2◆|지하|벽부형충전기|DC콤보 7핀|완속|23|파워큐브코리아|",0,24,있음
A13881103,789,0,미설치,미설치,0,0,,,,,,,,,,없음
A13881204,672,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13881302,384,10,설치,미설치,4,0,입주민전용,,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|벽부형충전기|AC3상 7핀|완속|4|플러그링크|,4,0,있음
A13881401,291,2,설치,미설치,5,0,입주민전용,,0시 0분,시 분,0시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|5|GS차지비|,5,0,없음
A13881601,280,3,미설치,설치,0,1,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|1|(주)차지비|,0,1,없음
A13881603,616,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13881701,940,28,미설치,설치,0,18,,입주민전용,시 분,0시 0분,시 분,23시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|15|이지차저|,◆2◆|지하|벽부형충전기|직접입력|초급속|1|한전|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|2|한전|",0,18,없음
A13882401,175,0,설치,미설치,8,0,,,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|4|I 파킹|,4,0,없음
A13882402,298,1,미설치,미설치,1,1,,,시 분,시 분,시 분,시 분,,,,없음
A13883601,326,3,설치,미설치,1,0,외부인허용,,23시 59분,시 분,23시 59분,시 분,◆1◆|지상|벽부형충전기|직접입력|완속|1|kepco|,1,0,없음
A13883602,965,20,설치,설치,12,0,입주민전용,입주민전용,0시 0분,0시 0분,0시 0분,0시 0분,"◆1◆|지상|스탠드형충전기|AC3상 7핀|완속|12|주식회사에버온|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|4|주시회사스타코프|",12,4,있음
A13885102,704,0,설치,미설치,7,0,입주민전용,,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|7|LGU+|,7,0,있음
A13885301,396,3,미설치,설치,0,5,,입주민전용,시 분,12시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|차지비|,0,5,없음
A13885303,221,5,설치,미설치,5,0,,,0시 0분,시 분,23시 0분,시 분,◆1◆|지상|벽부형충전기|DC콤보 7핀|완속|5|이지자처|,5,0,없음
A13885304,974,7,설치,미설치,3,0,입주민전용,,0시 0분,시 분,23시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|3|알박|,3,0,없음
A13885306,1021,8,설치,미설치,5,0,,,0시 0분,시 분,23시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|5|스타코프|,5,0,없음
A13886009,660,1,설치,미설치,7,0,외부인허용,,0시 0분,시 분,23시 59분,시 분,"◆1◆|지상|벽부형충전기|AC단상 5핀|완속|3|에버온|,◆2◆|지상|스탠드형충전기|AC단상 5핀|완속|1|에버온|",4,0,없음
A13886701,0,0,설치,미설치,6,0,,,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|직접입력|완속|6|(주)에버온|,6,0,없음
A13887301,253,7,설치,미설치,6,0,,입주민전용,24시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|6|SK스크넷|,6,0,없음
A13887302,894,18,미설치,설치,0,0,,입주민전용,시 분,23시 59분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|13|스타코프|,0,13,없음
A13887403,390,12,미설치,설치,0,8,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|6|(주)지엔텔-지차저|,0,6,없음
A13887405,697,10,미설치,설치,0,0,,입주민전용,시 분,23시 59분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|73|스타코프|,0,73,있음
A13887702,356,12,설치,미설치,7,0,외부인허용,,0시 0분,시 분,0시 0분,시 분,◆1◆|지상|스탠드형충전기|AC3상 7핀|완속|3|에버온|,3,0,없음
A13887901,242,3,미설치,설치,0,1,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|직접입력|완속|58|스타코프|,◆2◆|지하|스탠드형충전기|직접입력|완속|1|스타코프|",0,59,없음
A13895501,590,33,미설치,설치,0,17,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|스탠드형충전기|AC3상 7핀|급속|1|차지비|,◆2◆|지하|스탠드형충전기|AC단상 5핀|완속|2|차지비|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|14|차지비|",0,17,없음
A13895502,0,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13895503,115,0,미설치,미설치,0,0,입주민전용,입주민전용,시 분,시 분,시 분,시 분,,,,없음
A13905003,570,10,미설치,설치,0,10,,입주민전용,,0시 0분,,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|4|대영채비|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|9|현대엔지니어링|",0,13,없음
A13905101,228,6,미설치,설치,0,5,입주민전용,,시 분,0시 59분,시 분,0시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|fhhhh|,0,5,없음
A13905102,237,9,설치,설치,4,5,,,24시 0분,24시 0분,24시 0분,24시 0분,"◆1◆|지상|스탠드형충전기|AC3상 7핀|완속|4|나이스|,◆2◆|지하|벽부형충전기|AC3상 7핀|완속|5|차지|",4,5,없음
A13905105,1461,15,미설치,설치,0,56,,외부인허용,시 분,1시 1분,시 분,24시 1분,"◆1◆|지하|벽부형충전기|직접입력|완속|46|홈앤서비스|,◆2◆|지하|벽부형충전기|직접입력|완속|10|GS커넥트|",0,56,없음
A13905202,12,12,미설치,설치,0,5,,입주민전용,시 분,0시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|엘지유플러스|,◆2◆|지하|이동형충전기|AC단상 5핀|완속|8|GS차지비|",0,13,없음
A13905204,348,5,미설치,설치,0,2,,입주민전용,시 분,1시 1분,시 분,13시 59분,"◆1◆|지하|스탠드형충전기|AC단상 5핀|완속|2|차지비|,◆2◆|지하|벽부형충전기|직접입력|완속|2|차지비|",0,4,없음
A13905208,0,0,미설치,설치,0,8,,,시 분,24시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|8|앨지|,0,8,없음
A13905301,293,8,미설치,설치,0,5,,입주민전용,시 분,0시 0분,시 분,23시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|5|알박|,0,5,없음
A13905302,572,8,설치,미설치,0,0,외부인허용,,24시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|8|파킹앤차징|,8,0,없음
A13920001,365,3,미설치,설치,0,12,,입주민전용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|DC콤보 7핀|완속|12|지커넥트|,0,12,없음
A13920102,217,4,설치,미설치,0,0,입주민전용,,0시 0분,시 분,0시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|3|플러그링크|,3,0,없음
A13920104,343,18,미설치,설치,0,6,,입주민전용,시 분,0시 0분,시 분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|6|(주)에버온인프라|,0,6,없음
A13920105,331,1,미설치,설치,0,14,,입주민전용,시 분,0시 0분,시 분,23시 0분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|6|클릭일렉트|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|8|플러그링크|",0,14,없음
A13920106,311,0,미설치,미설치,0,0,,,,,,,,,,없음
A13920202,250,3,미설치,설치,0,15,,외부인허용,시 분,0시 0분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC3상 7핀|완속|15|g-connect|,0,15,있음
A13920205,375,2,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13920207,530,2,설치,미설치,10,0,입주민전용,,0시 1분,시 분,23시 59분,시 분,◆1◆|지상|스탠드형충전기|AC3상 7핀|완속|10|(주)차지비|,10,0,없음
A13920209,1400,7,미설치,설치,0,3,,입주민전용,시 분,6시 10분,시 분,23시 10분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|6|차지비 3 에버온15대|,◆2◆|지상|스탠드형충전기|AC단상 5핀|완속|12|에버온|",12,6,없음
A13920501,262,3,미설치,설치,0,5,,입주민전용,시 분,0시 1분,시 분,23시 59분,◆1◆|지하|벽부형충전기|직접입력|완속|5|타키온네트워크|,0,5,없음
A13920506,583,10,설치,설치,1,11,,,0시 59분,0시 59분,0시 59분,0시 59분,"◆1◆|지상|벽부형충전기|AC단상 5핀|완속|1|클린일렉스|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|9|(주)지엔텔|",1,9,없음
A13920703,360,0,미설치,미설치,0,0,입주민전용,,시 분,시 분,시 분,시 분,,,,없음
A13920706,0,0,설치,미설치,30,0,,,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|30|(주)에버온|,30,0,있음
A13920707,2014,7,설치,미설치,16,0,외부인허용,,24시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|16|나이스인프라(주)|,16,0,없음
A13920802,1703,22,설치,미설치,2,0,입주민전용,,0시 0분,시 분,0시 0분,시 분,◆1◆|지상|스탠드형충전기|DC차데모 10핀|급속|2|한국전력|,2,0,없음
A13920803,2123,24,설치,미설치,19,0,입주민전용,,24시 0분,시 분,24시 0분,시 분,"◆1◆|지상|스탠드형충전기|DC콤보 7핀|급속|1|한국전력공사|,◆2◆|지상|스탠드형충전기|DC콤보 7핀|완속|1|한국전력공사|,◆3◆|지상|스탠드형충전기|AC단상 5핀|완속|17|(주)에버온|",19,0,있음
A13920804,2000,2,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13921005,2174,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13922001,219,3,미설치,설치,0,11,,입주민전용,시 분,0시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|11|에버온|,0,11,없음
A13922002,240,2,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13922003,408,7,미설치,설치,0,9,,입주민전용,시 분,0시 1분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|9|플러그링크|,0,9,없음
A13922102,312,4,설치,미설치,9,0,외부인허용,,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|9|(주)이지차저|,9,0,없음
A13922103,340,5,미설치,설치,0,6,,외부인허용,시 분,0시 0분,시 분,9시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|6|매니지온|,0,6,있음
A13922105,64,0,미설치,설치,0,3,,,시 분,0시 0분,시 분,24시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|1|GS차지비|,0,1,없음
A13922108,672,4,미설치,미설치,0,0,입주민전용,입주민전용,시 분,시 분,시 분,시 분,,,,없음
A13922110,789,30,설치,설치,0,14,,입주민전용,0시 0분,0시 0분,0시 0분,0시 0분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|14|지에스커넥터|,0,14,있음
A13922111,9,9,설치,미설치,7,0,입주민전용,,24시 1분,시 분,24시 1분,시 분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|4|gs차지비|,◆2◆|지상|벽부형충전기|AC단상 5핀|완속|3|이지차저|",7,0,있음
A13922114,2067,0,설치,미설치,15,0,,,0시 0분,시 분,24시 0분,시 분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|13|아이파킹|,◆2◆|지상|스탠드형충전기|AC단상 5핀|급속|2|아이파킹|",15,0,없음
A13922406,609,5,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13922901,251,1,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13922903,660,16,설치,미설치,13,0,외부인허용,,24시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|13|플러그링크|,13,0,없음
A13922904,480,16,설치,미설치,7,0,입주민전용,입주민전용,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|직접입력|완속|7|현대엔지니어링|,7,0,없음
A13922905,597,5,설치,설치,7,4,,,0시 0분,0시 0분,0시 0분,0시 0분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|4|LGU+|,◆2◆|지하|벽부형충전기|AC단상 5핀|완속|4|(주)에버온|,◆3◆|지상|스탠드형충전기|AC단상 5핀|완속|7|(주)에버온|",11,4,없음
A13922907,760,14,미설치,설치,0,14,,입주민전용,시 분,1시 0분,시 분,23시 59분,"◆1◆|지하|벽부형충전기|AC단상 5핀|완속|12|차지비|,◆2◆|지하|스탠드형충전기|AC단상 5핀|초급속|1|한전|,◆3◆|지하|스탠드형충전기|AC단상 5핀|완속|1|한전|",0,14,없음
A13922908,629,6,설치,설치,14,8,입주민전용,입주민전용,24시 0분,24시 0분,24시 0분,24시 0분,"◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|6|한국전자금융|,◆2◆|지하|스탠드형충전기|AC단상 5핀|급속|1|한국전력공사|,◆3◆|지하|벽부형충전기|AC단상 5핀|완속|5|(주)클린일렉스|,◆4◆|지상|스탠드형충전기|AC단상 5핀|완속|8|GS차지비|,◆5◆|지하|스탠드형충전기|AC단상 5핀|완속|2|한국전력공사|",14,8,없음
A13922909,0,0,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
A13922910,521,8,설치,미설치,7,0,외부인허용,,6시 0분,시 분,18시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|7|(주)신세계아이앤씨|,7,0,없음
A13923102,345,3,미설치,설치,0,7,,입주민전용,시 분,23시 59분,시 분,23시 59분,◆1◆|지하|벽부형충전기|AC단상 5핀|완속|7|차지비|,0,7,없음
A13923103,450,2,설치,미설치,9,0,입주민전용,,0시 0분,시 분,24시 0분,시 분,◆1◆|지상|스탠드형충전기|AC단상 5핀|완속|9|플러그링크|,9,0,있음
A13923104,0,17,미설치,미설치,0,0,,,시 분,시 분,시 분,시 분,,,,없음
