시도	시군구	동리	단지코드	단지명	단지분류	법정동주소	도로명주소	분양형태	사용승인일	동수	세대수	분양세대수	임대세대수	관리방식	난방방식	복도유형	시공사	주택관리업자
서울특별시	마포구	염리동	A10019997	염리동 중앙하이츠 A.P.T	아파트	서울특별시 마포구 염리동 161-1 염리동 중앙하이츠 A.P.T		분양	19981219	1	114	114	0	자치관리	개별난방	혼합식	중앙건설	 
서울특별시	동대문구	이문동	A10020006	이문아이파크자이3단지	아파트	서울특별시 동대문구 이문동 419-1 이문아이파크자이3단지		분양	20260625	7	152	152	0	위탁관리	개별난방	계단식	현대산업개발	(주)케이비아주
서울특별시	서초구	잠원동	A10020027	오티에르신반포	아파트	서울특별시 서초구 잠원동 49-17 오티에르신반포		분양	20260624	2	178	178	0	위탁관리	지역난방	계단식	포스코이앤씨	우리관리(주)
서울특별시	강동구	암사동	A10020036	한솔 솔파크 더리버 아파트	아파트	서울특별시 강동구 암사동 518 한솔 솔파크 더리버 아파트		분양	20090810	3	127	127	0	위탁관리	개별난방	계단식	한솔건설	한국에셋솔루션(주)
서울특별시	서초구	잠원동	A10020044	오티에르반포	아파트	서울특별시 서초구 잠원동 59-10 오티에르반포		분양	20260605	2	251	251	0	위탁관리	지역난방	계단식	포스코이앤씨	우리관리(주)
서울특별시	은평구	신사동	A10020045	은평자이더스타	도시형 생활주택(주상복합)	서울특별시 은평구 신사동 19-100 은평자이더스타		혼합	20260527	2	262	227	35	위탁관리	개별난방	복도식	GS건설	제일에스테이트서비스 주식회사
서울특별시	금천구	시흥동	A10020046	탑스빌	아파트	서울특별시 금천구 시흥동 268-46 탑스빌		분양	20021206		148	148	0		개별난방		 	(주)아림주택관리
서울특별시	노원구	공릉동	A10020049	태릉현대홈타운스위트	연립주택	"서울특별시 노원구 공릉동 121,서울특별시 노원구 공릉동 121-,서울특별시 노원구 공릉동 115- 태릉현대홈타운스위트"		분양	20040206	10	134	134	0	위탁관리	개별난방	계단식	현대건설	우리관리(주)
서울특별시	광진구	구의동	A10020066	리마크빌 구의	주상복합	"서울특별시 광진구 구의동 683,서울특별시 광진구 구의동 683- 리마크빌 구의"		임대	20251218	1	439	0	439	위탁관리	개별난방	복도식	한양개발	주식회사 케이에스메이트
서울특별시	송파구	가락동	A10020074	더샵송파루미스타	아파트	서울특별시 송파구 가락동 161-3 더샵송파루미스타		분양	20260508	4	179	179	0	위탁관리	지역난방	계단식	포스코이앤씨	(주)케이티팝스
서울특별시	동대문구	청량리동	A10020081	청량리롯데캐슬하이루체	아파트	"서울특별시 동대문구 청량리동 199-,서울특별시 동대문구 청량리동 199 청량리롯데캐슬하이루체"		혼합	20260429	9	761	627	134	위탁관리	개별난방	계단식	롯데건설	대성티엠씨 주식회사
서울특별시	동작구	사당동	A10020085	스타팰리스 이수	도시형 생활주택(주상복합)	서울특별시 동작구 사당동 1008-1 스타팰리스 이수		임대	20260213	1	162	0	162	위탁관리	개별난방	복도식	트래콘건설	에이치와이플러스(주)
서울특별시	중랑구	묵동	A10020086	묵동자이1단지아파트	주상복합	서울특별시 중랑구 묵동 164-4 묵동자이1단지아파트		분양	20101214	1	137	137	0	위탁관리	개별난방	혼합식	GS건설	제일에스테이트서비스 주식회사
서울특별시	송파구	풍납동	A10020100	풍납동신동아아파트	도시형 생활주택(아파트)	서울특별시 송파구 풍납동 220-2 풍납동신동아아파트		분양	19931224	1	135	135	0	위탁관리	개별난방	혼합식	신동아건설	 
서울특별시	중랑구	상봉동	A10020104	포시티주상복합	주상복합	서울특별시 중랑구 상봉동 113-1 포시티주상복합		분양	20140523	1	120	120	0	위탁관리	개별난방	복도식	(주)포스코아이씨티	(주)비오워크
서울특별시	노원구	상계동	A10020107	에드가상계	도시형 생활주택(아파트)	서울특별시 노원구 상계동 1412 에드가상계		임대	20250515	1	443	0	443	위탁관리	개별난방	복도식	(주)우방	우리관리(주)
서울특별시	강동구	암사동	A10020122	한강포스파크아파트	아파트	서울특별시 강동구 암사동 445 한강포스파크아파트		분양	20020906	1	134	134	0	위탁관리	개별난방	계단식	포스코건설	주식회사 한빛관리
서울특별시	동대문구	전농동	A10020126	퀸즈W청년안심주택	아파트	서울특별시 동대문구 전농동 127-359 퀸즈W청년안심주택		임대	20251203	1	206	0	206	위탁관리	개별난방	복도식	대성문D&G(주)	에이치와이플러스(주)
서울특별시	영등포구	양평동1가	A10020127	영등포자이디그니티 아파트	아파트	서울특별시 영등포구 양평동1가 238-7 영등포자이디그니티 아파트		혼합	20260326	4	707	539	168	위탁관리	개별난방	계단식	GS건설	제일에스테이트서비스 주식회사
서울특별시	서초구	방배동	A10020138	브라운스톤방배아파트	아파트	서울특별시 서초구 방배동 899-16 브라운스톤방배아파트		분양	20050817	3	145	145	0	자치관리	개별난방	계단식	이수건설	 
서울특별시	은평구	구산동	A10020141	동익파크1차아파트	아파트	서울특별시 은평구 구산동 355-95 동익파크1차아파트		분양	19910924	1	118	118	0	위탁관리(직영+위탁)	개별난방	계단식	동익건설	 
서울특별시	강동구	천호동	A10020146	엘림스퀘어2차	도시형 생활주택(아파트)	서울특별시 강동구 천호동 416-2 엘림스퀘어2차		분양	20190418	1	143	143	0	위탁관리	개별난방	복도식	엘에스 건설(주0	주식회사 도시종합관리
서울특별시	중구	황학동	A10020147	한양아이클래스	도시형 생활주택(아파트)	서울특별시 중구 황학동 787 한양아이클래스		분양	20130913	1	100	100	0	위탁관리	개별난방	복도식	한양개발(주)	에이티크리에이션 주식회사
서울특별시	강서구	화곡동	A10020155	강서뉴타워아파트	주상복합	서울특별시 강서구 화곡동 1071-19 강서뉴타워아파트		분양	20130110		122	122	0		개별난방		 	대영관리주식회사
서울특별시	동대문구	제기동	A10020159	어진재주상복합관리단	도시형 생활주택(아파트)	"서울특별시 동대문구 제기동 1213,서울특별시 동대문구 제기동 1213- 어진재주상복합관리단"		분양	20140418	1	124	124	0	자치관리(직영)	개별난방	복도식	효진건설	 
서울특별시	관악구	봉천동	A10020169	지안타워	도시형 생활주택(아파트)	서울특별시 관악구 봉천동 868-12 지안타워		임대	20260129	1	169	0	169	위탁관리	개별난방	기타	미주건설	주식회사 피누스이앤씨
서울특별시	광진구	중곡동	A10020191	백악관타워	주상복합	서울특별시 광진구 중곡동 93-13 백악관타워		임대	20250708	1	261	0	261	위탁관리	개별난방	복도식	우암건설	 
서울특별시	도봉구	도봉동	A10020195	도봉아테라	아파트	서울특별시 도봉구 도봉동 95 도봉아테라		혼합	20251231	5	299	239	60	위탁관리	개별난방	혼합식	금호건설	우리관리(주)
서울특별시	강남구	논현동	A10020220	펜트힐 캐스케이드	주상복합	서울특별시 강남구 논현동 106- 펜트힐 캐스케이드		분양	20230228	1	130	130	0	위탁관리	중앙난방	복도식	롯데건설(주)	우리관리(주)
서울특별시	동작구	노량진동	A10020222	힐스테이트장승배기역 	아파트	"서울특별시 동작구 노량진동 336-,서울특별시 동작구 노량진동 328 힐스테이트장승배기역 "		혼합	20260213	3	370	238	132	위탁관리	개별난방	계단식	현대엔지니어링	율산개발 유한회사
서울특별시	송파구	신천동	A10020230	잠실르엘	아파트	서울특별시 송파구 신천동 17-6 잠실르엘		혼합	20251230	13	1865	1667	198	위탁관리	지역난방	계단식	롯데건설	(주)케이티팝스
서울특별시	노원구	상계동	A10020253	해링턴플레이스노원센트럴	도시형 생활주택(아파트)	서울특별시 노원구 상계동 690- 해링턴플레이스노원센트럴		혼합	20250930	1	299	61	238	위탁관리	개별난방	복도식	효성중공업	(주)소유파트너스
서울특별시	노원구	월계동	A10020255	월계건양 노블레스 아파트 	아파트	"서울특별시 노원구 월계동 938-,서울특별시 노원구 월계동 938 월계건양 노블레스 아파트 "		혼합	20031230	1	132	132	0	위탁관리	개별난방	계단식	건양종합건설(주)	대한종합관리(주)
서울특별시	강동구	천호동	A10020258	이편한세상 강동 프레스티지원	아파트	서울특별시 강동구 천호동 423-76 이편한세상 강동 프레스티지원		혼합	20260122	8	535	490	45	위탁관리	지역난방	계단식	DL이앤씨	우리관리(주)
서울특별시	서대문구	남가좌동	A10020267	DMC 가재울 아이파크	주상복합	서울특별시 서대문구 남가좌동 289-54 DMC 가재울 아이파크		혼합	20251126	3	283	237	46	위탁관리	지역난방	계단식	HDC현대산업개발	광인산업(주)
서울특별시	광진구	구의동	A10020269	구의새한	아파트	서울특별시 광진구 구의동 656 구의새한		분양	20000930	5	126	126	0	자치관리	개별난방	계단식	(주)새한	 
서울특별시	마포구	노고산동	A10020279	빌리브 디에이블	도시형 생활주택(주상복합)	서울특별시 마포구 노고산동 129- 빌리브 디에이블		혼합	20250522	1	333	290	43	위탁관리	개별난방	복도식	신세계건설	(주)씨엔에스자산관리
서울특별시	성북구	하월곡동	A10020292	루미아	아파트	서울특별시 성북구 하월곡동 232- 루미아		임대	20251120	1	415	0	415	위탁관리	개별난방	계단식	(주) 우방	아이피비엠씨관리 주식회사
서울특별시	송파구	신천동	A10020294	잠실래미안아이파크	아파트	서울특별시 송파구 신천동 20-4 잠실래미안아이파크		혼합	20251230	23	2678	2326	352	위탁관리	지역난방	혼합식	삼성물산/현대산업개발	(주)타워피엠씨
서울특별시	서초구	방배동	A10020303	삼환나띠르빌	아파트	서울특별시 서초구 방배동 1002-7 삼환나띠르빌		분양	20030401	5	126	126	0	자치관리	개별난방	계단식	삼환까뮤	 
서울특별시	노원구	월계동	A10020305	광운대역 현대프라힐스	아파트	서울특별시 노원구 월계동 410-3 광운대역 현대프라힐스		임대	20250521	1	275	0	275	위탁관리	개별난방	복도식	현대아산(주)	현대지비에프엠에스(주)(HYUNDAI GBFMS)
서울특별시	은평구	신사동	A10020307	새절역 두산위브트레지움 	아파트	서울특별시 은평구 신사동 170-12 새절역 두산위브트레지움 		분양	20251127	6	424	424	0	위탁관리	개별난방	계단식	두산건설(주)	(주)케이티팝스
서울특별시	강동구	천호동	A10020336	더샵강동센트럴시티	아파트	서울특별시 강동구 천호동 410-100 더샵강동센트럴시티		혼합	20251128	3	670	499	171	위탁관리	개별난방	계단식	포스코이앤씨	서일개발(주)
서울특별시	동대문구	용두동	A10020343	힐스테이트청량리메트로블	도시형 생활주택(주상복합)	서울특별시 동대문구 용두동 26-14 힐스테이트청량리메트로블		혼합	20250729	2	288	213	75	위탁관리	개별난방	계단식	현대건설	 
서울특별시	동대문구	이문동	A10020344	이문아이파크자이	아파트	서울특별시 동대문구 이문동 149-8 이문아이파크자이		혼합	20251127	18	4169	2859	1310	위탁관리	개별난방	혼합식	"현대산업개발,GS건설"	(주)케이비아주
서울특별시	성동구	성수동1가	A10020345	서울숲 아이파크 리버포레2차	주상복합	서울특별시 성동구 성수동1가 723- 서울숲 아이파크 리버포레2차		분양	20251127	4	528	528	0	위탁관리	개별난방	계단식	현대산업개발	우리관리(주)
서울특별시	강북구	미아동	A10020346	한화포레나미아아파트	아파트	서울특별시 강북구 미아동 1379- 한화포레나미아아파트		혼합	20251127	4	497	424	73	위탁관리	개별난방	혼합식	한화건설	태영건물종합관리 주식회사
서울특별시	서초구	방배동	A10020358	래미안 원페를라	아파트	서울특별시 서초구 방배동 818-14 래미안 원페를라		분양	20251125	16	1097	1097	0	위탁관리	지역난방	계단식	삼성물산	(주)타워피엠씨
서울특별시	구로구	가리봉동	A10020359	남구로역 동일센타시아	아파트	서울특별시 구로구 가리봉동 779- 남구로역 동일센타시아		분양	20240726	3	162	162	0	위탁관리	개별난방	계단식	동일건설	경성산업관리주식회사
서울특별시	강남구	청담동	A10020363	청담르엘	아파트	서울특별시 강남구 청담동 134-18 청담르엘		혼합	20251031	9	1261	1117	144	위탁관리	지역난방	혼합식	(주)롯데건설	(주)케이티팝스
서울특별시	성동구	마장동	A10020365	라봄성동청년안심주택	도시형 생활주택(주상복합)	서울특별시 성동구 마장동 836- 라봄성동청년안심주택		임대	20250530	1	346	0	346	위탁관리	개별난방	계단식	우암건설(주)	에이치와이플러스(주)
서울특별시	광진구	광장동	A10020376	포제스한강	아파트	서울특별시 광진구 광장동 583- 포제스한강		분양	20250829	3	128	128	0	위탁관리	개별난방	계단식	dL이앤씨	(주)케이엠산업
서울특별시	광진구	중곡동	A10020402	중곡아파트2단지	아파트	서울특별시 광진구 중곡동 190-26 중곡아파트2단지		분양	19761020	3	120	120	0	자치관리	개별난방	계단식	확인불가	 
서울특별시	중구	남대문로5가	A10020414	남대문(양동) 단지	도시형 생활주택(아파트)	서울특별시 중구 남대문로5가 548- 남대문(양동) 단지		임대	20250812	1	182	0	182	위탁관리	중앙난방	복도식	두양종합건설	(주)동우개발
서울특별시	구로구	오류동	A10020416	천왕역모아엘가트레뷰	아파트	서울특별시 구로구 오류동 362- 천왕역모아엘가트레뷰		혼합	20250808	4	440	269	171	위탁관리	개별난방	계단식	(주)모아주택	(주)신원티엠씨(TMC)
서울특별시	성북구	종암동	A10020419	라온프라이빗종암	아파트	서울특별시 성북구 종암동 83-3 라온프라이빗종암		임대	20250602	1	290	0	290	위탁관리	개별난방	복도식	(주)라온건설	(주)현산종합관리
서울특별시	중랑구	상봉동	A10020423	와이센트럴시티상봉	도시형 생활주택(주상복합)	서울특별시 중랑구 상봉동 504- 와이센트럴시티상봉		임대	20250725	1	351	0	351	위탁관리	중앙난방	복도식	HJ중공업	아이피비엠씨관리 주식회사
서울특별시	중랑구	상봉동	A10020428	세이지움상봉	도시형 생활주택(아파트)	서울특별시 중랑구 상봉동 503- 세이지움상봉		임대	20250630	2	782	0	782	위탁관리	개별난방	복도식	태영건설	서일개발(주)
서울특별시	동대문구	신설동	A10020429	신설동역 자이르네	도시형 생활주택(아파트)	서울특별시 동대문구 신설동 96-48 신설동역 자이르네		분양	20241125	2	143	143	0	위탁관리	개별난방	계단식	자이에스앤디(주)	제일에스테이트서비스 주식회사
서울특별시	성동구	용답동	A10020466	청계 sk view 아파트	주상복합	서울특별시 성동구 용답동 253- 청계 sk view 아파트		혼합	20250724	3	396	290	106	위탁관리	개별난방	계단식	sk 에코플랜트	(주)무림하우징
서울특별시	강남구	대치동	A10020486	디에이치 대치 에델루이아파트	아파트	서울특별시 강남구 대치동 964 디에이치 대치 에델루이아파트		혼합	20250808	8	282	245	37	위탁관리	지역난방	계단식	현대건설	경기진흥주택관리(주)
서울특별시	강서구	화곡동	A10020494	웰라이빌주상복합관리단	주상복합	서울특별시 강서구 화곡동 927-1 웰라이빌주상복합관리단		분양	20000920	1	130	130	0	자치관리	개별난방	계단식	(주)순영종합건설	 
서울특별시	성동구	행당동	A10020503	라체르보푸르지오써밋	아파트	서울특별시 성동구 행당동 128- 라체르보푸르지오써밋		혼합	20250728	7	958	795	163	위탁관리	개별난방	계단식	대우건설 푸르지오 써밋	우리관리(주)
서울특별시	광진구	자양동	A10020506	롯데캐슬이스트폴 아파트 	아파트	서울특별시 광진구 자양동 870- 롯데캐슬이스트폴 아파트 		혼합	20250123	6	1063	631	432	위탁관리	개별난방	계단식	롯데건설(주)	(주)타워피엠씨
서울특별시	도봉구	방학동	A10020507	도봉롯데캐슬골든파크	아파트	서울특별시 도봉구 방학동 717-6 도봉롯데캐슬골든파크		임대	20250725	2	282	0	282	위탁관리	개별난방	혼합식	롯데건설	에스에스케이 주식회사
서울특별시	은평구	수색동	A10020526	DMC SK VIEW 2단지	주상복합	서울특별시 은평구 수색동 418- DMC SK VIEW 2단지		혼합	20230824	2	109	101	8	위탁관리	개별난방	계단식	SK에코플랜트	우리관리(주)
서울특별시	서초구	서초동	A10020535	서초쌍용플래티넘	주상복합	서울특별시 서초구 서초동 1445-13 서초쌍용플래티넘		분양	20060224	1	109	109	0	위탁관리	개별난방	복도식	남광토건	주식회사 동명씨앤아이
서울특별시	영등포구	당산동3가	A10020541	리마크빌 당산	도시형 생활주택(주상복합)	서울특별시 영등포구 당산동3가 76- 리마크빌 당산		임대	20250519	1	218	0	218	위탁관리	중앙난방	복도식	(주)보미건설	(주)세안텍스
서울특별시	구로구	신도림동	A10020550	크라운빌	도시형 생활주택(아파트)	서울특별시 구로구 신도림동 694- 크라운빌		임대	20150916	1	232	0	232	자치관리(직영)	개별난방	계단식	계룡건설	 
서울특별시	중랑구	중화동	A10020555	 리버센 SK VIEW 롯데캐슬 아파트	아파트	서울특별시 중랑구 중화동 331-1  리버센 SK VIEW 롯데캐슬 아파트		혼합	20250612	8	1055	865	190	위탁관리	개별난방	혼합식	" SK에코플랜트, 롯데건설"	태영건물종합관리 주식회사
서울특별시	서초구	잠원동	A10020557	메이플자이	아파트	서울특별시 서초구 잠원동 60-3 메이플자이		혼합	20250627	29	3307	3112	195	위탁관리	지역난방	계단식	GS건설	(주)타워피엠씨
서울특별시	관악구	봉천동	A10020559	낙성대현대아파트	아파트	서울특별시 관악구 봉천동 296- 낙성대현대아파트		분양	19981123	2	122	122	0	자치관리	개별난방	혼합식	현대견설(주)	 
서울특별시	서대문구	홍은동	A10020562	서대문 센트럴아이파크	아파트	서울특별시 서대문구 홍은동 11-111 서대문 센트럴아이파크		혼합	20250630	12	827	686	141	위탁관리	개별난방	혼합식	HDC현대산업개발	대승종합관리(주)
서울특별시	강동구	상일동	A10020567	삼성빌라	연립주택	서울특별시 강동구 상일동 173- 삼성빌라		분양	19880728	1	132	132	0	자치관리	개별난방	계단식	삼성물산	 
서울특별시	동대문구	휘경동	A10020570	휘경자이디센시아	아파트	"서울특별시 동대문구 휘경동 172-,서울특별시 동대문구 휘경동 172 휘경자이디센시아"		혼합	20250626	14	1806	1373	433	위탁관리	개별난방+기타	혼합식	GS건설(주)	제일에스테이트서비스 주식회사
서울특별시	은평구	진관동	A10020576	은평 디에트르 더 퍼스트 	아파트	서울특별시 은평구 진관동 144- 은평 디에트르 더 퍼스트 		임대	20250627	15	452	0	452	자치관리(직영)	지역난방	계단식	대방건설(주)	 
서울특별시	중랑구	묵동	A10020587	묵동공감대아파트	주상복합	서울특별시 중랑구 묵동 171-4 묵동공감대아파트		분양	20050328	1	118	118	0	위탁관리	개별난방	계단식	광덕토건(주)	주식회사 씨엠관리
서울특별시	노원구	상계동	A10020593	상계현대4차아파트	아파트	서울특별시 노원구 상계동 1271- 상계현대4차아파트		분양	19950703	1	106	106	0	위탁관리(직영+위탁)	개별난방	계단식	현대산업개발	(주)무림하우징
서울특별시	성북구	석관동	A10020602	장위아트포레아파트	도시형 생활주택(주상복합)	서울특별시 성북구 석관동 338-18 장위아트포레아파트		분양	20250425	1	191	191	0	위탁관리	개별난방	복도식	희성건설	(주)한결에이엠
서울특별시	강동구	천호동	A10020603	강동역 두산위브 센티움 아파트	아파트	서울특별시 강동구 천호동 155-5 강동역 두산위브 센티움 아파트		분양	20040503	1	140	140	0	위탁관리	개별난방	복도식	두산건설주식회사	주식회사 동명씨앤아이
서울특별시	용산구	갈월동	A10020608	용산 남영역 롯데캐슬 헤리티지	주상복합	서울특별시 용산구 갈월동 98-6 용산 남영역 롯데캐슬 헤리티지		임대	20250528	1	269	0	269	위탁관리	개별난방	혼합식	롯데건설	동우씨엠(주) 서울지점
서울특별시	강서구	내발산동	A10020618	센터스퀘어 발산	주상복합	서울특별시 강서구 내발산동 767- 센터스퀘어 발산		임대	20250327	2	716	0	716	위탁관리	개별난방	복도식	요진건설(주)	우리자산관리(주)
서울특별시	용산구	한강로2가	A10020622	호반써밋 에이디션	주상복합	서울특별시 용산구 한강로2가 429- 호반써밋 에이디션		분양	20250321	1	110	110	0	위탁관리	지역난방	혼합식	호반건설(주)	대원에스테이트서비스(주)
서울특별시	강동구	고덕동	A10020628	고덕 온빛채	아파트	"서울특별시 강동구 고덕동 716-62,서울특별시 강동구 고덕동 716-73 고덕 온빛채"		임대	20250516	6	697	0	697	위탁관리	기타	복도식	태영건설	(주)신현대관리
서울특별시	마포구	창전동	A10020640	마포창전쌍용스윗닷홈	아파트	서울특별시 마포구 창전동 441- 마포창전쌍용스윗닷홈		분양	20050915	1	100	100	0	위탁관리	개별난방	계단식	쌍용건설	(주)한국관리서비스
서울특별시	용산구	서계동	A10020656	어반허브 서울스테이션	도시형 생활주택(아파트)	서울특별시 용산구 서계동 100-1 어반허브 서울스테이션		임대	20250331	1	265	0	265	위탁관리	중앙난방	복도식	우암건설(주)	우리관리(주)
서울특별시	관악구	신림동	A10020658	서울대벤처타운역푸르지오아파트	아파트	"서울특별시 관악구 신림동 316-62,서울특별시 관악구 신림동 316-55 서울대벤처타운역푸르지오아파트"		혼합	20250430	8	571	473	98	위탁관리	개별난방	혼합식	(주)대우건설	(주)케이티팝스
서울특별시	구로구	개봉동	A10020664	동도센트리움 아파트 오피스텔	주상복합	서울특별시 구로구 개봉동 70-12 동도센트리움 아파트 오피스텔		분양	20021017	1	136	136	0	위탁관리	개별난방	계단식	(주)동도건설	(주)라이프종합관리
서울특별시	관악구	봉천동	A10020665	반석푸른숲아파트	아파트	서울특별시 관악구 봉천동 1723- 반석푸른숲아파트		분양	20060519	1	0	0	0	위탁관리	개별난방	계단식	반석종합건설	(주)파인스카이 도시관리
서울특별시	구로구	개봉동	A10020672	세이지움 개봉	도시형 생활주택(주상복합)	서울특별시 구로구 개봉동 503- 세이지움 개봉		임대	20250331	1	605	0	605	위탁관리	개별난방	복도식	(주)태영건설	(주)아이비에스인더스트리
서울특별시	강동구	성내동	A10020681	그란츠 리버파크	주상복합	서울특별시 강동구 성내동 611- 그란츠 리버파크		혼합	20250328	2	407	327	80	위탁관리	지역난방	혼합식	(주)대림	대원에스테이트서비스(주)
서울특별시	강동구	길동	A10020684	길동생활B	도시형 생활주택(주상복합)	서울특별시 강동구 길동 368-7 길동생활B		임대	20241204	1	270	0	270	위탁관리	개별난방	복도식	이랜드건설	투투에스앤피 주식회사
서울특별시	광진구	자양동	A10020686	더포디엄830	도시형 생활주택(아파트)	서울특별시 광진구 자양동 864- 더포디엄830		임대	20250206	1	480	0	480	위탁관리	개별난방	복도식	코오롱글로벌	에이치와이플러스(주)
서울특별시	중랑구	상봉동	A10020694	상봉베스트원아파트	주상복합	서울특별시 중랑구 상봉동 101-19 상봉베스트원아파트		분양	20190515	1	114	114	0	위탁관리	개별난방	복도식	한동건설주식회사	플러스에코 주식회사
서울특별시	성북구	장위동	A10020716	장위자이레디언트	아파트	서울특별시 성북구 장위동 62-1 장위자이레디언트		혼합	20250331	31	2840	2356	484	위탁관리	지역난방	혼합식	GS건설	(주)타워피엠씨
서울특별시	관악구	봉천동	A10020718	LH관악봉천행복주택	아파트	"서울특별시 관악구 봉천동 1739-,서울특별시 관악구 봉천동 1740-,서울특별시 관악구 봉천동 1741- LH관악봉천행복주택"		임대	20250313	1	238	0	238	위탁관리	개별난방	복도식	양우종합건설(주)	현대아미스(주)
서울특별시	동대문구	제기동	A10020729	리스트안암	주상복합	서울특별시 동대문구 제기동 136-3 리스트안암		임대	20240819	1	299	0	299	위탁관리	중앙난방	복도식	(주)대원	주식회사 케이에스메이트
서울특별시	동대문구	답십리동	A10020731	e편한세상답십리아르테포레아파트	아파트	"서울특별시 동대문구 답십리동 12,서울특별시 동대문구 답십리동 12-13 e편한세상답십리아르테포레아파트"		혼합	20250325	6	326	268	58	위탁관리	개별난방	혼합식	DL건설	(주)오케이시스템
서울특별시	강동구	길동	A10020736	길동생활A	도시형 생활주택(아파트)	서울특별시 강동구 길동 367-1 길동생활A		임대	20241204	1	297	0	297	위탁관리	개별난방	복도식	이랜드건설(주)	투투에스앤피 주식회사
서울특별시	은평구	불광동	A10020749	루미노816청년안심주택	도시형 생활주택(주상복합)	서울특별시 은평구 불광동 302-13 루미노816청년안심주택		임대	20241105	1	299	0	299	위탁관리	개별난방	계단식	한양건설	에이치와이플러스(주)
서울특별시	성북구	하월곡동	A10020750	성북펠릭스	도시형 생활주택(아파트)	서울특별시 성북구 하월곡동 88-222 성북펠릭스		임대	20250131	1	299	0	299	위탁관리	개별난방	복도식	KBI건설	에이치와이플러스(주)
서울특별시	영등포구	양평동3가	A10020758	양평현대3차아파트	아파트	서울특별시 영등포구 양평동3가 79- 양평현대3차아파트		분양	19910424	1	145	145	0	자치관리	개별난방	계단식	현대산업개발	 
서울특별시	동대문구	장안동	A10020768	장안동  청년주택 하트리움	주상복합	서울특별시 동대문구 장안동 465-4 장안동  청년주택 하트리움		임대	20250318	1	284	0	284	위탁관리	개별난방	복도식	두진건설	(주)크라운종합관리
서울특별시	구로구	신도림동	A10020771	신도림아르디에	도시형 생활주택(아파트)	서울특별시 구로구 신도림동 695- 신도림아르디에		분양	20181102	1	149	149	0	위탁관리	개별난방	혼합식	명주산업개발(주)	(주)크라운종합관리
서울특별시	동작구	신대방동	A10020786	골드타워신대방청년주택	주상복합	서울특별시 동작구 신대방동 351-5 골드타워신대방청년주택		임대	20250210	1	330	0	330	위탁관리	개별난방	복도식	백상건설	(주)신원티엠씨(TMC)
서울특별시	송파구	송파동	A10020796	잠실더샵루벤	아파트	서울특별시 송파구 송파동 171- 잠실더샵루벤		분양	20250305	2	327	327	0	위탁관리	지역난방	계단식	(주)포스코이앤씨	세화종합관리(주)
서울특별시	구로구	개봉동	A10020797	신영지웰에스테이트개봉역	주상복합	서울특별시 구로구 개봉동 171-2 신영지웰에스테이트개봉역		혼합	20240618	1	122	101	21	위탁관리	개별난방	혼합식	신영씨앤디 	위더스앤 주식회사
서울특별시	강남구	삼성동	A10020826	아크로삼성	아파트	"서울특별시 강남구 삼성동 79,서울특별시 강남구 삼성동 79- 아크로삼성"		분양	20250214	4	419	419	0	위탁관리	지역난방	계단식	DL이엔씨	(주)타워피엠씨
서울특별시	서대문구	홍제동	A10020829	홍제중앙하이츠아파트	아파트	서울특별시 서대문구 홍제동 342- 홍제중앙하이츠아파트		분양	20010917	1	0	0	0		개별난방		 	영신산업개발(주)
서울특별시	강남구	도곡동	A10020848	개포럭키아파트	아파트	서울특별시 강남구 도곡동 462- 개포럭키아파트		분양	19861027	2	128	128	0	위탁관리	지역난방	계단식	럭키개발	유원종합관리(주)
서울특별시	동대문구	답십리동	A10020851	청계지웰에스테이트	주상복합	서울특별시 동대문구 답십리동 498-7 청계지웰에스테이트		분양	20120918	1	149	149	0	위탁관리	개별난방	혼합식	(주)신영건설	주식회사 동우개발
서울특별시	성동구	성수동2가	A10020852	강변임광아파트 	아파트	서울특별시 성동구 성수동2가 609-2 강변임광아파트 		분양	20000822	2	141	141	0	위탁관리	개별난방	혼합식	(주)임광토건	현대개발
서울특별시	광진구	자양동	A10020868	어울채행복주택	아파트	서울특별시 광진구 자양동 680-63 어울채행복주택		임대	20241211	1	300	-3	303	위탁관리	개별난방	계단식	롯데건설	국제경보산업(주)
서울특별시	중랑구	망우동	A10020869	경남아파트	아파트	서울특별시 중랑구 망우동 226- 경남아파트		분양	19890520	1	250	250	0	자치관리	개별난방	계단식	경남건설	 
서울특별시	동대문구	답십리동	A10020888	보광타워	주상복합	서울특별시 동대문구 답십리동 530-4 보광타워		분양	20190405	1	160	160	0	위탁관리	개별난방	기타	(주)동아토건	주식회사 동우개발
서울특별시	금천구	독산동	A10020894	독산동삼익아파트	아파트	서울특별시 금천구 독산동 956- 독산동삼익아파트		분양	19980902	1	124	124	0	위탁관리	개별난방	혼합식	삼익건설(주)	(주)아크로비엠에스
서울특별시	성동구	성수동1가	A10020907	서울숲아이파크리버포레	주상복합	서울특별시 성동구 성수동1가 721- 서울숲아이파크리버포레		분양	20241227	5	825	825	0	위탁관리	개별난방	계단식	HDC현대산업개발	우리관리(주)
서울특별시	동대문구	이문동	A10020919	래미안라그란데	아파트	서울특별시 동대문구 이문동 257-42 래미안라그란데		혼합	20250103	39	3069	2528	541	위탁관리	개별난방	혼합식	삼성물산(주)	우리관리(주)
