시도	시군구	동리	단지코드	단지명	단지분류	법정동주소	도로명주소	분양형태	사용승인일	동수	세대수	분양세대수	임대세대수	관리방식	난방방식	복도유형	시공사	주택관리업자
서울특별시	강북구	미아동	A10022391	북서울자이 폴라리스 아파트	아파트	"서울특별시 강북구 미아동 1375-,서울특별시 강북구 미아동 1376-,서울특별시 강북구 미아동 1374- 북서울자이 폴라리스 아파트"		혼합	20240829	15	1045	888	157	위탁관리	개별난방	혼합식	GS 건설	남경종합관리(주)
서울특별시	송파구	문정동	A10022403	힐스테이트 e편한세상 문정아파트	아파트	서울특별시 송파구 문정동 656 힐스테이트 e편한세상 문정아파트		혼합	20240830	14	1265	1195	70	위탁관리	개별난방	계단식	문정동136번지일원재건축정비사업조합	우리관리(주)
서울특별시	구로구	신도림동	A10022406	신성은하수아파트		서울특별시 구로구 신도림동 640- 신성은하수아파트		분양	19970701	1	120	120	0	위탁관리	개별난방	복도식	(주)신성건설	주식회사 우창개발
서울특별시	관악구	신림동	A10022412	신림한양아파트	아파트	서울특별시 관악구 신림동 1563-82 신림한양아파트		분양	19920218	3	132	132	0	위탁관리	개별난방	계단식	(주)한양건설	신한영관리(주)
서울특별시	동작구	노량진동	A10022416	더써밋타워	주상복합	서울특별시 동작구 노량진동 54-4 더써밋타워		임대	20240329	1	299	0	299	위탁관리	개별난방	복도식	강남건영(주)	행복관리플러스 주식회사
서울특별시	성북구	길음동	A10022419	길음역 롯데캐슬 트윈골드		서울특별시 성북구 길음동 542-1 길음역 롯데캐슬 트윈골드		혼합	20240429	2	395	312	83	위탁관리	개별난방	복도식	롯데건설	태영건물종합관리 주식회사
서울특별시	관악구	신림동	A10022424	우민조원아파트	아파트	서울특별시 관악구 신림동 1719- 우민조원아파트		분양	20030613	1	119	119	0	위탁관리	개별난방	혼합식	우민건설	대성티엠씨 주식회사
서울특별시	영등포구	문래동3가	A10022428	문래건영아파트	아파트	서울특별시 영등포구 문래동3가 93-1 문래건영아파트		분양	19980406	1	141	141	0	위탁관리	개별난방	혼합식	주) 건영	(주)공간
서울특별시	마포구	중동	A10022429	중동 동원월드타운아파트		서울특별시 마포구 중동 395- 중동 동원월드타운아파트		분양	20040922	2	102	102	0	위탁관리	개별난방	혼합식	(주)동원주택건설	인덕종합관리(주)
서울특별시	영등포구	신길동	A10022430	신길AK푸르지오주상복합	주상복합	서울특별시 영등포구 신길동 255-9 신길AK푸르지오주상복합		혼합	20240731	4	296	286	10	위탁관리	개별난방	계단식	대우건설	서일개발(주)
서울특별시	동대문구	장안동	A10022452	장안3차현대홈타운	아파트	서울특별시 동대문구 장안동 571- 장안3차현대홈타운		분양	20060317	2	137	137	0	위탁관리	개별난방	계단식	현대산업개발	 
서울특별시	동작구	상도동	A10022456	상도2차갑을명가아파트	아파트	서울특별시 동작구 상도동 459- 상도2차갑을명가아파트		분양	20060922	1	118	118	0	위탁관리		계단식	..	성화개발(주)
서울특별시	성북구	하월곡동	A10022464	하월곡아남아파트		서울특별시 성북구 하월곡동 218- 하월곡아남아파트		분양	19961203	1	198	198	0	자치관리	개별난방	계단식	아남건설	 
서울특별시	서초구	잠원동	A10022466	잠원금호베스트빌	아파트	서울특별시 서초구 잠원동 58- 잠원금호베스트빌		분양	20021104	2	117	117	0	위탁관리		계단식	금호	세화종합관리(주)
서울특별시	서초구	서초동	A10022474	서초동롯데캐슬리버티	아파트	서울특별시 서초구 서초동 1620-20 서초동롯데캐슬리버티		분양	20050323	3	132	132	0	위탁관리	개별난방	계단식	롯데건설	세화종합관리(주)
서울특별시	은평구	신사동	A10022477	신사두산위브2차아파트	아파트	서울특별시 은평구 신사동 371- 신사두산위브2차아파트		분양	20111028	3	139	139	0	위탁관리	개별난방	혼합식	두산건설(주)	세화종합관리(주)
서울특별시	마포구	아현동	A10022480	마포트라팰리스2		서울특별시 마포구 아현동 738- 마포트라팰리스2		분양	20080718	2	120	120	0	위탁관리	개별난방	기타	삼성물산	 
서울특별시	금천구	시흥동	A10022481	시흥 중앙하이츠빌라		서울특별시 금천구 시흥동 1005- 시흥 중앙하이츠빌라		분양	19881124	12	222	222	0	위탁관리	개별난방	계단식	중앙건설	세화종합관리(주)
서울특별시	용산구	한강로3가	A10022504	에피소드용산241	아파트	"서울특별시 용산구 한강로3가 100,서울특별시 용산구 한강로3가 100- 에피소드용산241"		임대	20240226	1	162	0	162	위탁관리	중앙난방	기타	한신공영	우리관리(주)
서울특별시	은평구	갈현동	A10022512	THE STUDIO 163	주상복합	서울특별시 은평구 갈현동 456-25 THE STUDIO 163		임대	20240430	1	163	0	163	위탁관리	개별난방	복도식	강남건영	주식회사 한화에스테이트서비스
서울특별시	강동구	길동	A10022525	강동헤리티지자이	아파트	"서울특별시 강동구 길동 160,서울특별시 강동구 길동 160- 강동헤리티지자이"		혼합	20240627	8	1299	1185	114	위탁관리	개별난방+기타	계단식	GS건설	제일에스테이트서비스 주식회사
서울특별시	중랑구	상봉동	A10022528	상봉 동양엔파트	주상복합	서울특별시 중랑구 상봉동 118-8 상봉 동양엔파트		임대	20240617	1	299	0	299	위탁관리	개별난방	복도식	(주)동양	우리관리(주)
서울특별시	강서구	염창동	A10022537	염창힐스테이트아파트	아파트	"서울특별시 강서구 염창동 306-,서울특별시 강서구 염창동 306 염창힐스테이트아파트"		분양	20091207	2	135	135	0	위탁관리	개별난방	계단식	현대건설 주식회사	광인산업(주)
서울특별시	서초구	반포동	A10022556	래미안 원펜타스	아파트	"서울특별시 서초구 반포동 12,서울특별시 서초구 반포동 12- 래미안 원펜타스"		혼합	20240613	6	641	604	37	위탁관리	지역난방	혼합식	삼성건설	(주)타워피엠씨
서울특별시	은평구	증산동	A10022560	증산동 두산위브아파트	아파트	서울특별시 은평구 증산동 255 증산동 두산위브아파트	서울특별시 은평구 증산서길 79	분양	20051004	2	122	122	0	위탁관리	개별난방	계단식	두산건설	(주)신성티엠
서울특별시	강동구	성내동	A10022572	힐스테이트 천호역 젠트리스	아파트	서울특별시 강동구 성내동 48-6 힐스테이트 천호역 젠트리스	서울특별시 강동구 천호대로 1024	분양	20240530	1	160	160	0	위탁관리	개별난방	복도식	현대엔지어링	주식회사 중앙종합관리
서울특별시	은평구	신사동	A10022590	신사 홍익아파트	아파트	서울특별시 은평구 신사동 19-117 신사 홍익아파트	서울특별시 은평구 가좌로 342	분양	19951204	1	114	114	0	위탁관리	개별난방	혼합식	홍익건설	(주)신성티엠
서울특별시	송파구	문정동	A10022621	문정동마에스트로청년주택	주상복합	서울특별시 송파구 문정동 55-6 문정동마에스트로청년주택	서울특별시 송파구 문정로 1	임대	20240119	1	438	0	438	위탁관리	개별난방	복도식	효성중공업	주식회사 휴시스
서울특별시	서초구	서초동	A10022623	대우디오빌프라임	주상복합	서울특별시 서초구 서초동 1337-22 대우디오빌프라임	서울특별시 서초구 강남대로 321	분양	20051021	1	261	261	0	위탁관리	개별난방	혼합식	(주)대우건설	에이제이대원 주식회사
서울특별시	광진구	자양동	A10022641	이튼타워리버2차아파트	주상복합	서울특별시 광진구 자양동 507-6 이튼타워리버2차아파트	서울특별시 광진구 능동로 50	분양	20060327	2	131	131	0	위탁관리	개별난방	복도식	인정건설	광인산업(주)
서울특별시	송파구	오금동	A10022649	송파더플래티넘	아파트	서울특별시 송파구 오금동 67 송파더플래티넘	서울특별시 송파구 성내천로6길 1-13	분양	20240130	2	328	328	0	위탁관리	지역난방	계단식	주식회사쌍용	율산개발 유한회사
서울특별시	강남구	자곡동	A10022652	LH 수서2단지	아파트	서울특별시 강남구 자곡동 138-2 LH 수서2단지	서울특별시 강남구 자곡로11길 28	임대	20240417	10	1080	0	1080	위탁관리	지역난방	복도식	효성중공업(주)	신화비엠씨(주)
서울특별시	성북구	정릉동	A10022655	이안테라디움 성북		서울특별시 성북구 정릉동 1056 이안테라디움 성북	서울특별시 성북구 정릉로 104	임대	20230620	2	227	0	227	위탁관리(직영+위탁)	개별난방	복도식	대우산업개발(주)	 
서울특별시	양천구	신월동	A10022672	우당아파트	아파트	서울특별시 양천구 신월동 506-1 우당아파트	서울특별시 양천구 오목로 90	분양	19970927	1	112	112	0	위탁관리	개별난방	혼합식	대원명성재건축조합	국제경보산업(주)
서울특별시	영등포구	양평동2가	A10022708	오목교벽산블루밍	아파트	서울특별시 영등포구 양평동2가 39-1 오목교벽산블루밍	서울특별시 영등포구 선유서로21길 30	분양	19961207	1	114	114	0	위탁관리	개별난방	복도식	벽산건설	대원에스테이트서비스(주)
서울특별시	강동구	고덕동	A10022715	고덕풍경채어바니티	아파트	서울특별시 강동구 고덕동  고덕풍경채어바니티	서울특별시 강동구 아리수로 375	분양	20240130	6	780	780	0	위탁관리	지역난방	혼합식	제일건설	대원에스테이트서비스(주)
서울특별시	동작구	상도동	A10022720	상도 푸르지오 클라베뉴	아파트	"서울특별시 동작구 상도동 906,서울특별시 동작구 상도동 906- 상도 푸르지오 클라베뉴"	서울특별시 동작구 성대로 164	분양	20240229	10	771	771	0	위탁관리	개별난방	기타	(주)대우건설	율산개발 유한회사
서울특별시	강남구	역삼동	A10022749	원에디션강남		서울특별시 강남구 역삼동 653-4 원에디션강남	서울특별시 강남구 언주로 563	분양	20240206	2	229	229	0	위탁관리	지역난방	기타	현대 엔지니어링(주)	엠제이자산관리 주식회사
서울특별시	강동구	상일동	A10022756	e편한세상 고덕 어반브릿지	아파트	서울특별시 강동구 상일동 554-38 e편한세상 고덕 어반브릿지	서울특별시 강동구 고덕로98길 75	분양	20240222	6	593	593	0	위탁관리	지역난방	혼합식	DL 이앤씨(주)	대승종합관리(주)
서울특별시	중구	묵정동	A10022761	힐스테이트 남산	주상복합	서울특별시 중구 묵정동 35 힐스테이트 남산	서울특별시 중구 퇴계로46길 26	분양	20240129	2	282	282	0	위탁관리	중앙난방	복도식	현대건설(주)	세화종합관리(주)
서울특별시	중랑구	상봉동	A10022775	봄작시티 24	주상복합	서울특별시 중랑구 상봉동 90-3 봄작시티 24	서울특별시 중랑구 망우로50길 24	임대	20230705	1	238	0	238	자치관리	개별난방	복도식	주식회사 주함건설	 
서울특별시	용산구	이촌동	A10022800	동원베네스트 아파트	아파트	서울특별시 용산구 이촌동 434 동원베네스트 아파트	서울특별시 용산구 이촌로14길 7	분양	20051118	2	103	103	0	자치관리	개별난방	계단식	동원시스템즈	 
서울특별시	관악구	신림동	A10022801	최강타워	주상복합	서울특별시 관악구 신림동 1745 최강타워	서울특별시 관악구 남부순환로180길 6	임대	20230530	2	299	0	299	위탁관리(직영+위탁)	개별난방	복도식	보미건설	녹색개발(주)
서울특별시	은평구	불광동	A10022803	연신내역루체스테이션	아파트	서울특별시 은평구 불광동 323-21 연신내역루체스테이션	서울특별시 은평구 통일로 838-21	임대	20240124	1	264	0	264	위탁관리	개별난방	복도식	새천년건설	(주)대우에스티
서울특별시	강동구	강일동	A10022851	힐스테이트리슈빌강일	아파트	"서울특별시 강동구 강일동 72-,서울특별시 강동구 강일동 72 힐스테이트리슈빌강일"	서울특별시 강동구 아리수로93다길 80	분양	20231030	8	809	809	0	위탁관리	지역난방	혼합식	현대건설	주식회사 한빛종합관리
서울특별시	강남구	개포동	A10022859	디에이치퍼스티어아이파크	아파트	서울특별시 강남구 개포동 660-4 디에이치퍼스티어아이파크	서울특별시 강남구 개포로 310	혼합	20231129	74	6702	6309	393	위탁관리	지역난방	기타	"현대산업개발, 현대건설"	(주)타워피엠씨
서울특별시	영등포구	여의도동	A10022891	브라이튼여의도아파트		서울특별시 영등포구 여의도동 525 브라이튼여의도아파트	서울특별시 영등포구 국제금융로 39	혼합	20230821	2	454	89	365	위탁관리	지역난방	복도식	GS건설	주식회사 에스엘플랫폼
서울특별시	동작구	상도동	A10022916	상도1차갑을명가아파트	아파트	서울특별시 동작구 상도동 458 상도1차갑을명가아파트	서울특별시 동작구 국사봉길 178	분양	20061016	2	123	123	0	위탁관리	개별난방	계단식	갑을건설(주)	성화개발(주)
서울특별시	중랑구	망우동	A10022919	신내역 시티프라디움 아파트	아파트	서울특별시 중랑구 망우동 584 신내역 시티프라디움 아파트	서울특별시 중랑구 용마산로 670	임대	20231120	4	495	0	495	위탁관리	지역난방	계단식	(주)시티건설 (주)시티종합건설	(주)동우라이프산업
서울특별시	강서구	화곡동	A10022928	강서금호어울림퍼스티어	아파트	서울특별시 강서구 화곡동 980-19 강서금호어울림퍼스티어	서울특별시 강서구 화곡로54길 43	혼합	20231227	5	523	348	175	위탁관리	개별난방	계단식	"금호건설(주),지에스건설(주),(주)대지건설"	대원에스테이트서비스(주)
서울특별시	마포구	아현동	A10022941	마포푸르지오더센트럴	주상복합	서울특별시 마포구 아현동 275-2 마포푸르지오더센트럴	서울특별시 마포구 마포대로 231	혼합	20231031	2	239	234	5	위탁관리	개별난방	혼합식	대우건설	(주)이엠피서비스
서울특별시	마포구	노고산동	A10022963	맹그로브신촌	아파트	서울특별시 마포구 노고산동 56-74 맹그로브신촌	서울특별시 마포구 서강로 121	임대	20230106	1	151	0	151	위탁관리	개별난방+기타	복도식	(주)한신공영	(주)아이비에스인더스트리
서울특별시	도봉구	쌍문동	A10022967	쌍문금강아미움파크타운		서울특별시 도봉구 쌍문동 711 쌍문금강아미움파크타운	서울특별시 도봉구 방학로5길 33	분양	20180718	1	126	126	0	자치관리	개별난방	복도식	금강종합건설(주)	 
서울특별시	영등포구	신길동	A10022974	준타워	주상복합	서울특별시 영등포구 신길동 173-6 준타워	서울특별시 영등포구 영등포로62길 5	임대	20230714	1	162	0	162	위탁관리	개별난방	혼합식	동호건설주식회사	세화종합관리(주)
서울특별시	송파구	문정동	A10022995	문정동현대2차아파트	아파트	서울특별시 송파구 문정동 58 문정동현대2차아파트	서울특별시 송파구 송파대로16길 12	분양	19951107	1	108	108	0	자치관리	개별난방	복도식	현대건설	 
서울특별시	강동구	성내동	A10022996	천호역 효성해링턴타워	주상복합	서울특별시 강동구 성내동 609 천호역 효성해링턴타워	서울특별시 강동구 올림픽로 610	임대	20230724	2	900	0	900	위탁관리	개별난방	복도식	진흥기업	주식회사 케이에스메이트
서울특별시	서대문구	북아현동	A10023016	북아현경남아파트(101동)	아파트	서울특별시 서대문구 북아현동 1006 북아현경남아파트(101동)	서울특별시 서대문구 북아현로 40	분양	19960521	1	106	106	0	위탁관리	개별난방	혼합식	경남기업(주)	서일개발(주)
서울특별시	강남구	삼성동	A10023020	삼성동 마에스트로	주상복합	서울특별시 강남구 삼성동 140-32 삼성동 마에스트로	서울특별시 강남구 선릉로94길 15	임대	20230731	1	299	0	299	위탁관리	개별난방	복도식	한미글로벌	주식회사 휴시스
서울특별시	노원구	상계동	A10023024	노원롯데캐슬시그니처1단지	아파트	서울특별시 노원구 상계동 95-3 노원롯데캐슬시그니처1단지	서울특별시 노원구 덕릉로 753	혼합	20230629	4	553	355	198	위탁관리	개별난방	혼합식	롯데건설(주)	대원에스테이트서비스(주)
서울특별시	서초구	반포동	A10023043	래미안원베일리	아파트	서울특별시 서초구 반포동 1-1 래미안원베일리	서울특별시 서초구 반포대로 333	혼합	20230830	23	2990	2842	148	위탁관리	지역난방	계단식	삼성물산	(주)타워피엠씨
서울특별시	강동구	암사동	A10023046	암사중앙하이츠아파트	아파트	서울특별시 강동구 암사동 493-14 암사중앙하이츠아파트	서울특별시 강동구 올림픽로98가길 47	분양	19980729	1	126	126	0	위탁관리	개별난방	복도식	중앙건설(주)	 
서울특별시	서초구	서초동	A10023049	코네스트	주상복합	서울특별시 서초구 서초동 1365-8 코네스트	서울특별시 서초구 남부순환로 2567	임대	20230612	1	379	0	379	위탁관리	기타	복도식	KCC건설	주식회사 라이언에셋
서울특별시	은평구	증산동	A10023056	증산중앙하이츠아파트	아파트	서울특별시 은평구 증산동 248 증산중앙하이츠아파트	서울특별시 은평구 증산로 285	분양	20010907	1	122	122	0	위탁관리	개별난방	계단식	중앙산업(주)	태림주택종합관리(주)
서울특별시	강동구	둔촌동	A10023059	더샵파크솔레이유아파트	아파트	서울특별시 강동구 둔촌동 85-2 더샵파크솔레이유아파트	서울특별시 강동구 진황도로61길 25-23	분양	20230607	4	195	195	0	위탁관리	개별난방	혼합식	(주)포스코이앤씨	서림주택관리(주)
서울특별시	노원구	상계동	A10023060	노원롯데캐슬시그니처2단지	아파트	서울특별시 노원구 상계동 95-3 노원롯데캐슬시그니처2단지	서울특별시 노원구 덕릉로 753	분양	20230628	6	610	610	0	위탁관리	개별난방	계단식	롯데건설	대원에스테이트서비스(주)
서울특별시	송파구	잠실동	A10023070	잠실 센트럴파크	도시형 생활주택(아파트)	서울특별시 송파구 잠실동 187-10 잠실 센트럴파크	서울특별시 송파구 백제고분로7길 42	임대	20230802	1	217	0	217	위탁관리	개별난방	복도식	한일개발	녹색개발(주)
서울특별시	강서구	등촌동	A10023075	지와인 아파트		서울특별시 강서구 등촌동 633-12 지와인 아파트	서울특별시 강서구 양천로 620	분양	20230630	4	136	136	0	위탁관리	개별난방	계단식	한동건설	우리관리(주)
서울특별시	은평구	수색동	A10023076	DMC SKVIEW 아이파크포레	아파트	"서울특별시 은평구 수색동 191,서울특별시 은평구 수색동 191- DMC SKVIEW 아이파크포레"	서울특별시 은평구 수색로 322	혼합	20230731	21	1486	1186	300	위탁관리	개별난방	혼합식	"sk에코플랜트, 현대산업개발"	세화종합관리(주)
서울특별시	은평구	수색동	A10023079	DMC파인시티자이	아파트	서울특별시 은평구 수색동 190 DMC파인시티자이	서울특별시 은평구 은평터널로 15	혼합	20230731	15	1223	1015	208	위탁관리	개별난방	계단식	GS건설(주)	우리관리(주)
서울특별시	동대문구	전농동	A10023083	청량리역 롯데캐슬 SKY-L65	주상복합	서울특별시 동대문구 전농동 620-47 청량리역 롯데캐슬 SKY-L65	서울특별시 동대문구 답십리로 27	혼합	20230712	4	1425	1361	64	위탁관리	개별난방+기타	혼합식	롯데건설	제일에스테이트서비스 주식회사
서울특별시	광진구	자양동	A10023099	롯데캐슬 리버파크 시그니처 아파트	아파트	"서울특별시 광진구 자양동 236-91,서울특별시 광진구 자양동 863- 롯데캐슬 리버파크 시그니처 아파트"	서울특별시 광진구 뚝섬로 467	혼합	20230629	6	878	779	99	위탁관리	개별난방	계단식	롯데건설	한국주택시설관리(주)
서울특별시	마포구	공덕동	A10023118	공덕동 크로시티 행복주택	아파트	서울특별시 마포구 공덕동 370-4 공덕동 크로시티 행복주택	서울특별시 마포구 백범로31길 19	임대	20230710	2	350	0	350	위탁관리	개별난방	복도식	대우조선해양	(주)신화비엠씨
서울특별시	은평구	수색동	A10023126	DMC아트포레자이아파트	주상복합	서울특별시 은평구 수색동 189 DMC아트포레자이아파트	서울특별시 은평구 은평터널로 27	혼합	20230630	8	672	556	116	위탁관리	개별난방	기타	GS건설주식회사	제일에스테이트서비스 주식회사
서울특별시	강남구	논현동	A10023129	리스트강남	아파트	서울특별시 강남구 논현동 202-7 리스트강남	서울특별시 강남구 봉은사로 125	임대	20220406	1	297	0	297	위탁관리	중앙난방	복도식	동원건설	주식회사 케이티에스
서울특별시	강남구	자곡동	A10023132	디아크리온강남 아파트	아파트	서울특별시 강남구 자곡동  디아크리온강남 아파트	서울특별시 강남구 자곡로11길 11	혼합	20230613	8	597	398	199	위탁관리	지역난방	혼합식	양우건설	우리관리(주)
서울특별시	서초구	잠원동	A10023143	신반포르엘	아파트	서울특별시 서초구 잠원동 52-2 신반포르엘	서울특별시 서초구 잠원로14길 42	혼합	20230627	3	330	299	31	위탁관리	지역난방	계단식	롯데건설	신한영관리(주)
서울특별시	은평구	갈현동	A10023157	우남아파트	아파트	서울특별시 은평구 갈현동 540 우남아파트	서울특별시 은평구 서오릉로 258	분양	19980720	2	109	109	0	위탁관리	개별난방	혼합식	우남주택개발(주)	(주)라이프종합관리
서울특별시	강남구	대치동	A10023162	대치푸르지오써밋	아파트	서울특별시 강남구 대치동 963 대치푸르지오써밋	서울특별시 강남구 삼성로72길 12	혼합	20230605	9	489	469	20	위탁관리	지역난방	계단식	대우건설(주)	(주)타워피엠씨
서울특별시	동대문구	용두동	A10023188	청량리역 한양수자인 그라시엘	주상복합	서울특별시 동대문구 용두동 39-1 청량리역 한양수자인 그라시엘	서울특별시 동대문구 고산자로32길 78	분양	20230602	4	1152	1152	0	위탁관리	개별난방	기타	한양건설	(주)케이티팝스
서울특별시	용산구	한강로2가	A10023195	용산파크 이편한세상	아파트	서울특별시 용산구 한강로2가 417 용산파크 이편한세상	서울특별시 용산구 한강대로53길 16	분양	20070613	2	146	146	0	위탁관리	개별난방	계단식	(주) 삼호	국제경보산업(주)
서울특별시	양천구	신월동	A10023219	신목동파라곤아파트	아파트	서울특별시 양천구 신월동 1085 신목동파라곤아파트	서울특별시 양천구 오목로 55	혼합	20230227	5	299	282	17	위탁관리	개별난방	계단식	동양건설	대원에스테이트서비스(주)
서울특별시	강남구	논현동	A10023245	선정릉역 모아엘가퍼스트홈	주상복합	서울특별시 강남구 논현동 278-4 선정릉역 모아엘가퍼스트홈	서울특별시 강남구 봉은사로 333	임대	20230113	1	283	0	283	위탁관리	개별난방	복도식	혜림건설(주)	주식회사 투엠에스엘
서울특별시	강북구	수유동	A10023268	칸타빌수유팰리스	주상복합	서울특별시 강북구 수유동 741 칸타빌수유팰리스	서울특별시 강북구 한천로148길 12-13	분양	20220629	4	216	216	0	위탁관리	개별난방	혼합식	대원건설	(주)백송종합관리
서울특별시	서초구	방배동	A10023272	방배롯데캐슬로제	아파트	서울특별시 서초구 방배동 849-30 방배롯데캐슬로제	서울특별시 서초구 방배로26길 41	분양	20090701	4	130	130	0	자치관리	개별난방	기타	롯데건설(주)	 
서울특별시	광진구	자양동	A10023282	광진한화꿈에그린아파트	아파트	서울특별시 광진구 자양동 853 광진한화꿈에그린아파트	서울특별시 광진구 뚝섬로24길 74	분양	20060530	2	116	116	0	자치관리	개별난방	복도식	한화건설(주)	 
서울특별시	중랑구	묵동	A10023285	묵동월드메르디앙	아파트	서울특별시 중랑구 묵동 392 묵동월드메르디앙	서울특별시 중랑구 중랑천로 316	혼합	20090319	4	141	131	10	위탁관리	개별난방	계단식	월드건설	주식회사 동우개발
서울특별시	금천구	가산동	A10023288	LH서울금천 행복주택아파트	아파트	서울특별시 금천구 가산동 219-25 LH서울금천 행복주택아파트	서울특별시 금천구 디지털로10길 55	임대	20230630	2	282	0	282	위탁관리	개별난방	복도식	동일토건	주식회사 푸른종합주택관리
서울특별시	송파구	장지동	A10023296	송파파인타운12단지	아파트	서울특별시 송파구 장지동 855 송파파인타운12단지	서울특별시 송파구 송파대로8길 42	분양	20110127	4	149	149	0	위탁관리	개별난방	계단식	양우건설	광인에스테이트서비스 주식회사
서울특별시	강남구	자곡동	A10023314	LH수서1단지(행복주택)	아파트	서울특별시 강남구 자곡동 335 LH수서1단지(행복주택)	서울특별시 강남구 밤고개로 165	임대	20230217	6	830	0	830	위탁관리	지역난방	복도식	동일토건(주)	남부건업(주)
서울특별시	성동구	성수동2가	A10023316	성수신성아파트	아파트	서울특별시 성동구 성수동2가 833 성수신성아파트	서울특별시 성동구 뚝섬로13길 11	분양	20011221	2	146	146	0	위탁관리	개별난방	복도식	신성건설	(주)현대개발
서울특별시	성북구	하월곡동	A10023322	삼전솔하임3차	도시형 생활주택(아파트)	서울특별시 성북구 하월곡동 88-510 삼전솔하임3차	서울특별시 성북구 동소문로46길 18	분양	20131111	1	190	190	0	위탁관리	개별난방	복도식	(주)삼전건설	(주)성우알티에스
서울특별시	서대문구	홍제동	A10023330	무악재한화	아파트	서울특별시 서대문구 홍제동 464 무악재한화	서울특별시 서대문구 통일로 357	분양	20010519	2	139	139	0	위탁관리	개별난방	계단식	(주)한화건설	(주)이엠피서비스
서울특별시	광진구	자양동	A10023336	자양하늘채베르	아파트	서울특별시 광진구 자양동 862 자양하늘채베르	서울특별시 광진구 자양로 55	분양	20230227	2	165	165	0	위탁관리	개별난방	계단식	코오롱	(주)케이티팝스
서울특별시	중구	입정동	A10023343	힐스테이트세운센트럴2단지	주상복합	서울특별시 중구 입정동 2-4 힐스테이트세운센트럴2단지	서울특별시 중구 을지로15길 32	혼합	20230307	1	608	547	61	위탁관리	개별난방	복도식	현대엔지니어링(주)	우리관리(주)
서울특별시	강남구	개포동	A10023348	개포자이프레지던스	아파트	서울특별시 강남구 개포동 189 개포자이프레지던스	서울특별시 강남구 삼성로 14	혼합	20230228	35	3375	3155	220	위탁관리	지역난방	혼합식	GS건설	(주)타워피엠씨
서울특별시	동작구	흑석동	A10023350	흑석자이	아파트	"서울특별시 동작구 흑석동 343-,서울특별시 동작구 흑석동 253-89 흑석자이"	서울특별시 동작구 서달로 90	혼합	20230227	26	1772	1434	338	위탁관리	개별난방	혼합식	GS건설	세화종합관리(주)
서울특별시	중구	인현동2가	A10023352	세운푸르지오헤리시티	주상복합	서울특별시 중구 인현동2가 240 세운푸르지오헤리시티	서울특별시 중구 마른내로 79	혼합	20230116	1	614	574	40	위탁관리	개별난방	복도식	대우건설(주)	에이제이대원 주식회사
서울특별시	중구	입정동	A10023356	힐스테이트세운센트럴1단지	주상복합	서울특별시 중구 입정동 189-1 힐스테이트세운센트럴1단지	서울특별시 중구 을지로15길 32	혼합	20230224	1	414	376	38	위탁관리	개별난방	복도식	(주)현대엔지니어링	대원에스테이트서비스(주)
서울특별시	동대문구	휘경동	A10023368	회기역 하트리움	주상복합	서울특별시 동대문구 휘경동 380 회기역 하트리움	서울특별시 동대문구 망우로 46	임대	20230120	2	582	0	582	위탁관리	중앙난방	복도식	(주)두진건설	서반플래닝
서울특별시	관악구	봉천동	A10023372	BX201 청년주택		서울특별시 관악구 봉천동 854-3 BX201 청년주택	서울특별시 관악구 남부순환로224길 31	임대	20220510	1	201	0	201	위탁관리	개별난방	복도식	강남건영(주)	(주)세안텍스
서울특별시	용산구	한남동	A10023379	한남리버탑아파트	아파트	서울특별시 용산구 한남동 802 한남리버탑아파트	서울특별시 용산구 독서당로6길 16	분양	20010403	1	119	119	0	위탁관리	개별난방	혼합식	신영토건주식회사	광인산업(주)
서울특별시	중랑구	면목동	A10023384	용마산모아엘가파크포레	아파트	서울특별시 중랑구 면목동 1549 용마산모아엘가파크포레	서울특별시 중랑구 용마산로84길 9-16	분양	20230127	5	243	243	0	위탁관리	개별난방	혼합식	혜림건설	국제경보산업(주)
서울특별시	동대문구	용두동	A10023389	청량리역해링턴플레이스	주상복합	서울특별시 동대문구 용두동 797 청량리역해링턴플레이스	서울특별시 동대문구 고산자로34길 70	혼합	20230130	1	220	207	13	위탁관리	개별난방	기타	효성중공업(주)	태영건물종합관리 주식회사
서울특별시	광진구	중곡동	A10023395	리마크빌 군자	아파트	서울특별시 광진구 중곡동 637-5 리마크빌 군자	서울특별시 광진구 천호대로 517	임대	20220830	1	299	0	299	위탁관리	개별난방	복도식	한양산업개발주식회사	주식회사 케이에스메이트
서울특별시	서대문구	홍은동	A10023449	e편한세상 서대문	아파트	서울특별시 서대문구 홍은동 104-5 e편한세상 서대문	서울특별시 서대문구 통일로 505	분양	20230912	6	481	481	0	위탁관리	개별난방	계단식	DL이앤씨(주)	대원에스테이트서비스(주)
서울특별시	서초구	잠원동	A10023462	반포르엘2차	아파트	서울특별시 서초구 잠원동 74 반포르엘2차	서울특별시 서초구 신반포로23길 33	혼합	20221228	3	280	245	35	위탁관리	지역난방	계단식	롯데건설(주)	서림주택관리(주)
서울특별시	은평구	대조동	A10023467	호반베르디움 스테이원	주상복합	서울특별시 은평구 대조동 241 호반베르디움 스테이원	서울특별시 은평구 통일로 767	임대	20221229	4	977	0	977	위탁관리	개별난방	복도식	호반건설	한주피엠씨주식회사
