시군구,동리,단지코드,단지명,단지분류,도로명주소,분양형태,사용승인일,동수,세대수,분양세대수,임대세대수,관리방식,난방방식,복도유형
양천구,목동,A15881701,목동금강에스쁘아,아파트,서울특별시 양천구 목동중앙본로 15,분양,20020813,1,153,153,0,위탁관리,지역난방,계단식
영등포구,양평동4가,A15086601,양평경남2차아너스빌,아파트,서울특별시 영등포구 양평로17길 9,분양,20000311,1,198,198,0,위탁관리,개별난방,복도식
강남구,청담동,A13510202,청담2차현대아파트,아파트,서울특별시 강남구 선릉로 748,분양,19880530,2,214,214,0,위탁관리,지역난방,계단식
서초구,방배동,A13784401,방배브라운가,아파트,서울특별시 서초구 방배로19길 67,분양,20060526,2,161,161,0,위탁관리,개별난방,계단식
서초구,잠원동,A13790703,잠원신화,아파트,서울특별시 서초구 잠원로14길 54,분양,19971001,1,166,166,0,위탁관리,개별난방,혼합식
동대문구,답십리동,A13003007,래미안위브,아파트,서울특별시 동대문구 답십리로 130,혼합,20141013,32,2652,2199,453,위탁관리,개별난방,혼합식
강남구,도곡동,A13527013,개포4차우성,아파트,서울특별시 강남구 언주로 117,분양,19851226,8,459,459,0,위탁관리,지역난방,혼합식
강서구,가양동,A15780703,가양대림경동,아파트,서울특별시 강서구 허준로 121,분양,19930917,6,540,540,0,위탁관리,지역난방,계단식
강동구,명일동,A10025415,래미안솔베뉴,아파트,서울특별시 강동구 양재대로 1650,혼합,20190624,13,1900,1744,156,위탁관리,개별난방,계단식
영등포구,신길동,A10025562,신길센트럴아이파크,아파트,서울특별시 영등포구 가마산로 426,혼합,20190228,6,612,501,111,위탁관리,개별난방,혼합식
송파구,오금동,A10026249,송파레미니스2단지,아파트,서울특별시 송파구 동남로 341,혼합,20180605,7,818,238,580,위탁관리,개별난방,계단식
종로구,무악동,A11081302,인왕산아이파크,아파트,서울특별시 종로구 통일로18길 9,분양,20080725,17,810,810,0,위탁관리,개별난방,계단식
은평구,수색동,A12209001,DMC청구아파트,아파트,서울특별시 은평구 증산로1길 26,분양,20000316,3,196,196,0,위탁관리,개별난방,계단식
은평구,대조동,A12284501,삼성타운아파트,아파트,서울특별시 은평구 서오릉로 94,분양,19971104,2,357,357,0,위탁관리,개별난방,혼합식
동대문구,휘경동,A13009206,휘경동일스위트리버,아파트,서울특별시 동대문구 한천로 300,분양,20070518,9,454,454,0,위탁관리,개별난방,계단식
중랑구,상봉동,A13122104,상봉태영데시앙,아파트,서울특별시 중랑구 상봉중앙로8길 104,분양,20030805,11,582,582,0,위탁관리,개별난방,계단식
중랑구,신내동,A13176901,신내6단지,아파트,서울특별시 중랑구 신내로19길 42,분양,19960313,16,1609,1609,0,위탁관리,지역난방,복도식
중랑구,신내동,A13186504,신내영풍마드레빌,아파트,서울특별시 중랑구 용마산로129가길 41,분양,20040213,5,260,260,0,위탁관리,개별난방,계단식
중랑구,신내동,A13187201,신내8단지두산화성,아파트,서울특별시 중랑구 신내로 155,분양,19951222,8,763,763,0,위탁관리,지역난방,혼합식
중랑구,신내동,A13187203,신내진로아파트,아파트,"서울특별시 중랑구 신내로17길 41,서울특별시 중랑구 신내로17길 39",분양,19951206,17,818,818,0,위탁관리,지역난방,계단식
도봉구,창동,A13204406,창동쌍용,아파트,서울특별시 도봉구 마들로 551,분양,19970228,15,1352,1352,0,위탁관리,지역난방,계단식
도봉구,방학동,A13285305,방학거성학마을,아파트,서울특별시 도봉구 도당로 116,분양,19941213,3,347,347,0,위탁관리,개별난방,계단식
도봉구,창동,A13290003,창동동아,아파트,서울특별시 도봉구 노해로70길 12,분양,19881229,6,600,600,0,위탁관리,지역난방,계단식
성동구,옥수동,A13310004,옥수극동,아파트,서울특별시 성동구 독서당로 191,분양,19861224,8,900,900,0,위탁관리,중앙난방,혼합식
강동구,길동,A13480803,길동현대아파트,아파트,서울특별시 강동구 천호대로 1231,분양,19960809,2,264,264,0,위탁관리,개별난방,혼합식
강남구,수서동,A13522003,수서삼익,아파트,서울특별시 강남구 광평로51길 27,분양,19921028,5,645,645,0,위탁관리,지역난방,복도식
강남구,대치동,A13528105,개포1차2차우성,아파트,서울특별시 강남구 선릉로 120,분양,19831217,14,1140,1140,0,위탁관리,중앙난방,계단식
강남구,개포동,A13580002,개포우성8차,아파트,서울특별시 강남구 개포로 411,분양,19870921,3,261,261,0,위탁관리,지역난방,혼합식
강남구,대치동,A13583403,대치우성1차아파트,아파트,서울특별시 강남구 영동대로 230,분양,19840127,6,476,476,0,위탁관리,지역난방,계단식
강남구,대치동,A13583404,쌍용대치1차,아파트,서울특별시 강남구 영동대로 210,분양,19830307,5,630,630,0,위탁관리,지역난방,계단식
강남구,대치동,A13583701,대치현대,아파트,서울특별시 강남구 삼성로64길 5,분양,19990614,8,630,630,0,위탁관리,지역난방,혼합식
강남구,개포동,A13594007,대청,아파트,서울특별시 강남구 개포로109길 21,분양,19921014,6,822,822,0,위탁관리,지역난방,복도식
강남구,개포동,A13599402,개포주공5단지,아파트,서울특별시 강남구 삼성로4길 17,분양,19831026,6,940,940,0,위탁관리,지역난방,복도식
성북구,길음동,A13611006,이편한세상 길음뉴타운4단지,아파트,서울특별시 성북구 길음로 118,분양,20050420,25,1605,1605,0,위탁관리,개별난방,혼합식
서초구,서초동,A13788002,"서초현대1,2차",아파트,"서울특별시 서초구 효령로72길 14,서울특별시 서초구 효령로68길 13",분양,19891218,5,413,413,0,위탁관리,지역난방,혼합식
송파구,신천동,A13824003,한신코아,주상복합,서울특별시 송파구 올림픽로35가길 11,분양,19881230,1,493,493,0,위탁관리,중앙난방,복도식
송파구,가락동,A13880806,가락쌍용1차,아파트,서울특별시 송파구 동남로 193,분양,19970320,14,2064,2064,0,위탁관리,중앙난방,계단식
노원구,중계동,A13986504,중계무지개아파트,아파트,"서울특별시 노원구 동일로208길 20,서울특별시 노원구 동일로208길 19",분양,19911115,14,2433,2433,0,위탁관리,지역난방,복도식
노원구,하계동,A13987303,하계현대우성,아파트,서울특별시 노원구 섬밭로 232,분양,19880929,12,1320,1320,0,위탁관리,중앙난방,계단식
노원구,월계동,A13991016,월계동원베네스트,아파트,서울특별시 노원구 월계로53길 21,분양,20050331,5,205,205,0,위탁관리,개별난방,계단식
강북구,번동,A14206301,번동동문아파트,아파트,서울특별시 강북구 오현로 128,분양,19980814,3,167,167,0,위탁관리,개별난방,계단식
광진구,자양동,A14319012,자양더샵스타시티,아파트,서울특별시 광진구 아차산로 262,분양,20070122,4,1310,1310,0,위탁관리,개별난방,복도식
광진구,자양동,A14319303,자양현대홈타운10차,아파트,서울특별시 광진구 뚝섬로34길 25-19,분양,20021030,6,245,245,0,위탁관리,개별난방,계단식
광진구,광장동,A14381415,광장현대3단지아파트,아파트,서울특별시 광진구 아차산로70길 62,분양,19901020,10,1056,1056,0,위탁관리,개별난방,혼합식
광진구,광장동,A14381512,광장현대5단지,아파트,서울특별시 광진구 아차산로70길 61,분양,19890421,6,581,581,0,위탁관리,개별난방,혼합식
광진구,구의동,A14382101,구의삼성쉐르빌,주상복합,서울특별시 광진구 구의강변로 106,분양,20011110,1,252,252,0,위탁관리,개별난방,복도식
관악구,신림동,A15102902,신림건영4차,아파트,서울특별시 관악구 신림로48길 17-20,분양,19970523,3,236,236,0,위탁관리,개별난방,계단식
관악구,봉천동,A15105005,서울대입구삼성아파트,아파트,서울특별시 관악구 관악로 125,분양,19991028,3,254,254,0,위탁관리,개별난방,계단식
관악구,봉천동,A15178201,관악벽산블루밍,아파트,서울특별시 관악구 은천로 93,분양,20050630,18,2105,2105,0,위탁관리,개별난방,혼합식
구로구,고척동,A15282810,고척서울가든,아파트,서울특별시 구로구 중앙로5길 62,분양,19890725,5,715,715,0,위탁관리,개별난방,혼합식
구로구,신도림동,A15288809,신도림동아2차,아파트,서울특별시 구로구 경인로 643,분양,20000517,5,655,655,0,위탁관리,개별난방,혼합식
강서구,화곡동,A15701602,우장산롯데캐슬,아파트,서울특별시 강서구 공항대로 382,분양,20030906,21,1164,1164,0,위탁관리,개별난방,계단식
강서구,등촌동,A15703204,등촌IPARK,아파트,서울특별시 강서구 등촌로 163,분양,20040107,29,1653,1653,0,위탁관리,개별난방,계단식
양천구,신정동,A15807101,목동9단지,아파트,서울특별시 양천구 목동서로 340,분양,19870730,32,2030,2030,0,위탁관리,지역난방,혼합식
양천구,신정동,A15807703,목동2차우성,아파트,서울특별시 양천구 목동남로4길 6-23,분양,20000318,12,1140,1140,0,위탁관리,지역난방,계단식
성북구,종암동,A13671208,래미안세레니티,아파트,서울특별시 성북구 종암로23길 35,분양,20091029,14,955,955,0,위탁관리,개별난방,계단식
송파구,풍납동,A13887702,풍납미성,아파트,서울특별시 송파구 풍성로 14,분양,19850617,4,275,275,0,위탁관리,지역난방,혼합식
노원구,공릉동,A13980018,공릉비선,아파트,서울특별시 노원구 화랑로51길 78,분양,19990729,7,700,700,0,위탁관리,지역난방,복도식
강서구,등촌동,A15783907,한사랑2차삼성아파트(등촌동),아파트,서울특별시 강서구 공항대로59길 64,분양,19990629,5,339,339,0,위탁관리,개별난방,계단식
도봉구,쌍문동,A13286106,쌍문성원,아파트,서울특별시 도봉구 해등로 242-11,분양,19891017,7,498,498,0,위탁관리,개별난방,계단식
도봉구,창동,A13290105,창동주공18단지,아파트,"서울특별시 도봉구 노해로70길 126,서울특별시 도봉구 노해로70길 119",분양,19881026,13,910,910,0,위탁관리,지역난방,혼합식
강동구,고덕동,A13480401,고덕현대,아파트,서울특별시 강동구 고덕로61길 37,분양,19951130,4,448,448,0,위탁관리,개별난방,혼합식
강남구,도곡동,A13585401,개포우성5차,아파트,서울특별시 강남구 언주로29길 34,분양,19861027,4,180,180,0,위탁관리,지역난방,계단식
서초구,우면동,A13778212,LH서초3단지,아파트,서울특별시 서초구 양재대로2길 34,임대,20131119,5,790,0,790,위탁관리,개별난방,혼합식
송파구,풍납동,A13804004,풍납현대,아파트,서울특별시 송파구 올림픽로 525,분양,19951114,6,708,708,0,위탁관리,지역난방,계단식
송파구,오금동,A13813005,가락우창,아파트,서울특별시 송파구 동남로24길 6,분양,19851007,4,264,264,0,위탁관리,지역난방,계단식
용산구,문배동,A14010003,용산CJ나인파크,주상복합,서울특별시 용산구 백범로90다길 12,분양,20070702,2,280,280,0,위탁관리,개별난방,복도식
광진구,광장동,A14381506,"광장삼성1,2차",아파트,"서울특별시 광진구 아차산로 544,서울특별시 광진구 아차산로70길 17-17",분양,19871229,3,360,360,0,위탁관리,개별난방,혼합식
구로구,개봉동,A15209206,개봉현대홈타운2단지,아파트,서울특별시 구로구 개봉로20길 158,분양,20010822,11,964,964,0,위탁관리,개별난방,혼합식
구로구,오류동,A15210206,오류금강,아파트,서울특별시 구로구 서해안로34가길 18,분양,19960104,2,247,247,0,위탁관리,개별난방,혼합식
도봉구,도봉동,A13201207,도봉삼환,아파트,서울특별시 도봉구 도봉로180길 6-81,분양,19871029,4,660,660,0,위탁관리,중앙난방,복도식
은평구,증산동,A12294102,DMC우방,아파트,서울특별시 은평구 증산로3길 26-1,분양,20000320,3,429,429,0,위탁관리,개별난방,혼합식
광진구,광장동,A14380605,광장신동아파밀리에,아파트,서울특별시 광진구 아차산로 599,분양,20071015,8,302,302,0,위탁관리,개별난방,계단식
구로구,고척동,A15208003,고척삼환로즈빌,아파트,서울특별시 구로구 경인로 343,분양,20041210,7,600,600,0,위탁관리,개별난방,계단식
양천구,신정동,A15885303,신정대림,아파트,서울특별시 양천구 신목로5길 9,분양,19921120,2,210,210,0,위탁관리,지역난방,계단식
송파구,풍납동,A13887901,송파현대힐스테이트,아파트,서울특별시 송파구 풍성로26길 31,분양,20060224,2,166,166,0,위탁관리,개별난방,계단식
관악구,봉천동,A15178202,봉천벽산블루밍3차,아파트,서울특별시 관악구 은천로15길 24,분양,20041220,5,281,281,0,위탁관리,개별난방,계단식
송파구,가락동,A13895503,한화오벨리스크,주상복합,서울특별시 송파구 중대로 127,분양,20041130,1,160,160,0,위탁관리(직영+위탁),개별난방,복도식
동대문구,휘경동,A13087405,휘경베스트빌현대,아파트,서울특별시 동대문구 장안벚꽃로5길 19,분양,20000515,3,372,372,0,위탁관리,개별난방,혼합식
동작구,대방동,A15681108,대방주공2단지,아파트,서울특별시 동작구 여의대방로44길 47,분양,19950427,10,798,798,0,위탁관리,중앙난방,복도식
금천구,시흥동,A15303401,시흥금강,아파트,서울특별시 금천구 독산로50길 57-2,분양,20000907,1,185,185,0,위탁관리,개별난방,혼합식
마포구,공덕동,A12102002,공덕한화꿈에그린,아파트,서울특별시 마포구 마포대로10길 22,분양,20040830,4,192,192,0,위탁관리,개별난방,계단식
구로구,개봉동,A15280602,신개봉삼환,아파트,서울특별시 구로구 경인로38길 13,분양,20010330,1,173,173,0,위탁관리,개별난방,혼합식
금천구,시흥동,A15303102,시흥베르빌,아파트,서울특별시 금천구 시흥대로77길 23,분양,20040525,2,229,229,0,위탁관리,개별난방,계단식
금천구,독산동,A15375810,금천이랜드해가든,아파트,서울특별시 금천구 벚꽃로6길 3,분양,20080421,5,187,187,0,위탁관리,개별난방,계단식
강서구,방화동,A15722005,마곡 한진해모로,아파트,서울특별시 강서구 양천로24가길 59,분양,20040511,6,354,354,0,위탁관리,개별난방,혼합식
도봉구,방학동,A13285503,방학동양크레오,아파트,서울특별시 도봉구 시루봉로 166,분양,20041215,4,212,212,0,위탁관리,개별난방,계단식
중랑구,신내동,A10025137,신내글로리움아파트,아파트,서울특별시 중랑구 신내로 208,임대,20191001,1,229,0,229,위탁관리(직영+위탁),지역난방,복도식
중랑구,면목동,A10025159,한양수자인사가정파크아파트,아파트,서울특별시 중랑구 사가정로72길 26,혼합,20191127,8,497,461,36,위탁관리,개별난방,계단식
구로구,천왕동,A10026729,천왕연지마을1단지 아파트,아파트,서울특별시 구로구 오류로 36-13,임대,20170830,1,181,0,181,위탁관리,개별난방,복도식
서대문구,남가좌동,A12012101,래미안남가좌2차,아파트,서울특별시 서대문구 수색로6길 43,분양,20051026,10,503,503,0,위탁관리,개별난방,계단식
마포구,대흥동,A12181101,마포더포레스트,아파트,서울특별시 마포구 백범로 82,분양,20070406,3,165,165,0,위탁관리,개별난방,계단식
동대문구,전농동,A13084802,전농SK제2(임대),아파트,서울특별시 동대문구 전농로10길 111,임대,20000529,3,848,0,848,위탁관리,개별난방,복도식
도봉구,쌍문동,A13203408,쌍문금호1차아파트,아파트,서울특별시 도봉구 해등로 206,분양,19900924,7,7,7,0,위탁관리,개별난방,혼합식
도봉구,방학동,A13276415,방학청구,아파트,"서울특별시 도봉구 해등로 264,서울특별시 도봉구 시루봉로 71",분양,19940620,10,978,978,0,위탁관리,개별난방,계단식
도봉구,방학동,A13276416,방학우성1차,아파트,서울특별시 도봉구 해등로 286-5,분양,19920715,8,658,658,0,위탁관리,개별난방,혼합식
성북구,종암동,A13609001,종암우림카이저팰리스,주상복합,서울특별시 성북구 종암로 132,분양,20080501,2,161,161,0,위탁관리,개별난방,계단식
성북구,길음동,A13680701,길음신안파크,아파트,서울특별시 성북구 길음로 141,분양,19881126,3,252,252,0,위탁관리,개별난방,계단식
서초구,우면동,A13778202,서초네이처힐5단지,아파트,서울특별시 서초구 태봉로2길 5,임대,20111212,8,509,0,509,위탁관리,개별난방,계단식
노원구,월계동,A13905101,월계한일1차,아파트,서울특별시 노원구 석계로15길 25,분양,19991209,1,190,190,0,위탁관리,개별난방,혼합식
노원구,월계동,A13905202,월계흥화브라운빌,아파트,서울특별시 노원구 우이천로2나길 14,분양,20040924,4,233,233,0,위탁관리,개별난방,계단식
노원구,월계동,A13905204,월계6-1초안,아파트,서울특별시 노원구 덕릉로60길 185,분양,19980430,3,410,410,0,위탁관리,중앙난방,복도식
노원구,공릉동,A13924205,공릉동부,아파트,서울특별시 노원구 공릉로 206,분양,19960412,4,295,295,0,위탁관리,개별난방,혼합식
노원구,공릉동,A13980411,공릉동신,아파트,서울특별시 노원구 공릉로 213,분양,19991224,6,452,452,0,위탁관리,개별난방,혼합식
강북구,번동,A14270301,수유역두산위브,아파트,"서울특별시 강북구 덕릉로41길 12,서울특별시 강북구 덕릉로41길 15",분양,20090629,3,292,292,0,위탁관리,개별난방,계단식
구로구,구로동,A15205002,구로두산제2,아파트,서울특별시 구로구 도림로 59,임대,19981130,1,442,0,442,위탁관리,개별난방,복도식
성동구,상왕십리동,A13373302,왕십리텐즈힐2구역214동,아파트,서울특별시 성동구 마장로 137,임대,20140626,1,211,0,211,위탁관리,개별난방,복도식
강동구,고덕동,A13480403,고덕아남,아파트,서울특별시 강동구 양재대로 1706,분양,19960329,8,807,807,0,위탁관리,개별난방,혼합식
서초구,서초동,A13707002,아남,아파트,서울특별시 서초구 사임당로23길 53,분양,19891130,2,166,166,0,위탁관리,지역난방,혼합식
노원구,공릉동,A13980105,공릉대동2차,아파트,서울특별시 노원구 동일로195길 39,분양,19991023,2,190,190,0,위탁관리,개별난방,혼합식
노원구,공릉동,A13980402,공릉건영장미,아파트,서울특별시 노원구 공릉로51길 14-1,분양,19990424,2,215,215,0,위탁관리,개별난방,혼합식
영등포구,당산동1가,A15004101,당산신동아파밀리에,아파트,서울특별시 영등포구 영신로33길 3,분양,20080118,4,167,167,0,위탁관리,개별난방,계단식
영등포구,신길동,A15005301,신길우성5차,아파트,서울특별시 영등포구 도신로 100,분양,19931026,3,321,321,0,위탁관리,개별난방,계단식
구로구,오류동,A15210212,오류동 영풍마드레빌,아파트,서울특별시 구로구 경인로8길 64,분양,20020729,12,627,627,0,위탁관리,개별난방,계단식
양천구,신정동,A15807208,목동삼성래미안,아파트,서울특별시 양천구 신목로 7,분양,19960910,4,420,420,0,위탁관리,지역난방,계단식
양천구,신정동,A15885514,신정6차현대,아파트,서울특별시 양천구 신정로 170,분양,20001021,7,703,703,0,위탁관리,개별난방,혼합식
은평구,갈현동,A12281801,갈현한솔아파트,아파트,서울특별시 은평구 갈현로23길 41,분양,19971209,1,193,193,0,위탁관리,개별난방,혼합식
노원구,공릉동,A13980010,공릉화랑타운,아파트,서울특별시 노원구 화랑로51길 17,분양,20000127,11,436,436,0,위탁관리,지역난방,계단식
동대문구,이문동,A13083102,래미안이문2차,아파트,서울특별시 동대문구 이문로12길 3-10,분양,20040413,9,648,648,0,위탁관리,개별난방,계단식
양천구,신정동,A15807603,삼성쉐르빌1 아파트,주상복합,서울특별시 양천구 목동동로 189,분양,20030402,3,312,312,0,위탁관리,지역난방,계단식
구로구,항동,A15271601,서울수목원현대홈타운스위트,아파트,서울특별시 구로구 연동로13길 25,분양,20041210,11,245,245,0,위탁관리,개별난방,계단식
강북구,번동,A14286203,번동주공5단지,아파트,서울특별시 강북구 오현로31길 141,임대,19910513,8,1123,0,1123,위탁관리,중앙난방,복도식
동작구,대방동,A15676512,대방주공1단지,아파트,서울특별시 동작구 여의대방로44길 47,임대,19930418,5,925,0,925,위탁관리,중앙난방,복도식
금천구,독산동,A15383308,독산주공13단지,아파트,서울특별시 금천구 한내로 69-15,임대,19901114,7,1236,0,1236,위탁관리,지역난방,복도식
서초구,우면동,A13778306,서울우면,아파트,서울특별시 서초구 바우뫼로7길 11,임대,19940718,6,984,0,984,위탁관리,중앙난방,복도식
노원구,월계동,A13984813,월계주공1단지,아파트,서울특별시 노원구 초안산로1길 51,임대,19921119,8,2298,0,2298,위탁관리,중앙난방,복도식
강북구,번동,A14206310,번동주공2단지,아파트,서울특별시 강북구 한천로105길 24,임대,19910518,11,1766,0,1766,위탁관리,중앙난방,복도식
강북구,번동,A14276311,번동주공3단지,주상복합,서울특별시 강북구 오현로 208,임대,19901109,9,1560,0,1560,위탁관리,중앙난방,복도식
관악구,신림동,A15101507,신림주공1단지,아파트,서울특별시 관악구 광신길 160,혼합,19951006,7,960,90,870,위탁관리,중앙난방,복도식
강서구,등촌동,A15703318,등촌주공11단지,아파트,서울특별시 강서구 공항대로43길 39,임대,20041004,6,350,0,350,자치관리,지역난방,복도식
강서구,등촌동,A15776414,등촌주공4단지,아파트,서울특별시 강서구 공항대로39길 59,임대,19950520,9,1575,0,1575,위탁관리,지역난방,복도식
강서구,등촌동,A15776617,등촌주공6단지,아파트,서울특별시 강서구 화곡로63가길 18,임대,19951010,4,559,0,559,위탁관리,지역난방,복도식
도봉구,도봉동,A13201002,서울도봉,아파트,서울특별시 도봉구 도봉로180길 83-14,임대,20021118,3,245,0,245,위탁관리,개별난방,복도식
강남구,수서동,A13522008,수서주공,아파트,서울특별시 강남구 광평로51길 49,임대,19921017,14,2565,0,2565,자치관리(직영),지역난방,복도식
노원구,하계동,A13977913,중계주공9단지,아파트,"서울특별시 노원구 노원로16길 15,서울특별시 노원구 노원로16길 60",임대,19920928,12,2694,0,2694,위탁관리,지역난방,복도식
노원구,중계동,A13985908,중계주공3단지,아파트,서울특별시 노원구 덕릉로 662,임대,19910914,6,1455,0,1455,위탁관리,지역난방,복도식
노원구,중계동,A13986509,중계주공1단지,아파트,서울특별시 노원구 동일로210길 22,임대,19901214,3,882,0,882,위탁관리,지역난방,복도식
강서구,등촌동,A15703313,등촌주공1단지,아파트,서울특별시 강서구 강서로68길 36,임대,19941104,10,1670,0,1670,자치관리(직영),지역난방,복도식
강서구,가양동,A15774708,가양7단지,아파트,서울특별시 강서구 허준로 209,임대,19920705,10,1998,0,1998,위탁관리,지역난방,복도식
강서구,등촌동,A15776715,등촌주공7단지,아파트,서울특별시 강서구 공항대로43길 104,임대,19941104,6,1146,0,1146,위탁관리,지역난방,복도식
강서구,등촌동,A15776916,등촌주공9단지,아파트,서울특별시 강서구 화곡로63가길 92,임대,19941104,7,1445,-13005,14450,위탁관리,지역난방,복도식
강남구,도곡동,A13550502,도곡삼성래미안,아파트,서울특별시 강남구 언주로 202,분양,20011201,10,732,732,0,위탁관리,지역난방,계단식
강남구,역삼동,A13508002,역삼경남,주상복합,서울특별시 강남구 언주로85길 13,분양,20020501,1,164,164,0,위탁관리,개별난방,계단식
서대문구,남가좌동,A10027019,상암DMC엘가,주상복합,서울특별시 서대문구 모래내로 151,분양,20170208,1,288,288,0,위탁관리,개별난방,복도식
용산구,한남동,A10025192,나인원 한남,아파트,서울특별시 용산구 한남대로 91,분양,20191113,9,341,341,0,위탁관리,개별난방,계단식
마포구,신정동,A12114001,서강GS,아파트,서울특별시 마포구 창전로 26,분양,19990701,6,538,538,0,위탁관리,개별난방,혼합식
서대문구,홍제동,A10025767,홍제센트럴아이파크,아파트,서울특별시 서대문구 통일로 395,혼합,20200622,14,906,724,182,위탁관리,개별난방,혼합식
은평구,진관동,A10026414,은평뉴타운솔하임,주상복합,서울특별시 은평구 통일로 1080,분양,20170928,3,260,260,0,위탁관리,지역난방,혼합식
성동구,금호동1가,A10026418,e편한세상금호파크힐스,아파트,서울특별시 성동구 금호로 140,혼합,20190509,17,1330,1330,0,위탁관리,개별난방,계단식
중구,신당동,A10045301,신당남산타운임대,아파트,서울특별시 중구 다산로 32,임대,20020525,7,2034,0,2034,위탁관리(직영+위탁),개별난방,복도식
중구,신당동,A10045401,신당삼성임대,아파트,서울특별시 중구 청구로1길 23,임대,19991222,3,440,0,440,위탁관리,개별난방,복도식
중구,신당동,A10045402,약수하이츠아파트(임대),아파트,서울특별시 중구 동호로10길 30,임대,19990729,3,684,0,684,위탁관리,개별난방,복도식
마포구,상수동,A12182901,상수두산위브,아파트,서울특별시 마포구 독막로18길 5,분양,20041229,4,258,258,0,위탁관리,개별난방,계단식
동대문구,답십리동,A13003005,청계한신휴플러스,아파트,서울특별시 동대문구 서울시립대로 14,분양,20100812,10,725,725,0,위탁관리,개별난방,계단식
동대문구,휘경동,A13077702,휘경 미소지움아파트,아파트,서울특별시 동대문구 망우로 105,분양,19990831,5,345,345,0,위탁관리,개별난방,혼합식
도봉구,도봉동,A13201209,도봉한신,아파트,서울특별시 도봉구 마들로 859-19,분양,19950930,25,2678,2678,0,위탁관리,개별난방,계단식
성동구,마장동,A13305005,마장SH-vill임대,아파트,서울특별시 성동구 마조로15가길 23,임대,20061121,4,400,0,400,위탁관리,개별난방,복도식
성동구,금호동4가,A13309404,금호대우,아파트,서울특별시 성동구 독서당로 272,분양,20010503,14,1181,1181,0,위탁관리,개별난방,혼합식
성동구,옥수동,A13375908,래미안옥수리버젠제2임대,아파트,서울특별시 성동구 매봉길 17,임대,20130415,3,310,0,310,위탁관리,개별난방,복도식
강동구,천호동,A13402003,대우한강베네시티,주상복합,서울특별시 강동구 올림픽로 664,분양,20070321,2,204,204,0,위탁관리,개별난방,복도식
강남구,대치동,A13583402,대치쌍용2차,아파트,서울특별시 강남구 영동대로 220,분양,19831130,4,364,364,0,위탁관리,지역난방,계단식
강남구,대치동,A13583604,대치선경,아파트,서울특별시 강남구 삼성로 151,분양,19831212,12,1034,1034,0,위탁관리,중앙난방,계단식
서초구,서초동,A13786704,서초한신플러스타운,아파트,"서울특별시 서초구 남부순환로323길 38-15,서울특별시 서초구 남부순환로323길 38-16",분양,20011214,2,194,194,0,위탁관리,개별난방,혼합식
송파구,가락동,A13895501,송파성원상떼빌,주상복합,서울특별시 송파구 송파대로28길 27,분양,20060609,2,324,324,0,위탁관리,개별난방,계단식
노원구,상계동,A13981208,상계불암현대,아파트,서울특별시 노원구 덕릉로118길 29,분양,19991210,5,826,826,0,위탁관리,개별난방,혼합식
노원구,중계동,A13985907,중계염광아파트,아파트,서울특별시 노원구 덕릉로79길 23,분양,19960618,5,791,791,0,위탁관리,개별난방,혼합식
노원구,하계동,A13993503,하계한신,아파트,서울특별시 노원구 공릉로 351,분양,19881029,4,1200,1200,0,위탁관리,지역난방,복도식
노원구,상계동,A13994302,상계한양,아파트,서울특별시 노원구 동일로216길 92,분양,19880530,5,492,492,0,위탁관리,지역난방,계단식
강북구,미아동,A14272311,SK북한산시티임대,아파트,서울특별시 강북구 솔샘로 174,임대,20040507,7,1497,0,1497,위탁관리,개별난방,복도식
광진구,자양동,A14319008,자양대동,아파트,서울특별시 광진구 뚝섬로31길 20,분양,19990310,4,314,314,0,위탁관리,개별난방,혼합식
영등포구,신길동,A15005102,신기목련,아파트,서울특별시 영등포구 신길로42가길 34,혼합,20000711,2,213,108,105,위탁관리,개별난방,복도식
영등포구,문래동2가,A15009201,문래남성,아파트,서울특별시 영등포구 경인로77길 21,분양,19830531,2,390,390,0,위탁관리,개별난방,복도식
영등포구,당산동4가,A15072201,당산반도유보라,아파트,서울특별시 영등포구 국회대로 597,분양,20100219,6,299,299,0,위탁관리,개별난방,계단식
영등포구,대림동,A15081802,대림동2차한신아파트,아파트,서울특별시 영등포구 디지털로69길 16,분양,19990331,2,234,234,0,위탁관리,개별난방,혼합식
관악구,봉천동,A15176202,성현동아,아파트,서울특별시 관악구 관악로 285,분양,20000509,10,1261,1261,0,위탁관리,개별난방,혼합식
구로구,구로동,A15283801,신도림쌍용플래티넘노블,주상복합,서울특별시 구로구 공원로 40,분양,20061130,2,155,155,0,위탁관리,개별난방,계단식
금천구,독산동,A15383307,독산한신,아파트,서울특별시 금천구 한내로 62,분양,19910820,13,1000,1000,0,위탁관리,지역난방,계단식
동작구,흑석동,A15679108,흑석한강푸르지오,아파트,서울특별시 동작구 흑석한강로 27,혼합,20120802,14,863,716,147,위탁관리,개별난방,혼합식
동작구,대방동,A15681103,대방우정,아파트,서울특별시 동작구 여의대방로62길 23,분양,19990122,2,206,206,0,위탁관리,개별난방,계단식
동작구,사당동,A15681502,사당우성2단지,아파트,서울특별시 동작구 동작대로29길 91,분양,19931221,8,1080,1080,0,위탁관리,중앙난방,혼합식
강서구,방화동,A15722201,마곡서광2차아파트,아파트,서울특별시 강서구 양천로14길 17,분양,20030602,2,154,154,0,위탁관리,개별난방,계단식
강서구,방화동,A15785711,방화2-2 그린,아파트,서울특별시 강서구 방화대로48길 40,분양,19931025,6,984,984,0,위탁관리,지역난방,복도식
