시군구,동리,단지코드,단지명,단지분류,도로명주소,분양형태,사용승인일,동수,세대수,분양세대수,임대세대수,관리방식,난방방식,복도유형
강서구,화곡동,A15701004,우장산한화꿈에그린,아파트,서울특별시 강서구 우장산로 103,분양,20041130,3,187,187,0,위탁관리,개별난방,계단식
양천구,목동,A15805102,목동현대아이파크,아파트,서울특별시 양천구 목동로 230,분양,20030628,4,171,171,0,위탁관리,개별난방,계단식
영등포구,대림동,A10024725,e편한세상 영등포 아델포레,아파트,서울특별시 영등포구 신길로 29,혼합,20200728,13,859,804,55,위탁관리,개별난방,계단식
관악구,봉천동,A10024894,이편한세상서울대입구2차(5단지),아파트,서울특별시 관악구 참숯1길 19,혼합,20200429,10,519,430,89,위탁관리,개별난방,혼합식
노원구,월계동,A10025097,월계센트럴아이파크아파트,아파트,서울특별시 노원구 초안산로2라길 26,혼합,20200130,7,859,790,69,위탁관리,개별난방,혼합식
양천구,신월동,A10025157,신도브래뉴신월2차아파트,아파트,서울특별시 양천구 화곡로3길 34,분양,20040917,2,126,126,0,위탁관리,개별난방,계단식
성북구,길음동,A10025753,길음뉴타운11단지 롯데캐슬골든힐스아파트,아파트,서울특별시 성북구 서경로 60,혼합,20190507,5,399,359,40,위탁관리,개별난방,계단식
동대문구,전농동,A10026180,롯데캐슬노블레스,아파트,서울특별시 동대문구 답십리로23길 30,혼합,20180629,5,584,484,100,위탁관리,개별난방,계단식
강동구,성내동,A10027354,올림픽파크한양수자인,아파트,서울특별시 강동구 성내로 80,혼합,20160818,5,482,439,43,위탁관리,개별난방,계단식
송파구,장지동,A10027461,힐스테이트 송파위례아파트,주상복합,서울특별시 송파구 위례광장로 170,분양,20160719,8,490,490,0,위탁관리,지역난방,계단식
강서구,염창동,A10027541,강서쌍용예가아파트,아파트,서울특별시 강서구 양천로 613,분양,20140611,4,152,152,0,위탁관리,개별난방,계단식
송파구,장지동,A10027553,위례2차아이파크아파트,아파트,서울특별시 송파구 위례광장로 193,분양,20160526,7,495,495,0,위탁관리,지역난방,계단식
성북구,정릉동,A10028000,정릉꿈에그린아파트,아파트,"서울특별시 성북구 아리랑로19가길 20,서울특별시 성북구 아리랑로19가길 21",혼합,20150430,8,349,289,60,위탁관리,개별난방,기타
서초구,신원동,A10028105,서초포레스타6단지,아파트,서울특별시 서초구 청계산로9길 1-12,혼합,20150407,11,585,162,423,위탁관리,개별난방,혼합식
서대문구,냉천동,A12070101,돈의문센트레빌,아파트,서울특별시 서대문구 독립문로14길 33,분양,20110407,14,561,561,0,위탁관리,개별난방,계단식
서대문구,홍은동,A12071002,홍은동부센트레빌,아파트,서울특별시 서대문구 통일로 553,분양,20090831,4,201,201,0,위탁관리,개별난방,계단식
마포구,현석동,A12112002,마포강변힐스테이트,아파트,서울특별시 마포구 신수로 15,분양,20040216,10,510,510,0,위탁관리,개별난방,혼합식
마포구,도화동,A12170402,마포한화오벨리스크,주상복합,서울특별시 마포구 마포대로 33,분양,20041008,1,662,662,0,위탁관리,개별난방,복도식
마포구,상수동,A12170702,래미안밤섬리베뉴 2,아파트,서울특별시 마포구 독막로20나길 21,혼합,20141017,8,530,439,91,위탁관리,지역난방,혼합식
마포구,공덕동,A12180401,공덕현대,아파트,서울특별시 마포구 마포대로11길 73,분양,19890807,2,183,183,0,위탁관리,개별난방,혼합식
마포구,신수동,A12185606,마포신촌삼익아파트,아파트,서울특별시 마포구 신수로 105,분양,19970408,4,391,391,0,위탁관리,개별난방,계단식
마포구,창전동,A12188201,신촌금호,아파트,서울특별시 마포구 서강로9길 19,분양,20010330,3,239,239,0,위탁관리,개별난방,계단식
은평구,수색동,A12275501,디엠씨자이1단지(DMC자이1),주상복합,서울특별시 은평구 수색로 217,분양,20090924,1,209,209,0,위탁관리,개별난방,계단식
은평구,녹번동,A12283601,녹번2차현대아파트(녹번2현대),아파트,"서울특별시 은평구 서오릉로 46,서울특별시 은평구 서오릉로4길 7-8",분양,20010524,2,192,192,0,위탁관리,개별난방,계단식
동대문구,이문동,A13082702,이문1차푸르지오,아파트,서울특별시 동대문구 한천로58길 139,분양,20011220,7,490,490,0,위탁관리,개별난방,계단식
동대문구,제기동,A13086101,제기안암골벽산,아파트,서울특별시 동대문구 약령시로 25,분양,20030613,7,640,640,0,위탁관리,개별난방,계단식
동대문구,휘경동,A13087407,휘경주공2단지,아파트,서울특별시 동대문구 한천로 248,분양,20011115,7,800,800,0,위탁관리,개별난방,복도식
중랑구,상봉동,A13122002,상봉프레미어스엠코,주상복합,서울특별시 중랑구 망우로 353,혼합,20131118,3,497,473,24,위탁관리,개별난방,계단식
성동구,하왕십리동,A13302201,한진해모로,아파트,서울특별시 성동구 왕십리로31길 20,분양,20010618,3,246,246,0,위탁관리,개별난방,혼합식
성동구,행당동,A13307202,신동아,아파트,서울특별시 성동구 독서당로 441,분양,19950522,9,636,636,0,위탁관리,개별난방,혼합식
성동구,금호동4가,A13309402,금호동롯데아파트,아파트,서울특별시 성동구 동호로 84,분양,20030109,3,249,249,0,위탁관리,개별난방,계단식
성동구,행당동,A13377703,행당한진타운,아파트,서울특별시 성동구 행당로 82,분양,20001107,21,2123,2123,0,위탁관리,개별난방,혼합식
성동구,응봉동,A13385301,서울숲리버그린동아,아파트,서울특별시 성동구 고산자로4길 34,분양,20030607,5,375,375,0,위탁관리,개별난방,계단식
강남구,역삼동,A13508004,역삼동부센트레빌,아파트,서울특별시 강남구 선릉로 423,분양,19980421,1,206,206,0,위탁관리,중앙난방,계단식
강남구,청담동,A13510102,청담현대3차,아파트,서울특별시 강남구 도산대로101길 29,분양,19990619,4,317,317,0,위탁관리,지역난방,혼합식
강남구,청담동,A13510203,청담래미안,아파트,서울특별시 강남구 학동로 405,분양,19991029,2,217,217,0,위탁관리,개별난방,혼합식
강남구,세곡동,A13519001,강남신동아파밀리에1단지,아파트,서울특별시 강남구 헌릉로590길 100,혼합,20110223,6,395,88,307,위탁관리,개별난방,혼합식
강남구,세곡동,A13519003,강남신동아파밀리에3단지,아파트,서울특별시 강남구 헌릉로590길 11,혼합,20110223,7,363,60,303,위탁관리,개별난방,혼합식
강남구,일원동,A13523001,일원청솔빌리지,연립주택,서울특별시 강남구 광평로10길 50,분양,19931213,13,291,291,0,위탁관리,지역난방,복도식
강남구,일원동,A13523005,일원목련타운,아파트,서울특별시 강남구 광평로19길 15,분양,19930925,8,650,650,0,위탁관리,지역난방,계단식
강남구,역삼동,A13579503,역삼2차아이파크,아파트,서울특별시 강남구 도곡로57길 12,분양,20081202,3,150,150,0,위탁관리,개별난방,계단식
강남구,개포동,A13580602,개포경남아파트,아파트,서울특별시 강남구 언주로 110,분양,19840308,9,678,678,0,위탁관리,지역난방,계단식
성북구,보문동4가,A13608401,보문하우스토리주상복합,주상복합,서울특별시 성북구 고려대로2길 37,분양,20110805,2,162,162,0,위탁관리,개별난방,계단식
성북구,길음동,A13611008,길음뉴타운8단지,아파트,서울특별시 성북구 길음로 33,분양,20100630,24,1497,1497,0,위탁관리,개별난방,계단식
성북구,하월곡동,A13613008,월곡두산위브아파트,아파트,서울특별시 성북구 오패산로 46,분양,20030430,30,2197,2197,0,위탁관리,개별난방,계단식
성북구,정릉동,A13676504,정릉스카이쌍용,아파트,서울특별시 성북구 북악산로 828,분양,19990212,3,406,406,0,위탁관리,개별난방,혼합식
성북구,정릉동,A13684306,정릉중앙하이츠빌2단지,아파트,서울특별시 성북구 정릉로26길 8,분양,20051116,9,745,745,0,위탁관리,개별난방,혼합식
서초구,서초동,A13707010,래미안서초유니빌,주상복합,서울특별시 서초구 서초중앙로 26,분양,20030822,1,440,440,0,위탁관리,개별난방,복도식
서초구,방배동,A13785008,래미안방배아트힐,아파트,서울특별시 서초구 남부순환로 2311-12,분양,20041214,10,588,588,0,위탁관리,개별난방,계단식
서초구,서초동,A13786601,서초자이,아파트,서울특별시 서초구 효령로68길 81,분양,20060418,4,184,184,0,위탁관리,지역난방,계단식
서초구,서초동,A13788201,서초현대4차,아파트,서울특별시 서초구 고무래로 94,분양,20001127,3,160,160,0,위탁관리,지역난방,혼합식
서초구,잠원동,A13790713,신반포청구,아파트,서울특별시 서초구 신반포로33길 66,분양,19980124,2,347,347,0,위탁관리,개별난방,계단식
송파구,가락동,A13880603,가락한신,아파트,서울특별시 송파구 송파대로 220,분양,19930429,2,256,256,0,위탁관리,중앙난방,계단식
송파구,가락동,A13880701,가락미륭아파트,아파트,서울특별시 송파구 동남로11길 4,분양,19861107,4,435,435,0,위탁관리,지역난방,혼합식
송파구,가락동,A13881103,삼환가락,아파트,서울특별시 송파구 오금로 432,분양,19841128,9,648,648,0,위탁관리,지역난방,혼합식
송파구,문정동,A13882401,문정푸르지오2차,아파트,서울특별시 송파구 송이로32길 37,분양,20010523,2,165,165,0,위탁관리,개별난방,혼합식
송파구,문정동,A13882402,문정푸르지오1차,아파트,서울특별시 송파구 문정로 55,분양,19991020,4,233,233,0,위탁관리,개별난방,계단식
노원구,월계동,A13984003,월계삼호4차,아파트,서울특별시 노원구 마들로 127,분양,19870706,7,910,910,0,위탁관리,중앙난방,복도식
광진구,구의동,A14320304,구의현대프라임,아파트,서울특별시 광진구 광나루로56길 29,분양,19970328,15,1592,1592,0,위탁관리,중앙난방,혼합식
광진구,자양동,A14377402,이튼타워리버5차,아파트,서울특별시 광진구 능동로4길 40,분양,20090915,4,279,279,0,위탁관리,개별난방,계단식
광진구,광장동,A14380409,광장극동1차,아파트,서울특별시 광진구 아차산로 552,분양,19850914,5,448,448,0,위탁관리,중앙난방,계단식
영등포구,문래동3가,A15083603,문래힐스테이트,아파트,서울특별시 영등포구 문래로 82,분양,20030619,14,776,776,0,위탁관리,개별난방,계단식
영등포구,여의도동,A15088614,롯데캐슬엠파이어,주상복합,서울특별시 영등포구 의사당대로 127,분양,20050502,2,406,406,0,위탁관리,지역난방,복도식
관악구,신림동,A15101901,신림금호타운1차,아파트,"서울특별시 관악구 대학18길 9,서울특별시 관악구 대학18길 6",분양,19970502,2,227,227,0,위탁관리,개별난방,복도식
관악구,신림동,A15102203,신림쌍용,아파트,서울특별시 관악구 미성길 122,분양,19980227,3,373,373,0,위탁관리,개별난방,혼합식
관악구,봉천동,A15105302,관악푸르지오아파트,아파트,서울특별시 관악구 관악로30길 27,분양,20040826,23,2104,2104,0,위탁관리,개별난방,혼합식
관악구,신림동,A15176701,관악국제산장,아파트,서울특별시 관악구 호암로 417,분양,19930824,8,630,630,0,위탁관리,개별난방,혼합식
관악구,봉천동,A15180701,봉천벽산타운2차,아파트,서울특별시 관악구 구암5가길 49,분양,20030612,1,203,203,0,위탁관리,개별난방,혼합식
관악구,봉천동,A15192201,관악동부센트레빌,아파트,서울특별시 관악구 은천로33길 5,분양,20040528,7,487,487,0,위탁관리,개별난방,계단식
구로구,구로동,A15205511,신도림롯데,아파트,서울특별시 구로구 새말로 31,분양,19991127,11,718,718,0,위탁관리,개별난방,계단식
구로구,고척동,A15208204,고척한일유앤아이,아파트,서울특별시 구로구 중앙로15길 151,분양,20051229,7,390,390,0,위탁관리,개별난방,계단식
구로구,오류동,A15210101,오류동선,아파트,서울특별시 구로구 경인로 158,분양,20040421,1,152,152,0,위탁관리,개별난방,계단식
구로구,고척동,A15283701,고척경남1차,아파트,서울특별시 구로구 경인로47길 150,분양,19980126,1,163,163,0,위탁관리,개별난방,혼합식
구로구,구로동,A15286807,구로현대연예인,아파트,서울특별시 구로구 구일로4길 46,분양,19890828,6,735,735,0,위탁관리,중앙난방,혼합식
구로구,구로동,A15288002,구로이화우성,아파트,서울특별시 구로구 도림로22길 8,분양,19980715,5,497,497,0,위탁관리,개별난방,혼합식
금천구,시흥동,A15384501,벽산타운3단지,아파트,서울특별시 금천구 탑골로 84,분양,19981028,3,270,270,0,위탁관리,개별난방,혼합식
금천구,시흥동,A15386303,시흥현대빌라,연립주택,서울특별시 금천구 시흥대로 53,분양,19890525,15,330,330,0,위탁관리,개별난방,계단식
동작구,노량진동,A15605103,신동아리버파크,아파트,서울특별시 동작구 만양로 19,분양,20010215,7,1696,1696,0,위탁관리,중앙난방,혼합식
동작구,본동,A15606005,한강쌍용,아파트,서울특별시 동작구 노량진로24길 2,분양,19990430,2,161,161,0,위탁관리,개별난방,혼합식
동작구,본동,A15606007,래미안트윈파크,아파트,서울특별시 동작구 노량진로23가길 23,혼합,20111104,5,523,432,91,위탁관리,개별난방,계단식
동작구,사당동,A15609306,사당동작삼성래미안아파트,아파트,서울특별시 동작구 사당로23바길 9,분양,20030215,18,896,896,0,위탁관리,개별난방,계단식
동작구,대방동,A15681104,대방2차현대,아파트,서울특별시 동작구 알마타길 58,분양,19991209,5,278,278,0,위탁관리,개별난방,혼합식
동작구,대방동,A15681105,대방성원,아파트,서울특별시 동작구 여의대방로44길 9,분양,19940115,3,487,487,0,위탁관리,개별난방,계단식
동작구,대방동,A15681106,대방현대1차,아파트,서울특별시 동작구 등용로 127,분양,19940820,5,514,514,0,위탁관리,개별난방,혼합식
동작구,흑석동,A15685702,흑석한강현대,아파트,서울특별시 동작구 현충로 151,분양,19880907,13,960,960,0,위탁관리,중앙난방,혼합식
강서구,등촌동,A15703002,등촌대동황토방,아파트,서울특별시 강서구 공항대로59길 103,분양,20000727,3,241,241,0,위탁관리,개별난방,혼합식
강서구,등촌동,A15703303,등촌미주진로,아파트,서울특별시 강서구 공항대로 351-21,분양,19941030,8,488,488,0,위탁관리,지역난방,계단식
강서구,내발산동,A15728008,마곡수명산파크1단지,아파트,서울특별시 강서구 강서로47길 108,혼합,20071101,16,1421,580,841,위탁관리,지역난방,혼합식
강서구,화곡동,A15770101,화곡2차보람,아파트,서울특별시 강서구 공항대로48길 12,분양,20041101,3,187,187,0,위탁관리,개별난방,계단식
강서구,염창동,A15786424,염창한화꿈에그린,아파트,서울특별시 강서구 공항대로75길 17,분양,20050401,7,422,422,0,위탁관리,개별난방,계단식
양천구,목동,A15805503,목동4단지,아파트,서울특별시 양천구 목동서로 130,분양,19860930,16,1380,1380,0,위탁관리,지역난방,혼합식
양천구,신정동,A15807604,목동8단지,아파트,서울특별시 양천구 목동서로 280,분양,19870930,12,1352,1352,0,위탁관리,지역난방,혼합식
양천구,신정동,A15807705,목동11단지,아파트,서울특별시 양천구 목동동로 10,분양,19881003,19,1595,1595,0,위탁관리,지역난방,혼합식
양천구,목동,A15875103,목동신시가지 6단지아파트,아파트,서울특별시 양천구 목동동로 430,분양,19861031,15,1362,1362,0,위탁관리,지역난방,복도식
양천구,신월동,A15883101,신월성원,아파트,서울특별시 양천구 곰달래로2길 16,분양,19961220,1,170,170,0,위탁관리,개별난방,복도식
양천구,신정동,A15884901,유원목동,아파트,서울특별시 양천구 신목로 77,분양,19901229,2,156,156,0,위탁관리,지역난방,계단식
은평구,진관동,A41279903,은평뉴타운상림마을7단지,아파트,서울특별시 은평구 진관4로 100,혼합,20080514,9,378,289,89,위탁관리,지역난방,혼합식
송파구,장지동,A13821007,송파파인타운9단지,아파트,서울특별시 송파구 송파대로8길 17,혼합,20071224,7,796,160,636,위탁관리,개별난방,혼합식
동작구,신대방동,A15183001,해태보라매타워,주상복합,서울특별시 관악구 보라매로3길 29,분양,19961018,2,256,256,0,위탁관리,개별난방,복도식
마포구,대흥동,A12172402,서희스타힐스,주상복합,서울특별시 마포구 신촌로 160,분양,20140729,1,203,203,0,위탁관리,개별난방,복도식
은평구,진관동,A12220004,은평뉴타운상림마을12단지,아파트,서울특별시 은평구 진관3로 70,혼합,20080514,10,551,371,180,위탁관리,지역난방,혼합식
강서구,마곡동,A15728011,마곡엠밸리15단지,아파트,서울특별시 강서구 마곡중앙로 36,혼합,20140529,13,1171,416,755,위탁관리,지역난방,혼합식
은평구,신사동,A12208001,은평신사두산위브아파트,아파트,서울특별시 은평구 갈현로1길 36,분양,20061130,6,178,178,0,위탁관리,개별난방,계단식
금천구,독산동,A10025116,e편한세상독산더타워아파트,주상복합,서울특별시 금천구 범안로 1212,분양,20191128,2,432,432,0,위탁관리,개별난방,계단식
영등포구,대림동,A10025122,지밸리소홈,도시형 생활주택(주상복합),서울특별시 영등포구 도림천로19길 11,분양,20181030,1,299,299,0,위탁관리,개별난방,복도식
금천구,독산동,A10026626,금천롯데캐슬골드파크2차,주상복합,서울특별시 금천구 벚꽃로 30,분양,20170928,2,292,292,0,위탁관리,개별난방,계단식
송파구,거여동,A10024492,위례포레샤인13단지아파트,아파트,서울특별시 송파구 위례서이로 25,임대,20201222,8,560,0,560,위탁관리,지역난방,복도식
구로구,항동,A10025858,항동하버라인8단지,아파트,서울특별시 구로구 서해안로 2036,임대,20181030,5,384,0,384,위탁관리,지역난방,혼합식
구로구,천왕동,A10026039,천왕이펜하우스8단지,아파트,서울특별시 구로구 금오로 882,임대,20180917,4,298,0,298,위탁관리,개별난방,복도식
동대문구,장안동,A10027877,현대썬앤빌601,주상복합,서울특별시 동대문구 장한로 91,분양,20151002,1,193,193,0,위탁관리,개별난방,복도식
중구,황학동,A10044001,SH황학롯데캐슬베네치아,아파트,서울특별시 중구 청계천로 400,임대,20081222,1,336,0,336,위탁관리,개별난방,복도식
동대문구,답십리동,A13003202,답십리청솔우성,아파트,서울특별시 동대문구 전농로10길 20,분양,20000318,14,1110,1110,0,위탁관리,개별난방,혼합식
동대문구,청량리동,A13071201,청량리홍릉동부임대,아파트,서울특별시 동대문구 제기로26길 26,임대,20010924,1,150,0,150,위탁관리,개별난방,복도식
동대문구,제기동,A13077201,제기한신제2임대아파트,아파트,서울특별시 동대문구 회기로8길 20,임대,20040511,1,260,0,260,위탁관리,개별난방,복도식
동대문구,청량리동,A13086703,청량리한신1차,아파트,서울특별시 동대문구 제기로 129,임대,19971216,2,610,0,610,위탁관리,개별난방,복도식
성동구,옥수동,A13375904,옥수하이츠제2,아파트,서울특별시 성동구 한림말길 50,임대,19980330,1,237,0,237,위탁관리,개별난방,복도식
성동구,옥수동,A13375905,옥수삼성임대,아파트,서울특별시 성동구 독서당로 218,임대,19990420,1,330,0,330,위탁관리,개별난방,복도식
성동구,금호동4가,A13378101,금호대우임대,아파트,서울특별시 성동구 독서당로 272,임대,20010503,3,508,0,508,위탁관리(직영+위탁),개별난방,복도식
송파구,오금동,A13873701,오금현대백조(임대),아파트,서울특별시 송파구 양재대로72길 20,임대,19970124,1,153,0,153,위탁관리,개별난방,복도식
관악구,봉천동,A15192202,봉천동아제2,아파트,서울특별시 관악구 관악로37길 20,임대,20000509,4,829,0,829,위탁관리,개별난방,복도식
강남구,도곡동,A10027319,도곡한라비발디아파트,아파트,서울특별시 강남구 남부순환로365길 33,분양,20160422,1,110,110,0,위탁관리,지역난방,계단식
강서구,마곡동,A10027452,마곡엠밸리10단지 아파트,아파트,서울특별시 강서구 마곡중앙1로 72,혼합,20160809,8,550,58,492,위탁관리,지역난방,계단식
동대문구,이문동,A13076801,이문삼성래미안아파트,아파트,서울특별시 동대문구 천장산로11길 22,분양,20011107,8,379,379,0,위탁관리,개별난방,계단식
관악구,봉천동,A10025428,e편한세상서울대입구 3단지,아파트,서울특별시 관악구 참숯5길 7,임대,20190625,2,206,0,206,위탁관리,개별난방,복도식
양천구,신정동,A10025649,신정이든채,아파트,서울특별시 양천구 신정로7길 75,임대,20190222,4,499,0,499,위탁관리,지역난방,복도식
강동구,성내동,A13484004,SK허브진주상복합아파트,주상복합,서울특별시 강동구 천호대로 1092,분양,20041021,1,325,325,0,위탁관리,개별난방,복도식
관악구,봉천동,A15105301,관악푸르지오제2단지,아파트,서울특별시 관악구 청림5길 28,임대,20040826,1,392,0,392,위탁관리,개별난방,복도식
관악구,봉천동,A15178203,봉천두산3단지,아파트,서울특별시 관악구 양녕로 31,임대,20001228,3,560,0,560,위탁관리,개별난방,복도식
강북구,미아동,A10025241,꿈의숲 해링턴 플레이스 아파트,아파트,서울특별시 강북구 오현로 45,혼합,20190927,17,1028,940,88,위탁관리,개별난방,계단식
성북구,장위동,A10025245,래미안퍼스트하이,아파트,서울특별시 성북구 한천로 713,혼합,20201103,16,1562,1286,276,위탁관리,개별난방,계단식
양천구,목동,A10026023,목동롯데캐슬 마에스트로,아파트,서울특별시 양천구 목동중앙북로8길 71,분양,20190423,6,410,410,0,위탁관리,지역난방,계단식
동대문구,답십리동,A10026104,힐스테이트청계,아파트,서울특별시 동대문구 천호대로55길 11,혼합,20181130,8,764,650,114,위탁관리,개별난방,계단식
동대문구,용두동,A10027274,동대문푸르지오시티,도시형 생활주택(주상복합),서울특별시 동대문구 왕산로 86,분양,20160909,1,299,299,0,위탁관리,개별난방,복도식
서대문구,홍제동,A10027681,홍제금호어울림아파트,주상복합,"서울특별시 서대문구 모래내로 411,서울특별시 서대문구 모래내로 408",혼합,20160203,10,296,262,34,위탁관리,개별난방,계단식
중랑구,면목동,A10028033,용마산하늘채아파트,아파트,서울특별시 중랑구 용마산로 210,혼합,20151008,5,265,256,9,위탁관리,개별난방,계단식
동대문구,용두동,A10028080,용두 롯데 캐슬리치 아파트,아파트,서울특별시 동대문구 한빛로 73,혼합,20150313,5,311,254,57,위탁관리,개별난방,혼합식
서초구,서초동,A10028146,서초롯데캐슬프레지던트,아파트,서울특별시 서초구 서초중앙로24길 57,혼합,20141114,3,280,273,7,위탁관리,지역난방,기타
종로구,창신동,A11077101,창신쌍용아파트2단지,아파트,서울특별시 종로구 낙산길 198,분양,19931012,7,919,919,0,위탁관리,개별난방,혼합식
서대문구,북가좌동,A12076601,북가좌삼호제2,아파트,서울특별시 서대문구 거북골로 154,임대,19960216,1,267,0,267,위탁관리,개별난방,복도식
서대문구,홍제동,A12078705,홍제인왕산현대,아파트,서울특별시 서대문구 통일로34길 46,분양,20000705,10,700,700,0,위탁관리,개별난방,혼합식
마포구,신공덕동,A12103002,신공덕3차삼성래미안,아파트,서울특별시 마포구 만리재로 60,분양,20030520,6,366,366,0,위탁관리,개별난방,계단식
마포구,성산동,A12125001,성산2차e-편한세상,아파트,서울특별시 마포구 월드컵북로 216,분양,20050726,3,189,189,0,위탁관리,지역난방,계단식
마포구,공덕동,A12170601,삼성래미안공덕4차,아파트,서울특별시 마포구 마포대로11길 50,분양,20051117,12,597,597,0,위탁관리,개별난방,계단식
은평구,불광동,A12204006,불광롯데캐슬,아파트,서울특별시 은평구 불광로 64,분양,20130926,8,488,488,0,위탁관리,개별난방,계단식
은평구,수색동,A12287203,수색대림한숲타운제2,아파트,서울특별시 은평구 은평터널로 66,임대,20030710,3,464,0,464,위탁관리,개별난방,복도식
동대문구,답십리동,A13003003,답십리두산위브,아파트,서울특별시 동대문구 황물로15길 25,분양,20070426,7,516,516,0,위탁관리,개별난방,계단식
동대문구,휘경동,A13009001,휘경동양1.2차,아파트,"서울특별시 동대문구 망우로 135,서울특별시 동대문구 외대역동로 36",분양,20000527,4,490,490,0,위탁관리,개별난방,혼합식
동대문구,답십리동,A13075402,래미안엘파인,아파트,서울특별시 동대문구 한천로37길 33,분양,20110623,9,472,472,0,위탁관리,개별난방,계단식
동대문구,이문동,A13082501,이문삼익아파트,아파트,서울특별시 동대문구 한천로55길 9,분양,19971230,2,353,353,0,위탁관리,개별난방,혼합식
동대문구,이문동,A13082805,이문e-편한세상,아파트,서울특별시 동대문구 한천로63길 10,분양,20030709,19,1378,1378,0,위탁관리,개별난방,계단식
동대문구,장안동,A13084101,래미안장안,아파트,서울특별시 동대문구 장한로14길 81,분양,20030430,8,558,558,0,위탁관리,개별난방,계단식
동대문구,전농동,A13085301,전농삼성,아파트,서울특별시 동대문구 전농로 192,분양,20000513,7,463,463,0,위탁관리,개별난방,혼합식
중랑구,면목동,A13175103,면목한신,아파트,서울특별시 중랑구 중랑천로 20,분양,19871230,10,1362,1362,0,위탁관리,개별난방,혼합식
중랑구,묵동,A13176801,묵동극동늘푸른아파트,아파트,서울특별시 중랑구 동일로 941,분양,19990401,2,188,188,0,위탁관리,개별난방,혼합식
중랑구,면목동,A13183303,용마동아아파트,아파트,서울특별시 중랑구 용마산로62길 43,분양,19930318,2,174,174,0,위탁관리,개별난방,계단식
중랑구,면목동,A13183502,면목삼익,아파트,서울특별시 중랑구 동일로 501,분양,19971220,3,216,216,0,위탁관리,개별난방,계단식
중랑구,면목동,A13184401,면목삼호,아파트,서울특별시 중랑구 용마산로 259,분양,20000527,1,183,183,0,위탁관리,개별난방,혼합식
도봉구,쌍문동,A13203002,북한산코오롱하늘채,아파트,서울특별시 도봉구 우이천로 367,혼합,20140401,5,293,243,50,위탁관리,개별난방,계단식
도봉구,쌍문동,A13203102,쌍문극동,아파트,서울특별시 도봉구 노해로45길 26,분양,19960826,4,315,315,0,위탁관리,개별난방,계단식
도봉구,창동,A13204002,창동신도브래뉴,아파트,서울특별시 도봉구 도봉로136나길 40,분양,20030915,7,456,456,0,위탁관리,개별난방,계단식
도봉구,방학동,A13283611,방학신동아2단지,아파트,서울특별시 도봉구 방학로15길 40,분양,19920926,9,660,660,0,위탁관리,개별난방,계단식
도봉구,방학동,A13285601,방학신동아5단지,아파트,서울특별시 도봉구 시루봉로 148,분양,19981002,1,153,153,0,위탁관리,개별난방,혼합식
도봉구,쌍문동,A13286904,쌍문한양7차,아파트,서울특별시 도봉구 해등로25길 41,분양,19930917,3,408,408,0,위탁관리,개별난방,계단식
도봉구,쌍문동,A13287503,쌍문동익파크,아파트,서울특별시 도봉구 우이천로32길 65,분양,19870522,4,495,495,0,위탁관리,개별난방,혼합식
도봉구,도봉동,A13293505,도봉래미안,아파트,서울특별시 도봉구 도봉로170길 40,분양,20050218,7,448,448,0,위탁관리,개별난방,계단식
성동구,성수동2가,A13312101,성수두산위브,아파트,서울특별시 성동구 뚝섬로 434,분양,20060530,3,157,157,0,위탁관리,개별난방,계단식
성동구,금호동4가,A13378102,서울숲2차푸르지오,아파트,서울특별시 성동구 금호로 17,분양,20120816,11,586,586,0,위탁관리,개별난방,계단식
강동구,성내동,A13484501,둔촌역청구아파트,아파트,서울특별시 강동구 풍성로 196,분양,19990311,2,222,222,0,위탁관리,개별난방,혼합식
강남구,도곡동,A13527004,도곡삼성,아파트,서울특별시 강남구 남부순환로379길 14,분양,19941230,4,231,231,0,위탁관리,지역난방,혼합식
강남구,도곡동,A13585804,역삼럭키,아파트,서울특별시 강남구 논현로 213,분양,19951228,10,1094,1094,0,위탁관리,지역난방,혼합식
성북구,길음동,A13611005,길음래미안3차,아파트,서울특별시 성북구 길음로 16,분양,20070724,12,977,977,0,위탁관리,개별난방,계단식
성북구,석관동,A13615003,석관두산,아파트,서울특별시 성북구 화랑로48길 16,분양,19980418,25,1998,1998,0,위탁관리,개별난방,혼합식
성북구,정릉동,A13676501,정릉쌍용,아파트,서울특별시 성북구 북악산로 847,분양,19991113,2,193,193,0,위탁관리,개별난방,혼합식
성북구,정릉동,A13676702,정릉대우,아파트,서울특별시 성북구 보국문로30길 15,분양,20010621,7,791,791,0,위탁관리,개별난방,혼합식
성북구,정릉동,A13677807,정릉우정에쉐르,아파트,서울특별시 성북구 북악산로 742-12,분양,20090416,3,212,212,0,위탁관리,개별난방,계단식
성북구,돈암동,A13679902,돈암힐스테이트,아파트,서울특별시 성북구 아리랑로 68,분양,20070418,6,200,200,0,위탁관리,개별난방,계단식
서초구,반포동,A13776510,반포힐스테이트,아파트,서울특별시 서초구 신반포로16길 15-20,분양,20120402,5,397,397,0,위탁관리,지역난방,계단식
송파구,장지동,A13876109,송파파인타운2단지,아파트,서울특별시 송파구 충민로 151,혼합,20080925,9,374,111,263,위탁관리,개별난방,혼합식
송파구,장지동,A13876110,송파파인타운3단지,아파트,서울특별시 송파구 충민로 152,분양,20080718,10,625,625,0,위탁관리,개별난방,계단식
노원구,상계동,A13920106,상계극동늘푸른,아파트,서울특별시 노원구 동일로246길 39,분양,20000422,4,299,299,0,위탁관리,개별난방,혼합식
