단지코드,일반관리-관리방식,일반관리-인원,경비관리-관리방식,경비관리-인원,경비관리-계약업체,청소관리-관리방식,청소관리-인원,청소관리-계약업체,음식물 처리방법,소독관리-관리방식,소독관리-계약업체
A13312303,위탁관리,7,위탁관리,8,(유)현대관리시스템,위탁관리,7,,거점장비수거방식,위탁관리,
A13316001,위탁관리,4,위탁관리,4,(주)향우종합관리,위탁관리,3,,차량수거방식,위탁관리,
A13370801,위탁관리,6,위탁관리,2,신현대관리,위탁관리,4,신현대관리,차량수거방식,위탁관리,(주)휘성
A13372101,위탁관리,4,위탁관리(직영+위탁),6,현대개발,위탁관리,2,현대개발,음식물쓰레기종량제,위탁관리,태인이앤지
A13372102,위탁관리,6,위탁관리,10,듀델코리아,위탁관리,6,화이트시스템,차량수거방식,위탁관리,우원티엠
A13373101,위탁관리,2,위탁관리,2,이데아그룹,위탁관리,1,엘림에스,차량수거방식,위탁관리,(주)진도프로인
A13373301,위탁관리,8,위탁관리,10,(주)백송종합관리,위탁관리,13,(주)라포르,음식물쓰레기종량제,위탁관리,한빛티에스
A13373302,위탁관리,1,위탁관리,2,(주)더지엠에스,위탁관리,1,(주)더지엠에스,차량수거방식,위탁관리,이수환경공사(주)
A13375901,위탁관리,10,위탁관리,20,예주산업(주),위탁관리,6,(유)대주HR,음식물쓰레기종량제,위탁관리,(유)굿모닝대양
A13375902,위탁관리,10,위탁관리,12,(주)삼우안전관리,위탁관리,10,(주) 굿모닝대양,음식물쓰레기종량제,위탁관리,삼우안전관리
A13375903,위탁관리,3,위탁관리,4,성화개발,자치관리(직영),3,,음식물쓰레기종량제,위탁관리,(주)청정티엠에스
A13375904,위탁관리,3,위탁관리,2,원앤원산업개발,위탁관리,1,원앤원산업개발,음식물쓰레기종량제,위탁관리,한솔이앤씨
A13375905,위탁관리,4,위탁관리,2,원앤원산업개발(주),위탁관리,2,원앤원산업관리(주),음식물쓰레기종량제,위탁관리,진도프로인
A13375906,위탁관리,5,위탁관리,3,(주)듀델코리아,위탁관리,3,(주)현대종합관리,음식물쓰레기종량제,위탁관리,(주)청정티엠에스
A13375907,위탁관리,14,위탁관리,16,에스원,위탁관리,20,(주)주원그린,차량수거방식,위탁관리,(주)좋은서비스
A13375908,위탁관리,4,위탁관리,2,(주)유진토탈서비스,위탁관리,2,(주)에스제이종합,차량수거방식,위탁관리,동진MNS
A13376405,자치관리,5,위탁관리,5,남경종합관리(주),위탁관리,3,(주)대원주택관리,음식물쓰레기종량제,위탁관리,(주)굿에어테크
A13376702,위탁관리,10,위탁관리,10,남경종합관리(주),위탁관리,5,유)대주에이치알,거점장비수거방식,위탁관리,삼정환경(주)
A13376906,위탁관리,9,위탁관리,22,예주산업,위탁관리,10,삼일시스템,음식물쓰레기종량제,위탁관리,(주)태영
A13377301,위탁관리,2,위탁관리,2,융성종합관리(주),위탁관리,1,융성종합관리(주),음식물쓰레기종량제,위탁관리,(주)진도프로인
A13377302,위탁관리,4,위탁관리,4,(주)융성종합관리,위탁관리,2,,차량수거방식,위탁관리,
A13377703,위탁관리,18,위탁관리,24,이오티앤디,위탁관리,20,굿모닝대양,음식물쓰레기종량제,위탁관리,새롬에스앤씨
A13377901,위탁관리,5,위탁관리,4,예주산업,위탁관리,3,(주)아이원서비스,음식물쓰레기종량제,위탁관리,(주)덕정환경
A13377902,위탁관리,8,위탁관리,8,삼우안전관리,위탁관리,4,,음식물쓰레기종량제,위탁관리,
A13377903,위탁관리,6,위탁관리,4,엘림에스(주),위탁관리,4,엘림에스(주),음식물쓰레기종량제,위탁관리,(주)휘성
A13378001,위탁관리,7,위탁관리,9,(주)듀델코리아,위탁관리,8,효명종합관리,음식물쓰레기종량제,위탁관리,동진엠엔에스
A13378101,위탁관리(직영+위탁),5,위탁관리,3,선우환경관리주식회사,위탁관리,2,선우환경관리주식회사,음식물쓰레기종량제,위탁관리,동명환경
A13378102,위탁관리,7,위탁관리,8,(주)혜진종합관리,위탁관리,7,(주)이데아그룹,음식물쓰레기종량제,위탁관리,(주)휘성
A13379001,위탁관리,5,위탁관리,12,SK쉴더스(주),위탁관리,5,나라개발시스템(주),음식물쓰레기종량제,위탁관리,국보종합관리
A13379401,위탁관리,18,위탁관리,19,타워씨엔에스,위탁관리,15,,거점장비수거방식,위탁관리,
