단지코드,건물구조,전기-수전용량,전기-세대전기계약방식,승강기관리-관리방식,승강기대수,총주차대수,CCTV대수,홈네트워크,부대복리시설,최고층수,지하층수
A14272310,철근콘크리트구조,900,단일계약,위탁관리,6,347,72,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터",18,4
A10021203,철골철근콘크리트구조,380,단일계약,위탁관리,4,104,20,무,,15,2
A14272307,철근콘크리트구조,320,기타,위탁관리,10,204,76,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",13,1
A14272305,철근콘크리트구조,3850,단일계약,위탁관리,34,1868,263,무,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",25,4
A10022391,철골콘크리트구조,10300,종합계약,위탁관리,37,1243,821,유,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",22,3
A14210002,철근콘크리트구조,3550,단일계약,위탁관리,33,1665,272,무,"관리사무소, 노인정, 문고, 어린이놀이터, 휴게시설, 자전거보관소",25,3
A14210001,철근콘크리트구조,1500,단일계약,위탁관리,6,348,75,무,"관리사무소, 노인정, 어린이놀이터",25,3
A14272313,철근콘크리트구조,2150,단일계약,위탁관리,14,402,124,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터",15,2
A10024034,철근콘크리트구조,3530,단일계약,위탁관리,2,71,100,유,"관리사무소, 자전거보관소",20,3
A10021213,철골철근콘크리트구조,400,단일계약,위탁관리,5,106,48,무,"관리사무소, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",12,4
A10022183,철골철근콘크리트구조,700,종합계약,위탁관리,5,120,32,무,,12,2
A14272303,철근콘크리트구조,990,단일계약,위탁관리,12,531,51,무,"관리사무소, 노인정, 휴게시설, 자전거보관소",17,2
A10020346,철골철근콘크리트구조,2000,종합계약,위탁관리,14,539,208,유,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",29,5
A14281701,철근콘크리트구조,1500,종합계약,위탁관리,5,271,38,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",17,4
A14206003,철근콘크리트구조,2300,단일계약,위탁관리(직영+위탁),16,1000,104,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소, 기타",15,0
A14206002,철근콘크리트구조,900,단일계약,위탁관리,8,233,49,무,"관리사무소, 노인정, 어린이놀이터",20,2
A14206305,철근콘크리트구조,1000,단일계약,위탁관리,5,212,20,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",21,1
A14206301,철근콘크리트구조,600,단일계약,위탁관리,10,200,27,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",17,2
A14206001,철근콘크리트구조,1200,단일계약,위탁관리,6,202,32,무,,19,2
A14206307,철근콘크리트구조,1100,단일계약,위탁관리,8,311,109,무,"관리사무소, 노인정, 어린이놀이터",20,2
A14206306,철근콘크리트구조,700,단일계약,위탁관리,5,234,57,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",20,2
A14206310,철근콘크리트구조,2550,단일계약,위탁관리,24,449,83,무,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",15,0
A14276311,철근콘크리트구조,1900,단일계약,위탁관리,16,506,65,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소, 기타",15,0
A14206202,철근콘크리트구조,1950,단일계약,위탁관리,20,519,94,무,"관리사무소, 노인정, 어린이놀이터",15,0
A14286203,철근콘크리트구조,1750,단일계약,위탁관리,17,477,57,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,0
A14206303,철근콘크리트구조,950,단일계약,위탁관리,8,255,34,무,"관리사무소, 노인정, 어린이놀이터, 기타",18,2
A14286104,철근콘크리트구조,965,종합계약,위탁관리,9,218,48,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,0
A14206302,철근콘크리트구조,1350,종합계약,위탁관리,6,177,45,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",19,2
A14270301,철근콘크리트구조,1400,단일계약,위탁관리,8,389,63,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",20,1
A14206201,철근콘크리트구조,850,종합계약,위탁관리,9,336,48,무,노인정,19,3
A14286108,철근콘크리트구조,2000,단일계약,위탁관리,10,511,111,무,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",20,3
A14207202,철근콘크리트구조,1900,단일계약,위탁관리,13,610,96,무,"관리사무소, 노인정, 보육시설, 어린이놀이터",18,3
A14207201,철근콘크리트구조,350,단일계약,위탁관리,2,124,32,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",15,2
A14278101,철근콘크리트구조,1900,단일계약,위탁관리,23,315,75,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",15,1
A14207203,철근콘크리트구조,3600,종합계약,위탁관리,46,1130,228,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,0
A10021929,,,,,0,0,,,,15,0
A10021522,철골철근콘크리트구조,800,종합계약,위탁관리,3,103,22,무,"관리사무소, 노인정, 어린이놀이터",15,3
A10023955,철근콘크리트구조,5100,단일계약,위탁관리,10,557,382,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",23,6
A10023268,철근콘크리트구조,1700,종합계약,위탁관리,14,232,83,유,"관리사무소, 자전거보관소",15,3
A14209001,철근콘크리트구조,750,종합계약,위탁관리,28,287,80,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5,2
A14287102,철근콘크리트구조,550,단일계약,위탁관리,9,157,38,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",15,0
A13203002,철근콘크리트구조,2100,단일계약,위탁관리,9,321,95,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",18,2
A13295201,철근콘크리트구조,1050,단일계약,위탁관리,6,169,48,무,"관리사무소, 노인정, 어린이놀이터",14,2
A10022144,철골철근콘크리트구조,500,종합계약,위탁관리,2,143,16,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",20,0
A10024827,철골철근콘크리트구조,850,종합계약,위탁관리,5,168,64,유,,15,2
A13286203,철근콘크리트구조,891,종합계약,위탁관리,5,150,14,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",12,0
A13203102,콘크리트구조,770,기타,위탁관리,15,262,87,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",12,2
A10022967,철골철근콘크리트구조,1150,단일계약,자치관리,3,117,12,유,"관리사무소, 주민공동시설",12,3
A13203408,철근콘크리트구조,1910,단일계약,위탁관리,18,386,69,무,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소",15,0
A13203403,철근콘크리트구조,950,단일계약,위탁관리,13,220,40,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",15,0
A13203001,철골철근콘크리트구조,700,단일계약,위탁관리,8,177,39,유,"관리사무소, 노인정, 어린이놀이터",10,1
A13287503,철근콘크리트구조,1135,단일계약,위탁관리,12,370,52,무,,15,0
A10022118,철골철근콘크리트구조,430,단일계약,위탁관리(직영+위탁),5,124,22,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,2
A13203302,철근콘크리트구조,1450,단일계약,위탁관리,15,462,63,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",15,0
A13286304,철근콘크리트구조,3265,단일계약,위탁관리,31,501,132,무,"관리사무소, 노인정, 보육시설, 어린이놀이터",15,1
A13286106,철근콘크리트구조,950,단일계약,위탁관리,17,311,52,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,0
A10021859,철골철근콘크리트구조,805,종합계약,위탁관리,10,114,91,유,,7,2
A10026175,철근콘크리트구조,445,단일계약,위탁관리,2,71,18,무,"관리사무소, 노인정, 어린이놀이터",16,2
A13203401,철근콘크리트구조,750,단일계약,위탁관리,14,260,47,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",14,1
A13203202,철근콘크리트구조,700,단일계약,위탁관리,7,194,32,무,관리사무소,18,2
A13203303,철근콘크리트구조,1800,단일계약,위탁관리,16,600,50,무,"관리사무소, 노인정, 어린이놀이터",14,0
A13286110,철근콘크리트구조,2650,단일계약,위탁관리,26,514,83,무,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간",15,0
A13286105,철근콘크리트구조,1190,단일계약,위탁관리,11,280,45,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",17,0
A13286107,철근콘크리트구조,1250,단일계약,위탁관리,22,429,83,무,"관리사무소, 노인정, 어린이놀이터",15,0
A13286904,철근콘크리트구조,1150,단일계약,위탁관리,16,264,54,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,0
A13286109,철근콘크리트구조,1500,단일계약,위탁관리,25,310,87,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",15,1
A13286002,철근콘크리트구조,565,단일계약,위탁관리,7,136,28,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,1
A13287801,철근콘크리트구조,900,단일계약,위탁관리,13,221,48,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설",15,0
A10023732,철근콘크리트구조,1400,종합계약,위탁관리,4,112,62,무,"관리사무소, 커뮤니티공간",7,2
A10023914,철골철근콘크리트구조,1850,종합계약,위탁관리,4,84,76,유,"관리사무소, 커뮤니티공간, 자전거보관소",17,5
A13202002,철근콘크리트구조,4500,단일계약,위탁관리,31,1911,330,유,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",23,2
A13202304,철골철근콘크리트구조,800,단일계약,위탁관리,2,110,16,무,"관리사무소, 어린이놀이터, 커뮤니티공간, 자전거보관소",12,0
A10020507,철근콘크리트구조,,,위탁관리,0,530,,유,"관리사무소, 주민공동시설, 커뮤니티공간, 자전거보관소",23,4
A13285507,철근콘크리트구조,3,단일계약,위탁관리,9,286,40,무,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",15,2
A13285305,철근콘크리트구조,800,단일계약,위탁관리,10,314,87,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",18,2
A13202302,철근콘크리트구조,795,단일계약,위탁관리,7,147,45,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",14,0
A10026279,,,,,0,0,,무,,15,1
A13272102,철근콘크리트구조,1023,단일계약,위탁관리,8,380,60,유,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",15,1
A13285503,철근콘크리트구조,750,종합계약,위탁관리,9,241,51,유,,12,2
A10027555,철골철근콘크리트구조,500,종합계약,위탁관리,5,138,32,,"관리사무소, 노인정",15,2
A13285404,철근콘크리트구조,1350,종합계약,위탁관리,10,563,256,무,"관리사무소, 노인정, 자전거보관소",20,3
A13272101,철근콘크리트구조,950,단일계약,위탁관리,8,371,95,유,관리사무소,21,3
A13283405,철근콘크리트구조,700,종합계약,위탁관리,11,234,47,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",16,3
A13285406,철근콘크리트구조,2250,단일계약,위탁관리,14,1024,235,유,"관리사무소, 노인정, 보육시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",22,2
A13202103,철근콘크리트구조,1400,종합계약,위탁관리,8,338,60,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",20,1
A13202308,철근콘크리트구조,1250,단일계약,위탁관리,10,171,48,무,"관리사무소, 노인정, 어린이놀이터",14,0
A13202102,철근콘크리트구조,930,단일계약,위탁관리,10,232,55,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소, 기타",15,1
A13202312,철근콘크리트구조,5800,단일계약,위탁관리,67,1774,326,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",15,0
A13283611,철근콘크리트구조,1450,단일계약,위탁관리,22,583,145,무,"관리사무소, 노인정, 어린이놀이터",15,1
A13276414,철근콘크리트구조,750,단일계약,위탁관리,9,220,47,무,"관리사무소, 노인정, 어린이놀이터",14,0
A13285601,철근콘크리트구조,835,단일계약,위탁관리,3,196,29,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",18,2
A13276416,철근콘크리트구조,2310,단일계약,위탁관리,25,395,125,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",12,1
A13282510,철근콘크리트구조,1750,단일계약,위탁관리,19,425,100,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간",15,1
A10024463,철골철근콘크리트구조,950,종합계약,위탁관리,3,102,68,무,"관리사무소, 자전거보관소",12,2
A13276415,철근콘크리트구조,2250,단일계약,위탁관리,41,638,149,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,0
A13202306,철근콘크리트구조,700,단일계약,위탁관리,7,233,37,무,"관리사무소, 노인정, 어린이놀이터",15,0
A13276417,철근콘크리트구조,950,단일계약,위탁관리,12,168,43,무,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",15,0
A13285401,철근콘크리트구조,809,단일계약,위탁관리,4,205,28,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",23,1
A10024822,철근콘크리트구조,875,종합계약,위탁관리,7,101,52,무,"관리사무소, 노인정, 주민공동시설, 자전거보관소",8,1
A10026856,철근콘크리트구조,630,종합계약,위탁관리,4,114,24,무,"관리사무소, 어린이놀이터, 휴게시설, 자전거보관소",16,2
A10021809,조적구조,765,기타,,0,150,8,무,"어린이놀이터, 기타",3,0
A13204502,철근콘크리트구조,900,단일계약,위탁관리,5,332,101,무,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소, 기타",23,2
A13204408,철근콘크리트구조,2740,단일계약,위탁관리,22,537,59,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",15,0
A13204203,철근콘크리트구조,1450,단일계약,위탁관리,9,390,46,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",19,2
A13204201,철근콘크리트구조,750,단일계약,위탁관리,4,193,23,무,"관리사무소, 노인정, 어린이놀이터",19,2
A13290404,철근콘크리트구조,1300,단일계약,위탁관리,9,413,82,유,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",21,1
A13204501,철근콘크리트구조,650,단일계약,위탁관리,4,213,32,무,"관리사무소, 노인정, 자전거보관소",19,2
A13204001,철근콘크리트구조,650,종합계약,위탁관리,5,247,32,무,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",24,2
