단지코드,시도,동수,관리비부과면적,주거전용면적(단지합계),주거전용면적(세부),세대수
A10023348,서울특별시,35,347743.75,263523.44,39.945,168
A10023348,서울특별시,35,347743.75,263523.44,45.8769,108
A10023348,서울특별시,35,347743.75,263523.44,49.9528,48
A10023348,서울특별시,35,347743.75,263523.44,59.8363,119
A10023348,서울특별시,35,347743.75,263523.44,59.9125,18
A10023348,서울특별시,35,347743.75,263523.44,59.9751,607
A10023348,서울특별시,35,347743.75,263523.44,78.3265,48
A10023348,서울특별시,35,347743.75,263523.44,78.7295,15
A10023348,서울특별시,35,347743.75,263523.44,78.7747,343
A10023348,서울특별시,35,347743.75,263523.44,84.5978,1294
A10023348,서울특별시,35,347743.75,263523.44,84.7509,144
A10023348,서울특별시,35,347743.75,263523.44,84.8208,4
A10023348,서울특별시,35,347743.75,263523.44,102.5776,104
A10023348,서울특별시,35,347743.75,263523.44,102.7636,88
A10023348,서울특별시,35,347743.75,263523.44,109.8841,50
A10023348,서울특별시,35,347743.75,263523.44,114.189,10
A10023348,서울특별시,35,347743.75,263523.44,114.8054,33
A10023348,서울특별시,35,347743.75,263523.44,114.8148,51
A10023348,서울특별시,35,347743.75,263523.44,114.9973,87
A10023348,서울특별시,35,347743.75,263523.44,132.8195,34
A10023348,서울특별시,35,347743.75,263523.44,185.4909,2
A10023565,서울특별시,8,22637.1,20203.8,54.98,20
A10023565,서울특별시,8,22637.1,20203.8,67.28,70
A10023565,서울특별시,8,22637.1,20203.8,79.97,180
A10023996,서울특별시,2,31173.582,24877.834,105.8064,69
A10023996,서울특별시,2,31173.582,24877.834,105.8244,15
A10023996,서울특별시,2,31173.582,24877.834,107.1324,15
A10023996,서울특별시,2,31173.582,24877.834,108.0923,73
A10023996,서울특별시,2,31173.582,24877.834,108.2017,60
A10024564,서울특별시,31,244894.45,178215.3,49.92,118
A10024564,서울특별시,31,244894.45,178215.3,59.92,713
A10024564,서울특별시,31,244894.45,178215.3,59.96,69
A10024564,서울특별시,31,244894.45,178215.3,74.66,226
A10024564,서울특별시,31,244894.45,178215.3,84.59,30
A10024564,서울특별시,31,244894.45,178215.3,84.83,266
A10024564,서울특별시,31,244894.45,178215.3,84.86,348
A10024564,서울특별시,31,244894.45,178215.3,84.9,35
A10024564,서울특별시,31,244894.45,178215.3,96.91,100
A10024564,서울특별시,31,244894.45,178215.3,96.93,99
A10024564,서울특별시,31,244894.45,178215.3,102.32,161
A10024564,서울특별시,31,244894.45,178215.3,102.41,31
A10024564,서울특별시,31,244894.45,178215.3,112.73,34
A10024564,서울특별시,31,244894.45,178215.3,112.97,33
A10024564,서울특별시,31,244894.45,178215.3,136.06,33
A10025203,서울특별시,23,142115.88,104223.56,49.4013,108
A10025203,서울특별시,23,142115.88,104223.56,59.7479,157
A10025203,서울특별시,23,142115.88,104223.56,59.8072,46
A10025203,서울특별시,23,142115.88,104223.56,59.8732,115
A10025203,서울특별시,23,142115.88,104223.56,76.1709,152
A10025203,서울특별시,23,142115.88,104223.56,82.8322,1
A10025203,서울특별시,23,142115.88,104223.56,84.3558,270
A10025203,서울특별시,23,142115.88,104223.56,84.357,103
A10025203,서울특별시,23,142115.88,104223.56,84.6348,103
A10025203,서울특별시,23,142115.88,104223.56,86.6002,1
A10025203,서울특별시,23,142115.88,104223.56,89.157,1
A10025203,서울특별시,23,142115.88,104223.56,89.7348,1
A10025203,서울특별시,23,142115.88,104223.56,91.775,1
A10025203,서울특별시,23,142115.88,104223.56,94.2875,32
A10025203,서울특별시,23,142115.88,104223.56,94.8407,63
A10025203,서울특별시,23,142115.88,104223.56,99.828,1
A10025203,서울특별시,23,142115.88,104223.56,105.5219,1
A10025203,서울특별시,23,142115.88,104223.56,106.6695,32
A10025203,서울특별시,23,142115.88,104223.56,106.9101,32
A10025203,서울특별시,23,142115.88,104223.56,106.9845,31
A10025203,서울특별시,23,142115.88,104223.56,106.9877,31
A10025203,서울특별시,23,142115.88,104223.56,109.9623,1
A10025203,서울특별시,23,142115.88,104223.56,124.2439,1
A10025203,서울특별시,23,142115.88,104223.56,130.0253,1
A10025203,서울특별시,23,142115.88,104223.56,131.3226,31
A10025203,서울특별시,23,142115.88,104223.56,136.9968,2
A10025203,서울특별시,23,142115.88,104223.56,148.2668,2
A10025675,서울특별시,23,215906.78,160922.33,49.909,133
A10025675,서울특별시,23,215906.78,160922.33,59.837,64
A10025675,서울특별시,23,215906.78,160922.33,59.888,154
A10025675,서울특별시,23,215906.78,160922.33,59.897,78
A10025675,서울특별시,23,215906.78,160922.33,59.967,232
A10025675,서울특별시,23,215906.78,160922.33,84.794,14
A10025675,서울특별시,23,215906.78,160922.33,84.94,262
A10025675,서울특별시,23,215906.78,160922.33,84.943,382
A10025675,서울특별시,23,215906.78,160922.33,84.95,122
A10025675,서울특별시,23,215906.78,160922.33,99.919,119
A10025675,서울특별시,23,215906.78,160922.33,99.967,63
A10025675,서울특별시,23,215906.78,160922.33,99.979,30
A10025675,서울특별시,23,215906.78,160922.33,99.991,67
A10025675,서울특별시,23,215906.78,160922.33,113.732,33
A10025675,서울특별시,23,215906.78,160922.33,113.808,35
A10025675,서울특별시,23,215906.78,160922.33,113.96,64
A10025675,서울특별시,23,215906.78,160922.33,126.928,85
A10025675,서울특별시,23,215906.78,160922.33,126.971,15
A10025675,서울특별시,23,215906.78,160922.33,141.76,3
A10025675,서울특별시,23,215906.78,160922.33,175.899,1
A10025675,서울특별시,23,215906.78,160922.33,182.731,1
A13524004,서울특별시,5,61064.234,53437.05,104.43,135
A13524004,서울특별시,5,61064.234,53437.05,133.46,150
A13524004,서울특별시,5,61064.234,53437.05,161,120
A13524005,서울특별시,6,68330.57,60962.54,95.4,78
A13524005,서울특별시,6,68330.57,60962.54,128.62,130
A13524005,서울특별시,6,68330.57,60962.54,166.18,2
A13524005,서울특별시,6,68330.57,60962.54,176.56,52
A13524005,서울특별시,6,68330.57,60962.54,177.19,154
A13524006,서울특별시,13,92376.66,75526.97,83.16,4
A13524006,서울특별시,13,92376.66,75526.97,84.81,108
A13524006,서울특별시,13,92376.66,75526.97,131.8,1
A13524006,서울특별시,13,92376.66,75526.97,131.83,211
A13524006,서울특별시,13,92376.66,75526.97,134.98,18
A13524006,서울특별시,13,92376.66,75526.97,165.08,216
A13524009,서울특별시,11,100905.94,71852.9,33.18,536
A13524009,서울특별시,11,100905.94,71852.9,39.53,640
A13524009,서울특별시,11,100905.94,71852.9,49.86,577
A13580001,서울특별시,5,27194.512,27029.16,84.87,54
A13580001,서울특별시,5,27194.512,27029.16,131.83,36
A13580001,서울특별시,5,27194.512,27029.16,163.85,107
A13580001,서울특별시,5,27194.512,27029.16,168.35,1
A13580002,서울특별시,3,26745.39,20759.85,78.93,27
A13580002,서울특별시,3,26745.39,20759.85,79.61,234
A13580602,서울특별시,9,94971.66,92546.47,84.6,2
A13580602,서울특별시,9,94971.66,92546.47,84.725,1
A13580602,서울특별시,9,94971.66,92546.47,91.91,29
A13580602,서울특별시,9,94971.66,92546.47,96.98,166
A13580602,서울특별시,9,94971.66,92546.47,123.28,192
A13580602,서울특별시,9,94971.66,92546.47,149.21,59
A13580602,서울특별시,9,94971.66,92546.47,149.57,1
A13580602,서울특별시,9,94971.66,92546.47,166.48,48
A13580602,서울특별시,9,94971.66,92546.47,182.11,1
A13580602,서울특별시,9,94971.66,92546.47,182.2,149
A13580602,서울특별시,9,94971.66,92546.47,186.16,30
A13593901,서울특별시,4,38614.46,32275.48,134.3,84
A13593901,서울특별시,4,38614.46,32275.48,153.8,44
A13593901,서울특별시,4,38614.46,32275.48,168.42,42
A13593901,서울특별시,4,38614.46,32275.48,170.32,42
A13593908,서울특별시,8,67049.56,46459.47,0,1
A13593908,서울특별시,8,67049.56,46459.47,25.35,1002
A13593908,서울특별시,8,67049.56,46459.47,25.46,113
A13593908,서울특별시,8,67049.56,46459.47,33.18,268
A13593908,서울특별시,8,67049.56,46459.47,39.53,235
A13594007,서울특별시,6,56825,40390.51,39.53,323
A13594007,서울특별시,6,56825,40390.51,51.12,261
A13594007,서울특별시,6,56825,40390.51,60,238
A13599301,서울특별시,8,86391,62938.8,53.46,180
A13599301,서울특별시,8,86391,62938.8,60.76,180
A13599301,서울특별시,8,86391,62938.8,73.26,270
A13599301,서울특별시,8,86391,62938.8,83.7,270
A13599303,서울특별시,9,94577.76,73333.1,53.06,220
A13599303,서울특별시,9,94577.76,73333.1,60.13,220
A13599303,서울특별시,9,94577.76,73333.1,73.02,310
A13599303,서울특별시,9,94577.76,73333.1,83.21,310
A13599402,서울특별시,6,65959.9,65959.9,53.98,190
A13599402,서울특별시,6,65959.9,65959.9,61.19,190
A13599402,서울특별시,6,65959.9,65959.9,74.25,280
A13599402,서울특별시,6,65959.9,65959.9,83.17,280
A10020220,서울특별시,1,13651.948,5799.24,43.01,42
A10020220,서울특별시,1,13651.948,5799.24,43.04,28
A10020220,서울특별시,1,13651.948,5799.24,43.3,16
A10020220,서울특별시,1,13651.948,5799.24,44.22,2
A10020220,서울특별시,1,13651.948,5799.24,45.33,4
A10020220,서울특별시,1,13651.948,5799.24,48.03,38
A10023129,서울특별시,1,13510.38,5297.74,14.19,7
A10023129,서울특별시,1,13510.38,5297.74,14.24,16
A10023129,서울특별시,1,13510.38,5297.74,14.26,1
A10023129,서울특별시,1,13510.38,5297.74,14.29,57
A10023129,서울특별시,1,13510.38,5297.74,14.31,14
A10023129,서울특별시,1,13510.38,5297.74,14.35,14
A10023129,서울특별시,1,13510.38,5297.74,14.36,2
A10023129,서울특별시,1,13510.38,5297.74,14.64,14
A10023129,서울특별시,1,13510.38,5297.74,14.65,34
A10023129,서울특별시,1,13510.38,5297.74,14.66,6
A10023129,서울특별시,1,13510.38,5297.74,14.67,6
A10023129,서울특별시,1,13510.38,5297.74,17.36,14
A10023129,서울특별시,1,13510.38,5297.74,17.37,62
A10023129,서울특별시,1,13510.38,5297.74,17.4,1
A10023129,서울특별시,1,13510.38,5297.74,17.41,7
A10023129,서울특별시,1,13510.38,5297.74,17.42,18
A10023129,서울특별시,1,13510.38,5297.74,41.01,5
A10023129,서울특별시,1,13510.38,5297.74,42.02,4
A10023129,서울특별시,1,13510.38,5297.74,42.18,4
A10023129,서울특별시,1,13510.38,5297.74,45.45,6
A10023129,서울특별시,1,13510.38,5297.74,48.97,4
A10023129,서울특별시,1,13510.38,5297.74,49.54,1
A10023245,서울특별시,1,8939.08,5402.02,14.16,121
A10023245,서울특별시,1,8939.08,5402.02,18.94,33
A10023245,서울특별시,1,8939.08,5402.02,20.06,44
A10023245,서울특별시,1,8939.08,5402.02,22.65,70
A10023245,서울특별시,1,8939.08,5402.02,33.76,3
A10023245,서울특별시,1,8939.08,5402.02,36.6,3
A10023245,서울특별시,1,8939.08,5402.02,38.9,3
A10023245,서울특별시,1,8939.08,5402.02,41.24,3
A10023245,서울특별시,1,8939.08,5402.02,48,3
A10024457,서울특별시,2,15035.5,11817.764,68.484,18
A10024457,서울특별시,2,15035.5,11817.764,83.464,18
A10024457,서울특별시,2,15035.5,11817.764,84.253,18
A10024457,서울특별시,2,15035.5,11817.764,84.721,54
A10024457,서울특별시,2,15035.5,11817.764,106.829,28
A10024501,서울특별시,1,14888.25,4600.56,16.72,93
A10024501,서울특별시,1,14888.25,4600.56,18.04,80
A10024501,서울특별시,1,14888.25,4600.56,19.78,20
A10024501,서울특별시,1,14888.25,4600.56,21.55,56
A13501001,서울특별시,4,42833.05,35547.31,144.74,3
A13501001,서울특별시,4,42833.05,35547.31,149.16,2
A13501001,서울특별시,4,42833.05,35547.31,149.83,1
A13501001,서울특별시,4,42833.05,35547.31,157.41,53
A13501001,서울특별시,4,42833.05,35547.31,158.91,3
A13501001,서울특별시,4,42833.05,35547.31,160.33,52
A13501001,서울특별시,4,42833.05,35547.31,180.07,42
A13501001,서울특별시,4,42833.05,35547.31,191.02,2
A13501001,서울특별시,4,42833.05,35547.31,202.08,1
A13501001,서울특별시,4,42833.05,35547.31,208.35,15
A13501001,서울특별시,4,42833.05,35547.31,213.98,28
A13501001,서울특별시,4,42833.05,35547.31,244.57,1
A13501002,서울특별시,1,12033.06,9435.4,36.29,260
A13501004,서울특별시,6,58768.27,45646.06,35.73,273
A13501004,서울특별시,6,58768.27,45646.06,84.52,206
A13501004,서울특별시,6,58768.27,45646.06,84.69,13
A13501004,서울특별시,6,58768.27,45646.06,114.34,152
A13501005,서울특별시,2,14733.15,11621.9,84.873,14
A13501005,서울특별시,2,14733.15,11621.9,84.914,8
A13501005,서울특별시,2,14733.15,11621.9,84.993,86
A13501005,서울특별시,2,14733.15,11621.9,110.778,9
A13501005,서울특별시,2,14733.15,11621.9,111.382,13
A13501006,서울특별시,4,33208,33280.87,56.875,34
A13501006,서울특별시,4,33208,33280.87,84.013,13
A13501006,서울특별시,4,33208,33280.87,84.074,145
A13501006,서울특별시,4,33208,33280.87,84.13,8
A13501006,서울특별시,4,33208,33280.87,84.208,56
A13501006,서울특별시,4,33208,33280.87,113.087,44
A13501006,서울특별시,4,33208,33280.87,113.231,68
A13501007,서울특별시,1,8108.13,8108.13,59.91,47
A13501007,서울특별시,1,8108.13,8108.13,68.59,1
A13501007,서울특별시,1,8108.13,8108.13,70.57,8
A13501007,서울특별시,1,8108.13,8108.13,76.23,1
A13501007,서울특별시,1,8108.13,8108.13,84.87,54
A13501008,서울특별시,1,8904.504,4125.675,30.215,22
A13501008,서울특별시,1,8904.504,4125.675,31.295,8
A13501008,서울특별시,1,8904.504,4125.675,31.585,10
A13501008,서울특별시,1,8904.504,4125.675,32.835,7
A13501008,서울특별시,1,8904.504,4125.675,36.875,1
A13501008,서울특별시,1,8904.504,4125.675,39.035,53
A13501008,서울특별시,1,8904.504,4125.675,42.015,1
A13501008,서울특별시,1,8904.504,4125.675,42.395,8
A13501008,서울특별시,1,8904.504,4125.675,59.015,1
A13501008,서울특별시,1,8904.504,4125.675,59.075,1
A13501008,서울특별시,1,8904.504,4125.675,59.895,1
A13572601,서울특별시,1,6750.76,8271.43,21.95,3
A13572601,서울특별시,1,6750.76,8271.43,22.28,28
A13572601,서울특별시,1,6750.76,8271.43,25.31,25
A13572601,서울특별시,1,6750.76,8271.43,27.33,12
A13572601,서울특별시,1,6750.76,8271.43,28.31,16
A13572601,서울특별시,1,6750.76,8271.43,29.99,148
A13572601,서울특별시,1,6750.76,8271.43,49.22,4
A13572601,서울특별시,1,6750.76,8271.43,129.32,1
A13572601,서울특별시,1,6750.76,8271.43,195.75,1
A13572601,서울특별시,1,6750.76,8271.43,1207.6,1
A13582002,서울특별시,6,68130.41,53853.76,84.92,380
A13582002,서울특별시,6,68130.41,53853.76,119.67,96
A13582002,서울특별시,6,68130.41,53853.76,120.58,24
A13582002,서울특별시,6,68130.41,53853.76,150.04,48
A13583301,서울특별시,4,19496.8,15710.407,84.9875,76
A13583301,서울특별시,4,19496.8,15710.407,91.5933,16
A13583301,서울특별시,4,19496.8,15710.407,114.498,68
A10023162,서울특별시,9,39350.54,39350.54,51.7377,54
A10023162,서울특별시,9,39350.54,39350.54,53.3317,14
A10023162,서울특별시,9,39350.54,39350.54,59.9548,1
A10023162,서울특별시,9,39350.54,39350.54,59.9845,87
A10023162,서울특별시,9,39350.54,39350.54,59.9885,14
A10023162,서울특별시,9,39350.54,39350.54,84.9365,46
A10023162,서울특별시,9,39350.54,39350.54,84.9664,18
A10023162,서울특별시,9,39350.54,39350.54,84.9747,156
A10023162,서울특별시,9,39350.54,39350.54,101.6961,1
A10023162,서울특별시,9,39350.54,39350.54,102.3261,46
A10023162,서울특별시,9,39350.54,39350.54,107.9139,1
A10023162,서울특별시,9,39350.54,39350.54,117.6566,48
A10023162,서울특별시,9,39350.54,39350.54,129.523,1
A10023162,서울특별시,9,39350.54,39350.54,150.2717,1
A10023162,서울특별시,9,39350.54,39350.54,155.1644,1
A10024102,서울특별시,6,26270.598,19742.662,35.9645,14
A10024102,서울특별시,6,26270.598,19742.662,43.9911,6
A10024102,서울특별시,6,26270.598,19742.662,43.9965,2
A10024102,서울특별시,6,26270.598,19742.662,55.9558,2
A10024102,서울특별시,6,26270.598,19742.662,59.954,4
A10024102,서울특별시,6,26270.598,19742.662,59.9972,79
A10024102,서울특별시,6,26270.598,19742.662,77.9767,26
A10024102,서울특별시,6,26270.598,19742.662,77.9769,24
A10024102,서울특별시,6,26270.598,19742.662,84.7692,26
A10024102,서울특별시,6,26270.598,19742.662,84.7735,29
A10024102,서울특별시,6,26270.598,19742.662,84.7763,30
A10024102,서울특별시,6,26270.598,19742.662,84.8067,29
A10024102,서울특별시,6,26270.598,19742.662,115.8799,2
A10024799,서울특별시,1,10121.7,10121.7,84.27,105
A10024799,서울특별시,1,10121.7,10121.7,84.89,15
A10024815,서울특별시,2,21421.44,17436.873,121.0894,144
A10024821,서울특별시,3,20185.09,15531.47,84.75,16
A10024821,서울특별시,3,20185.09,15531.47,105.18,64
A10024821,서울특별시,3,20185.09,15531.47,107.91,24
A10024821,서울특별시,3,20185.09,15531.47,111.28,1
A10024821,서울특별시,3,20185.09,15531.47,123.04,22
A10024821,서울특별시,3,20185.09,15531.47,135.73,15
A10026924,서울특별시,4,28926.182,22079.78,59.671,4
A10026924,서울특별시,4,28926.182,22079.78,84.3382,22
A10026924,서울특별시,4,28926.182,22079.78,84.3865,82
A10026924,서울특별시,4,28926.182,22079.78,93.4,60
A10026924,서울특별시,4,28926.182,22079.78,93.4823,29
A10026924,서울특별시,4,28926.182,22079.78,112.0834,26
A10026924,서울특별시,4,28926.182,22079.78,112.3685,13
A10026924,서울특별시,4,28926.182,22079.78,125.3326,2
A10026924,서울특별시,4,28926.182,22079.78,125.3512,1
A10027800,서울특별시,17,203390.98,154170.56,59.99,54
A10027800,서울특별시,17,203390.98,154170.56,69.04,3
A10027800,서울특별시,17,203390.98,154170.56,84.97,198
A10027800,서울특별시,17,203390.98,154170.56,84.98,120
A10027800,서울특별시,17,203390.98,154170.56,84.99,126
A10027800,서울특별시,17,203390.98,154170.56,89.03,5
A10027800,서울특별시,17,203390.98,154170.56,91.55,2
A10027800,서울특별시,17,203390.98,154170.56,91.89,46
A10027800,서울특별시,17,203390.98,154170.56,91.91,34
A10027800,서울특별시,17,203390.98,154170.56,91.93,112
A10027800,서울특별시,17,203390.98,154170.56,93.18,26
A10027800,서울특별시,17,203390.98,154170.56,94.48,4
A10027800,서울특별시,17,203390.98,154170.56,94.49,480
A10027800,서울특별시,17,203390.98,154170.56,94.5,96
A10027800,서울특별시,17,203390.98,154170.56,94.51,28
A10027800,서울특별시,17,203390.98,154170.56,114.14,60
A10027800,서울특별시,17,203390.98,154170.56,114.15,84
A10027800,서울특별시,17,203390.98,154170.56,114.17,34
A10027800,서울특별시,17,203390.98,154170.56,151.27,33
A10027800,서울특별시,17,203390.98,154170.56,151.31,63
A13528001,서울특별시,1,9534.3,7303.65,33.06,90
A13528001,서울특별시,1,9534.3,7303.65,34.2,85
A13528001,서울특별시,1,9534.3,7303.65,35.72,20
A13528001,서울특별시,1,9534.3,7303.65,42.3,5
A13528001,서울특별시,1,9534.3,7303.65,46.23,5
A13528001,서울특별시,1,9534.3,7303.65,52.84,5
A13528003,서울특별시,14,83158.74,83135.34,59.88,249
A13528003,서울특별시,14,83158.74,83135.34,84.58,192
A13528003,서울특별시,14,83158.74,83135.34,97.35,390
A13528003,서울특별시,14,83158.74,83135.34,108.52,90
A13528003,서울특별시,14,83158.74,83135.34,109.04,39
A13528004,서울특별시,21,362365.1,321777.47,0,1
A13528004,서울특별시,21,362365.1,321777.47,84.48,2
A13528004,서울특별시,21,362365.1,321777.47,84.96,279
A13528004,서울특별시,21,362365.1,321777.47,105.49,334
A13528004,서울특별시,21,362365.1,321777.47,106.87,1
A13528004,서울특별시,21,362365.1,321777.47,115.05,1
A13528004,서울특별시,21,362365.1,321777.47,125.83,335
A13528004,서울특별시,21,362365.1,321777.47,126.33,12
A13528004,서울특별시,21,362365.1,321777.47,126.38,1
A13528004,서울특별시,21,362365.1,321777.47,128.01,551
A13528004,서울특별시,21,362365.1,321777.47,137.14,434
A13528004,서울특별시,21,362365.1,321777.47,141.32,8
A13528004,서울특별시,21,362365.1,321777.47,161.36,2
A13528004,서울특별시,21,362365.1,321777.47,170.04,84
A13528004,서울특별시,21,362365.1,321777.47,174.67,222
A13528004,서울특별시,21,362365.1,321777.47,201.39,84
A13528004,서울특별시,21,362365.1,321777.47,204.42,84
A13528005,서울특별시,1,19812.05,15149.25,29.02,23
A13528005,서울특별시,1,19812.05,15149.25,29.63,22
A13528005,서울특별시,1,19812.05,15149.25,30.4,1
A13528005,서울특별시,1,19812.05,15149.25,30.46,23
A13528005,서울특별시,1,19812.05,15149.25,31.51,4
A13528005,서울특별시,1,19812.05,15149.25,33.11,88
A13528005,서울특별시,1,19812.05,15149.25,34.96,2
A13528005,서울특별시,1,19812.05,15149.25,35.51,88
A13528005,서울특별시,1,19812.05,15149.25,35.61,22
A13528005,서울특별시,1,19812.05,15149.25,59.83,71
A13528005,서울특별시,1,19812.05,15149.25,65.24,24
A13528005,서울특별시,1,19812.05,15149.25,66.83,4
A13528007,서울특별시,5,50474.84,39078.06,110.39,354
A13528102,서울특별시,11,99275.76,78559.1,59.96,150
A13528102,서울특별시,11,99275.76,78559.1,84.93,48
A13528102,서울특별시,11,99275.76,78559.1,84.95,146
A13528102,서울특별시,11,99275.76,78559.1,84.98,44
A13528102,서울특별시,11,99275.76,78559.1,114.97,96
A13528102,서울특별시,11,99275.76,78559.1,119.58,140
A13528102,서울특별시,11,99275.76,78559.1,149.78,144
A13528103,서울특별시,7,142942.4,116079.77,121.74,198
A13528103,서울특별시,7,142942.4,116079.77,145.83,386
A13528103,서울특별시,7,142942.4,116079.77,161.47,221
A13528105,서울특별시,14,163240.2,150185.3,84.69,2
A13528105,서울특별시,14,163240.2,150185.3,84.805,1
A13528105,서울특별시,14,163240.2,150185.3,84.81,5
A13528105,서울특별시,14,163240.2,150185.3,94.53,204
A13528105,서울특별시,14,163240.2,150185.3,94.74,118
A13528105,서울특별시,14,163240.2,150185.3,127.61,17
A13528105,서울특별시,14,163240.2,150185.3,127.62,11
A13528105,서울특별시,14,163240.2,150185.3,127.78,8
A13528105,서울특별시,14,163240.2,150185.3,136.9,302
A13528105,서울특별시,14,163240.2,150185.3,137.36,261
A13528105,서울특별시,14,163240.2,150185.3,158.535,1
A13528105,서울특별시,14,163240.2,150185.3,158.54,1
A13528105,서울특별시,14,163240.2,150185.3,167.82,88
A13528105,서울특별시,14,163240.2,150185.3,169.18,60
A13528105,서울특별시,14,163240.2,150185.3,200.29,60
A13583402,서울특별시,4,47180,42913.46,84.5,3
A13583402,서울특별시,4,47180,42913.46,95.48,137
A13583402,서울특별시,4,47180,42913.46,132.05,224
A13583403,서울특별시,6,57097.18,52872.74,84.69,1
A13583403,서울특별시,6,57097.18,52872.74,95.27,223
A13583403,서울특별시,6,57097.18,52872.74,125.17,252
A13583404,서울특별시,5,86082.54,79295.87,83.56,1
A13583404,서울특별시,5,86082.54,79295.87,96.04,269
A13583404,서울특별시,5,86082.54,79295.87,128.03,3
A13583404,서울특별시,5,86082.54,79295.87,141.21,118
A13583404,서울특별시,5,86082.54,79295.87,141.22,119
A13583404,서울특별시,5,86082.54,79295.87,162.71,90
A13583404,서울특별시,5,86082.54,79295.87,162.72,30
A13583507,서울특별시,28,470731.53,437016.88,76.76,1
A13583507,서울특별시,28,470731.53,437016.88,76.79,13
A13583507,서울특별시,28,470731.53,437016.88,84.43,10
A13583507,서울특별시,28,470731.53,437016.88,91.94,167
A13583507,서울특별시,28,470731.53,437016.88,92.57,140
A13583507,서울특별시,28,470731.53,437016.88,93.43,236
A13583507,서울특별시,28,470731.53,437016.88,93.46,112
A13583507,서울특별시,28,470731.53,437016.88,94.42,195
A13583507,서울특별시,28,470731.53,437016.88,94.76,837
A13583507,서울특별시,28,470731.53,437016.88,95.18,972
A13583507,서울특별시,28,470731.53,437016.88,99.61,1
A13583507,서울특별시,28,470731.53,437016.88,104.37,138
A13583507,서울특별시,28,470731.53,437016.88,104.71,558
A13583507,서울특별시,28,470731.53,437016.88,105.46,557
A13583507,서울특별시,28,470731.53,437016.88,107.24,167
A13583507,서울특별시,28,470731.53,437016.88,107.41,167
A13583507,서울특별시,28,470731.53,437016.88,107.89,153
A13583604,서울특별시,12,148926,134018.06,84.35,1
A13583604,서울특별시,12,148926,134018.06,84.55,120
A13583604,서울특별시,12,148926,134018.06,94.89,139
A13583604,서울특별시,12,148926,134018.06,127.75,180
A13583604,서울특별시,12,148926,134018.06,128.32,168
A13583604,서울특별시,12,148926,134018.06,146.75,252
A13583604,서울특별시,12,148926,134018.06,160.76,90
A13583604,서울특별시,12,148926,134018.06,163.92,2
A13583604,서울특별시,12,148926,134018.06,174,82
A13583701,서울특별시,8,67051.73,49312.64,59.82,286
A13583701,서울특별시,8,67051.73,49312.64,85,203
A13583701,서울특별시,8,67051.73,49312.64,101.6,93
A13583701,서울특별시,8,67051.73,49312.64,114.59,48
A13584101,서울특별시,4,51829.2,41857.92,139.54,144
A13584101,서울특별시,4,51829.2,41857.92,164.88,132
A10020848,서울특별시,2,13192.96,10225.92,79.89,128
A10024793,서울특별시,1,14789.94,9522.7,59.82,66
A10024793,서울특별시,1,14789.94,9522.7,83.49,22
A10024793,서울특별시,1,14789.94,9522.7,84.95,44
A10027319,서울특별시,1,13116.42,9990.742,84.8861,57
A10027319,서울특별시,1,13116.42,9990.742,84.9569,37
A10027319,서울특별시,1,13116.42,9990.742,125.0077,4
A10027319,서울특별시,1,13116.42,9990.742,125.7332,12
A13527001,서울특별시,1,8099.3,4260.59,23.34,12
A13527001,서울특별시,1,8099.3,4260.59,25.89,96
A13527001,서울특별시,1,8099.3,4260.59,31.81,47
A13527002,서울특별시,1,21056.77,14518.56,84.66,8
A13527002,서울특별시,1,21056.77,14518.56,84.72,11
A13527002,서울특별시,1,21056.77,14518.56,84.93,152
A13527003,서울특별시,2,46170.06,29658.06,132.94,99
A13527003,서울특별시,2,46170.06,29658.06,164.97,100
A13527004,서울특별시,4,21309,15515.11,54.81,115
A13527004,서울특별시,4,21309,15515.11,73.41,48
A13527004,서울특별시,4,21309,15515.11,80.75,20
A13527004,서울특별시,4,21309,15515.11,84.81,24
A13527004,서울특별시,4,21309,15515.11,84.91,24
A13527005,서울특별시,1,16604.08,7899.14,32.65,78
A13527005,서울특별시,1,16604.08,7899.14,33.1,52
A13527005,서울특별시,1,16604.08,7899.14,34.995,64
A13527005,서울특별시,1,16604.08,7899.14,35.48,32
A13527005,서울특별시,1,16604.08,7899.14,42.7,6
A13527006,서울특별시,2,34423.14,30859.27,104.01,143
A13527006,서울특별시,2,34423.14,30859.27,153.71,104
A13527007,서울특별시,5,36256.066,36256.066,84.122,123
A13527007,서울특별시,5,36256.066,36256.066,130.259,172
A13527007,서울특별시,5,36256.066,36256.066,134.789,26
A13527008,서울특별시,4,35518.44,27618.24,59.76,120
A13527008,서울특별시,4,35518.44,27618.24,84.94,192
A13527008,서울특별시,4,35518.44,27618.24,114.96,36
A13527010,서울특별시,2,39792.15,32576.7,76.38,60
A13527010,서울특별시,2,39792.15,32576.7,84.83,330
A13527011,서울특별시,1,72747.66,52865.18,83,76
A13527011,서울특별시,1,72747.66,52865.18,83.19,12
A13527011,서울특별시,1,72747.66,52865.18,102.81,4
A13527011,서울특별시,1,72747.66,52865.18,122.07,140
A13527011,서울특별시,1,72747.66,52865.18,128.74,76
A13527011,서울특별시,1,72747.66,52865.18,164.79,10
A13527011,서울특별시,1,72747.66,52865.18,164.87,86
A13527011,서울특별시,1,72747.66,52865.18,244.69,10
A13527013,서울특별시,8,72171,59577.48,84.6,99
