단지코드,시도,동수,관리비부과면적,주거전용면적(단지합계),주거전용면적(세부),세대수
A15672002,서울특별시,1,68241.72,37102.42,163.83,172
A15685201,서울특별시,2,19638.3,15269.11,59.47,65
A15685201,서울특별시,2,19638.3,15269.11,76.84,38
A15685201,서울특별시,2,19638.3,15269.11,84.94,33
A15685201,서울특별시,2,19638.3,15269.11,149.49,38
A15685206,서울특별시,16,142320.75,142320.75,66.69,315
A15685206,서울특별시,16,142320.75,142320.75,84.99,320
A15685206,서울특별시,16,142320.75,142320.75,126.16,240
A15685206,서울특별시,16,142320.75,142320.75,127.02,280
A15685206,서울특별시,16,142320.75,142320.75,157.07,180
A15685503,서울특별시,6,35840.76,35840.76,84.59,142
A15685503,서울특별시,6,35840.76,35840.76,84.73,56
A15685503,서울특별시,6,35840.76,35840.76,84.77,29
A15685503,서울특별시,6,35840.76,35840.76,84.79,28
A15685503,서울특별시,6,35840.76,35840.76,84.81,59
A15685503,서울특별시,6,35840.76,35840.76,84.84,79
A15685503,서울특별시,6,35840.76,35840.76,84.85,30
A10023350,서울특별시,26,167725.34,124541.87,39.05,156
A10023350,서울특별시,26,167725.34,124541.87,47.13,136
A10023350,서울특별시,26,167725.34,124541.87,54.54,46
A10023350,서울특별시,26,167725.34,124541.87,59.64,18
A10023350,서울특별시,26,167725.34,124541.87,59.76,134
A10023350,서울특별시,26,167725.34,124541.87,59.93,187
A10023350,서울특별시,26,167725.34,124541.87,59.98,203
A10023350,서울특별시,26,167725.34,124541.87,84.94,304
A10023350,서울특별시,26,167725.34,124541.87,84.96,302
A10023350,서울특별시,26,167725.34,124541.87,84.99,250
A10023350,서울특별시,26,167725.34,124541.87,120.43,18
A10023350,서울특별시,26,167725.34,124541.87,120.69,18
A10025770,서울특별시,20,108732.15,81538.91,39.7717,65
A10025770,서울특별시,20,108732.15,81538.91,42.6987,75
A10025770,서울특별시,20,108732.15,81538.91,59.5777,22
A10025770,서울특별시,20,108732.15,81538.91,59.9154,151
A10025770,서울특별시,20,108732.15,81538.91,72.951,44
A10025770,서울특별시,20,108732.15,81538.91,84.7536,278
A10025770,서울특별시,20,108732.15,81538.91,84.9108,62
A10025770,서울특별시,20,108732.15,81538.91,84.9184,332
A10025770,서울특별시,20,108732.15,81538.91,113.2377,20
A10025770,서울특별시,20,108732.15,81538.91,113.5822,16
A10025770,서울특별시,20,108732.15,81538.91,135.327,8
A10025867,서울특별시,7,52629.96,38395.723,39.7899,40
A10025867,서울특별시,7,52629.96,38395.723,42.0259,44
A10025867,서울특별시,7,52629.96,38395.723,52.0911,10
A10025867,서울특별시,7,52629.96,38395.723,59.8718,184
A10025867,서울특별시,7,52629.96,38395.723,84.9732,64
A10025867,서울특별시,7,52629.96,38395.723,84.9778,23
A10025867,서울특별시,7,52629.96,38395.723,84.9912,120
A10025867,서울특별시,7,52629.96,38395.723,84.9971,30
A10025867,서울특별시,7,52629.96,38395.723,107.8645,15
A10025867,서울특별시,7,52629.96,38395.723,110.5377,15
A15607001,서울특별시,7,41771.82,32204.846,59.511,147
A15607001,서울특별시,7,41771.82,32204.846,84.985,122
A15607001,서울특별시,7,41771.82,32204.846,84.99,55
A15607001,서울특별시,7,41771.82,32204.846,84.991,99
A15679103,서울특별시,2,20097.84,15827.268,59.6618,58
A15679103,서울특별시,2,20097.84,15827.268,59.9404,31
A15679103,서울특별시,2,20097.84,15827.268,83.5859,93
A15679103,서울특별시,2,20097.84,15827.268,113.9684,24
A15679104,서울특별시,5,23233.65,16286.4,33.84,170
A15679104,서울특별시,5,23233.65,16286.4,59.85,176
A15679105,서울특별시,8,87517.65,67289.1,62.96,15
A15679105,서울특별시,8,87517.65,67289.1,70.2,30
A15679105,서울특별시,8,87517.65,67289.1,78.07,120
A15679105,서울특별시,8,87517.65,67289.1,78.18,15
A15679105,서울특별시,8,87517.65,67289.1,84.33,150
A15679105,서울특별시,8,87517.65,67289.1,112.29,120
A15679105,서울특별시,8,87517.65,67289.1,124.95,150
A15679105,서울특별시,8,87517.65,67289.1,147.18,60
A15679106,서울특별시,1,20044.16,15251.64,84.83,28
A15679106,서울특별시,1,20044.16,15251.64,84.9,34
A15679106,서울특별시,1,20044.16,15251.64,94.89,14
A15679106,서울특별시,1,20044.16,15251.64,107.23,18
A15679106,서울특별시,1,20044.16,15251.64,107.45,18
A15679106,서울특별시,1,20044.16,15251.64,112.18,3
A15679106,서울특별시,1,20044.16,15251.64,112.6,1
A15679106,서울특별시,1,20044.16,15251.64,114.22,18
A15679106,서울특별시,1,20044.16,15251.64,114.44,18
A15679106,서울특별시,1,20044.16,15251.64,116.04,2
A15679107,서울특별시,10,70868.74,54329.68,38.51,29
A15679107,서울특별시,10,70868.74,54329.68,38.87,17
A15679107,서울특별시,10,70868.74,54329.68,47.84,51
A15679107,서울특별시,10,70868.74,54329.68,59.91,17
A15679107,서울특별시,10,70868.74,54329.68,59.95,24
A15679107,서울특별시,10,70868.74,54329.68,84.84,276
A15679107,서울특별시,10,70868.74,54329.68,84.89,46
A15679107,서울특별시,10,70868.74,54329.68,84.91,69
A15679107,서울특별시,10,70868.74,54329.68,114.83,69
A15679107,서울특별시,10,70868.74,54329.68,114.95,57
A15679108,서울특별시,14,71696.9,71714.84,38.09,62
A15679108,서울특별시,14,71696.9,71714.84,40.06,62
A15679108,서울특별시,14,71696.9,71714.84,51.68,23
A15679108,서울특별시,14,71696.9,71714.84,59.84,28
A15679108,서울특별시,14,71696.9,71714.84,84.79,100
A15679108,서울특별시,14,71696.9,71714.84,84.91,60
A15679108,서울특별시,14,71696.9,71714.84,84.98,358
A15679108,서울특별시,14,71696.9,71714.84,115.84,52
A15679108,서울특별시,14,71696.9,71714.84,115.95,14
A15679108,서울특별시,14,71696.9,71714.84,115.98,78
A15679108,서울특별시,14,71696.9,71714.84,127.52,26
A15679109,서울특별시,14,106618.39,81393.66,38.481,70
A15679109,서울특별시,14,106618.39,81393.66,46.361,68
A15679109,서울특별시,14,106618.39,81393.66,53.622,27
A15679109,서울특별시,14,106618.39,81393.66,59.953,24
A15679109,서울특별시,14,106618.39,81393.66,59.966,24
A15679109,서울특별시,14,106618.39,81393.66,84.946,148
A15679109,서울특별시,14,106618.39,81393.66,84.951,148
A15679109,서울특별시,14,106618.39,81393.66,84.965,16
A15679109,서울특별시,14,106618.39,81393.66,84.978,26
A15679109,서울특별시,14,106618.39,81393.66,84.988,16
A15679109,서울특별시,14,106618.39,81393.66,84.989,34
A15679109,서울특별시,14,106618.39,81393.66,84.99,142
A15679109,서울특별시,14,106618.39,81393.66,84.994,29
A15679109,서울특별시,14,106618.39,81393.66,119.727,73
A15679109,서울특별시,14,106618.39,81393.66,119.738,86
A15679109,서울특별시,14,106618.39,81393.66,146.487,32
A15685702,서울특별시,13,114249.6,90612.75,66.225,300
A15685702,서울특별시,13,114249.6,90612.75,83.475,270
A15685702,서울특별시,13,114249.6,90612.75,114.44,120
A15685702,서울특별시,13,114249.6,90612.75,115.35,60
A15685702,서울특별시,13,114249.6,90612.75,131.06,120
A15685702,서울특별시,13,114249.6,90612.75,131.4,90
A10023118,서울특별시,2,12473.7,7150.24,17.62,158
A10023118,서울특별시,2,12473.7,7150.24,18.6,148
A10023118,서울특별시,2,12473.7,7150.24,36.67,44
A10024408,서울특별시,3,36122.54,27454.7,84.93,48
A10024408,서울특별시,3,36122.54,27454.7,84.94,180
A10024408,서울특별시,3,36122.54,27454.7,97.7,26
A10024408,서울특별시,3,36122.54,27454.7,97.8,26
A10024408,서울특별시,3,36122.54,27454.7,115.61,26
A10027748,서울특별시,4,34386.758,25694.295,27.0714,4
A10027748,서울특별시,4,34386.758,25694.295,54.4829,4
A10027748,서울특별시,4,34386.758,25694.295,83.8002,6
A10027748,서울특별시,4,34386.758,25694.295,84.7361,2
A10027748,서울특별시,4,34386.758,25694.295,84.8852,20
A10027748,서울특별시,4,34386.758,25694.295,84.9027,16
A10027748,서울특별시,4,34386.758,25694.295,84.9541,62
A10027748,서울특별시,4,34386.758,25694.295,84.9802,53
A10027748,서울특별시,4,34386.758,25694.295,84.996,79
A10027748,서울특별시,4,34386.758,25694.295,119.0111,4
A10027748,서울특별시,4,34386.758,25694.295,121.4551,34
A10027748,서울특별시,4,34386.758,25694.295,125.1333,2
A10027748,서울특별시,4,34386.758,25694.295,149.0423,2
A12102002,서울특별시,4,21708,17055.254,84.939,165
A12102002,서울특별시,4,21708,17055.254,84.976,1
A12102002,서울특별시,4,21708,17055.254,113.667,26
A12102005,서울특별시,5,44866.8,35008.64,54.81,53
A12102005,서울특별시,5,44866.8,35008.64,59.34,10
A12102005,서울특별시,5,44866.8,35008.64,59.95,120
A12102005,서울특별시,5,44866.8,35008.64,65.19,10
A12102005,서울특별시,5,44866.8,35008.64,72.49,56
A12102005,서울특별시,5,44866.8,35008.64,84.87,231
A12102008,서울특별시,9,75762.27,58538.25,59.97,160
A12102008,서울특별시,9,75762.27,58538.25,84.94,372
A12102008,서울특별시,9,75762.27,58538.25,114.87,151
A12170601,서울특별시,12,60293.01,45556.26,59.9,315
A12170601,서울특별시,12,60293.01,45556.26,83.42,174
A12170601,서울특별시,12,60293.01,45556.26,112.71,108
A12170602,서울특별시,1,9867.773,6712.27,33.73,199
A12170603,서울특별시,9,73996.27,55281.07,39.979,136
A12170603,서울특별시,9,73996.27,55281.07,59.959,235
A12170603,서울특별시,9,73996.27,55281.07,59.968,32
A12170603,서울특별시,9,73996.27,55281.07,59.97,32
A12170603,서울특별시,9,73996.27,55281.07,59.975,14
A12170603,서울특별시,9,73996.27,55281.07,84.851,94
A12170603,서울특별시,9,73996.27,55281.07,84.859,34
A12170603,서울특별시,9,73996.27,55281.07,84.871,155
A12170603,서울특별시,9,73996.27,55281.07,113.866,62
A12180401,서울특별시,2,14229.91,14232.83,51.62,26
A12180401,서울특별시,2,14229.91,14232.83,71.82,13
A12180401,서울특별시,2,14229.91,14232.83,72,7
A12180401,서울특별시,2,14229.91,14232.83,74.34,14
A12180401,서울특별시,2,14229.91,14232.83,84.61,86
A12180401,서울특별시,2,14229.91,14232.83,84.69,14
A12180401,서울특별시,2,14229.91,14232.83,84.79,23
A12180404,서울특별시,1,13388.24,7406.02,32.77,226
A12180407,서울특별시,5,71155.48,53511.9,59.74,230
A12180407,서울특별시,5,71155.48,53511.9,84.94,287
A12180407,서울특별시,5,71155.48,53511.9,114.88,134
A12180506,서울특별시,10,48679.87,48679.87,59.97,281
A12180506,서울특별시,10,48679.87,48679.87,84.98,223
A12180506,서울특별시,10,48679.87,48679.87,114.98,112
A10020279,서울특별시,1,21721.734,12065.63,38.31,34
A10020279,서울특별시,1,21721.734,12065.63,38.39,153
A10020279,서울특별시,1,21721.734,12065.63,40.73,17
A10020279,서울특별시,1,21721.734,12065.63,42.56,17
A10020279,서울특별시,1,21721.734,12065.63,43.03,17
A10020279,서울특별시,1,21721.734,12065.63,43.82,17
A10020279,서울특별시,1,21721.734,12065.63,44.3,17
A10020279,서울특별시,1,21721.734,12065.63,44.36,17
A10020279,서울특별시,1,21721.734,12065.63,46.92,1
A10020279,서울특별시,1,21721.734,12065.63,47.44,1
A10020279,서울특별시,1,21721.734,12065.63,48.55,1
A10020279,서울특별시,1,21721.734,12065.63,48.86,1
A10020279,서울특별시,1,21721.734,12065.63,49.06,1
A10020279,서울특별시,1,21721.734,12065.63,49.6,1
A10020279,서울특별시,1,21721.734,12065.63,49.76,1
A10020279,서울특별시,1,21721.734,12065.63,49.81,1
A10020279,서울특별시,1,21721.734,12065.63,49.89,1
A10020279,서울특별시,1,21721.734,12065.63,49.93,1
A10022963,서울특별시,1,3242.04,3242.04,14.02,33
A10022963,서울특별시,1,3242.04,3242.04,14.04,19
A10022963,서울특별시,1,3242.04,3242.04,14.44,11
A10022963,서울특별시,1,3242.04,3242.04,15.28,22
A10022963,서울특별시,1,3242.04,3242.04,30.49,44
A10022963,서울특별시,1,3242.04,3242.04,30.73,22
A12172201,서울특별시,1,17181.475,11179.61,29.03,51
A12172201,서울특별시,1,17181.475,11179.61,32.34,298
A12172201,서울특별시,1,17181.475,11179.61,61.76,1
A10021649,서울특별시,1,13878.04,10326.03,60,34
A10021649,서울특별시,1,13878.04,10326.03,84.45,7
A10021649,서울특별시,1,13878.04,10326.03,84.6,68
A10021649,서울특별시,1,13878.04,10326.03,114.24,17
A10025003,서울특별시,18,118785.78,87304.82,39.99,98
A10025003,서울특별시,18,118785.78,87304.82,45.98,94
A10025003,서울특별시,18,118785.78,87304.82,52.99,12
A10025003,서울특별시,18,118785.78,87304.82,59.96,256
A10025003,서울특별시,18,118785.78,87304.82,59.98,163
A10025003,서울특별시,18,118785.78,87304.82,59.99,12
A10025003,서울특별시,18,118785.78,87304.82,84.98,474
A10025003,서울특별시,18,118785.78,87304.82,84.99,109
A10025003,서울특별시,18,118785.78,87304.82,96.97,22
A10025003,서울특별시,18,118785.78,87304.82,112.88,2
A10025003,서울특별시,18,118785.78,87304.82,112.98,5
A10025003,서울특별시,18,118785.78,87304.82,112.99,1
A12172401,서울특별시,6,46060.85,46060.85,37.17,48
A12172401,서울특별시,6,46060.85,46060.85,40.29,48
A12172401,서울특별시,6,46060.85,46060.85,84.44,147
A12172401,서울특별시,6,46060.85,46060.85,84.95,221
A12172401,서울특별시,6,46060.85,46060.85,118.56,44
A12172401,서울특별시,6,46060.85,46060.85,118.79,50
A12172402,서울특별시,1,5315.7026,2964.68,12.81,9
A12172402,서울특별시,1,5315.7026,2964.68,12.85,143
A12172402,서울특별시,1,5315.7026,2964.68,12.88,34
A12172402,서울특별시,1,5315.7026,2964.68,33.76,17
A12181101,서울특별시,3,17490,14009.655,84.893,90
A12181101,서울특별시,3,17490,14009.655,84.91,30
A12181101,서울특별시,3,17490,14009.655,84.933,45
A12181102,서울특별시,2,34458.08,18338.4,32.4,566
A12181103,서울특별시,14,154934.44,120220.64,59.4,464
A12181103,서울특별시,14,154934.44,120220.64,84.77,586
A12181103,서울특별시,14,154934.44,120220.64,114.93,374
A12104001,서울특별시,2,19730.242,15449.06,59.4,98
A12104001,서울특별시,2,19730.242,15449.06,84.42,52
A12104001,서울특별시,2,19730.242,15449.06,113.87,46
A12104005,서울특별시,14,118232.92,94118.16,72.185,272
A12104005,서울특별시,14,118232.92,94118.16,84.985,408
A12104005,서울특별시,14,118232.92,94118.16,114.74,64
A12104005,서울특별시,14,118232.92,94118.16,136.1,102
A12104005,서울특별시,14,118232.92,94118.16,136.65,136
A12104007,서울특별시,15,159879.06,121932.54,54.72,68
A12104007,서울특별시,15,159879.06,121932.54,68.94,305
A12104007,서울특별시,15,159879.06,121932.54,79.97,299
A12104007,서울특별시,15,159879.06,121932.54,111.725,60
A12104007,서울특별시,15,159879.06,121932.54,128.315,210
A12104007,서울특별시,15,159879.06,121932.54,141.515,280
A12170401,서울특별시,3,10379.42,10379.42,51.2,1
A12170401,서울특별시,3,10379.42,10379.42,58.65,142
A12170401,서울특별시,3,10379.42,10379.42,83.33,24
A12170402,서울특별시,1,68993.1,37932.76,36.49,28
A12170402,서울특별시,1,68993.1,37932.76,36.96,28
A12170402,서울특별시,1,68993.1,37932.76,38.08,112
A12170402,서울특별시,1,68993.1,37932.76,38.88,84
A12170402,서울특별시,1,68993.1,37932.76,39.91,28
A12170402,서울특별시,1,68993.1,37932.76,41.32,28
A12170402,서울특별시,1,68993.1,37932.76,49.87,28
A12170402,서울특별시,1,68993.1,37932.76,59,68
A12170402,서울특별시,1,68993.1,37932.76,75.7,84
A12170402,서울특별시,1,68993.1,37932.76,75.72,42
A12170402,서울특별시,1,68993.1,37932.76,79.9,42
A12170402,서울특별시,1,68993.1,37932.76,82.14,42
A12170402,서울특별시,1,68993.1,37932.76,85,42
A12170402,서울특별시,1,68993.1,37932.76,122.64,2
A12170402,서울특별시,1,68993.1,37932.76,125.12,2
A12170402,서울특별시,1,68993.1,37932.76,126.12,2
A12181403,서울특별시,2,36581.09,21981.96,27.72,793
A12181404,서울특별시,10,84637.9,84637.9,59.17,80
A12181404,서울특별시,10,84637.9,84637.9,84.95,514
A12181404,서울특별시,10,84637.9,84637.9,113.25,320
A12181406,서울특별시,11,133779.94,98909.47,54.72,129
A12181406,서울특별시,11,133779.94,98909.47,68.22,245
A12181406,서울특별시,11,133779.94,98909.47,79.83,157
A12181406,서울특별시,11,133779.94,98909.47,112.09,86
A12181406,서울특별시,11,133779.94,98909.47,128.26,344
A12181406,서울특별시,11,133779.94,98909.47,147.37,60
A10025672,서울특별시,2,12579.564,9670.7,59.4,81
A10025672,서울특별시,2,12579.564,9670.7,84.8,37
A10025672,서울특별시,2,12579.564,9670.7,114.78,15
A12105001,서울특별시,6,35547.105,27316.12,59.9,158
A12105001,서울특별시,6,35547.105,27316.12,84.9,98
A12105001,서울특별시,6,35547.105,27316.12,114.84,83
A10022359,서울특별시,1,9297.67,7440.18,43.29,1
A10022359,서울특별시,1,9297.67,7440.18,44.04,1
A10022359,서울특별시,1,9297.67,7440.18,49.8,1
A10022359,서울특별시,1,9297.67,7440.18,54.45,1
A10022359,서울특별시,1,9297.67,7440.18,55.29,9
A10022359,서울특별시,1,9297.67,7440.18,59.77,9
A10022359,서울특별시,1,9297.67,7440.18,59.79,36
A10022359,서울특별시,1,9297.67,7440.18,79.74,19
A10022359,서울특별시,1,9297.67,7440.18,84.96,2
A10022359,서울특별시,1,9297.67,7440.18,86.22,8
A10022359,서울특별시,1,9297.67,7440.18,93.66,18
A10023665,서울특별시,1,11136.43,8785.923,59.9488,52
A10023665,서울특별시,1,11136.43,8785.923,84.546,57
A10023665,서울특별시,1,11136.43,8785.923,84.9463,10
A10023755,서울특별시,2,9326.913,6679.909,31.524,9
A10023755,서울특별시,2,9326.913,6679.909,31.551,31
A10023755,서울특별시,2,9326.913,6679.909,49.664,45
A10023755,서울특별시,2,9326.913,6679.909,49.738,64
A10024150,서울특별시,1,13210.06,10388.82,59.43,74
A10024150,서울특별시,1,13210.06,10388.82,84.96,30
A10024150,서울특별시,1,13210.06,10388.82,114.74,30
A10026053,서울특별시,6,40981.695,31845.273,59.3813,54
A10026053,서울특별시,6,40981.695,31845.273,59.3883,60
A10026053,서울특별시,6,40981.695,31845.273,84.2293,34
A10026053,서울특별시,6,40981.695,31845.273,84.5533,66
A10026053,서울특별시,6,40981.695,31845.273,84.58,90
A10026053,서울특별시,6,40981.695,31845.273,111.2884,39
A10026053,서울특별시,6,40981.695,31845.273,111.3958,42
A10027572,서울특별시,3,18588.92,14845.03,93.91,1
A10027572,서울특별시,3,18588.92,14845.03,103.86,44
A10027572,서울특별시,3,18588.92,14845.03,105.85,2
A10027572,서울특별시,3,18588.92,14845.03,107.33,42
A10027572,서울특별시,3,18588.92,14845.03,108.31,6
A10027572,서울특별시,3,18588.92,14845.03,120.88,1
A10027572,서울특별시,3,18588.92,14845.03,137.97,34
A12123001,서울특별시,2,18292.799,14090.31,59.943,60
A12123001,서울특별시,2,18292.799,14090.31,59.955,90
A12123001,서울특별시,2,18292.799,14090.31,84.963,60
A12182101,서울특별시,4,19513.58,15045.87,59.73,38
A12182101,서울특별시,4,19513.58,15045.87,84.96,122
A12182101,서울특별시,4,19513.58,15045.87,114.81,21
A12182401,서울특별시,3,25575.477,19735.62,59.99,52
A12182401,서울특별시,3,25575.477,19735.62,84.73,110
A12182401,서울특별시,3,25575.477,19735.62,84.79,32
A12182401,서울특별시,3,25575.477,19735.62,84.97,15
A12182401,서울특별시,3,25575.477,19735.62,106.71,31
A10028177,서울특별시,6,46095.75,34443.54,35.01,25
A10028177,서울특별시,6,46095.75,34443.54,39.19,5
A10028177,서울특별시,6,46095.75,34443.54,41.42,31
A10028177,서울특별시,6,46095.75,34443.54,51.59,12
A10028177,서울특별시,6,46095.75,34443.54,59.99,42
A10028177,서울특별시,6,46095.75,34443.54,84.99,254
A10028177,서울특별시,6,46095.75,34443.54,121.4,40
A10028177,서울특별시,6,46095.75,34443.54,125.31,20
A12170702,서울특별시,8,55712.1,43366.64,34.28,39
A12170702,서울특별시,8,55712.1,43366.64,40.14,39
A12170702,서울특별시,8,55712.1,43366.64,52.17,13
A12170702,서울특별시,8,55712.1,43366.64,59.86,10
A12170702,서울특별시,8,55712.1,43366.64,59.99,31
A12170702,서울특별시,8,55712.1,43366.64,84.82,158
A12170702,서울특별시,8,55712.1,43366.64,84.92,157
A12170702,서울특별시,8,55712.1,43366.64,84.98,13
A12170702,서울특별시,8,55712.1,43366.64,122.87,34
A12170702,서울특별시,8,55712.1,43366.64,147.53,18
A12170702,서울특별시,8,55712.1,43366.64,147.55,18
A12182901,서울특별시,4,24314.746,24314.746,84.79,176
A12182901,서울특별시,4,24314.746,24314.746,114.533,82
A12127001,서울특별시,8,50150.83,39070.24,84.67,154
A12127001,서울특별시,8,50150.83,39070.24,84.73,101
A12127001,서울특별시,8,50150.83,39070.24,84.75,74
A12127001,서울특별시,8,50150.83,39070.24,104.69,107
A12127002,서울특별시,14,87961.53,47364.06,84.53,158
A12127002,서울특별시,14,87961.53,47364.06,104.32,326
A12127003,서울특별시,9,58609.68,45841.2,84.84,264
A12127003,서울특별시,9,58609.68,45841.2,84.94,276
A12127004,서울특별시,7,54360.81,38606.78,49.8,38
A12127004,서울특별시,7,54360.81,38606.78,49.9,37
A12127004,서울특별시,7,54360.81,38606.78,59.84,67
A12127004,서울특별시,7,54360.81,38606.78,59.92,515
A12127005,서울특별시,17,114425.33,65367.24,84.45,108
A12127005,서울특별시,17,114425.33,65367.24,84.67,26
A12127005,서울특별시,17,114425.33,65367.24,84.74,152
A12127005,서울특별시,17,114425.33,65367.24,84.9,285
A12127005,서울특별시,17,114425.33,65367.24,104.68,50
A12127005,서울특별시,17,114425.33,65367.24,104.77,112
A12127006,서울특별시,12,87569.7,67620.31,84.66,196
A12127006,서울특별시,12,87569.7,67620.31,84.7,44
A12127006,서울특별시,12,87569.7,67620.31,84.76,174
A12127006,서울특별시,12,87569.7,67620.31,84.81,97
A12127006,서울특별시,12,87569.7,67620.31,84.89,94
A12127006,서울특별시,12,87569.7,67620.31,104.78,156
A12127007,서울특별시,6,69994.16,37268.35,39.44,66
A12127007,서울특별시,6,69994.16,37268.35,39.64,32
A12127007,서울특별시,6,69994.16,37268.35,39.66,246
A12127007,서울특별시,6,69994.16,37268.35,49.3,33
A12127007,서울특별시,6,69994.16,37268.35,49.47,33
A12127007,서울특별시,6,69994.16,37268.35,49.53,137
A12127007,서울특별시,6,69994.16,37268.35,49.6,32
A12127007,서울특별시,6,69994.16,37268.35,49.65,70
A12127007,서울특별시,6,69994.16,37268.35,49.77,33
A12127007,서울특별시,6,69994.16,37268.35,49.93,138
A12127008,서울특별시,13,40185.137,39635.19,39.76,15
A12127008,서울특별시,13,40185.137,39635.19,39.95,95
A12127008,서울특별시,13,40185.137,39635.19,39.97,112
A12127008,서울특별시,13,40185.137,39635.19,49.62,295
A12127008,서울특별시,13,40185.137,39635.19,49.85,18
A12127008,서울특별시,13,40185.137,39635.19,49.94,305
A12179501,서울특별시,3,18859.924,9472.44,36.69,48
A12179501,서울특별시,3,18859.924,9472.44,51.96,22
A12179501,서울특별시,3,18859.924,9472.44,51.98,70
A12179501,서울특별시,3,18859.924,9472.44,59.9,24
A12179501,서울특별시,3,18859.924,9472.44,74.6,20
A12179502,서울특별시,5,23879.105,18665.83,84.91,193
A12179502,서울특별시,5,23879.105,18665.83,113.91,20
A12179504,서울특별시,16,97982.24,72421.53,39.33,166
A12179504,서울특별시,16,97982.24,72421.53,39.48,28
A12179504,서울특별시,16,97982.24,72421.53,49.58,201
A12179504,서울특별시,16,97982.24,72421.53,49.71,30
A12179504,서울특별시,16,97982.24,72421.53,59.73,84
A12179504,서울특별시,16,97982.24,72421.53,59.85,14
A12179504,서울특별시,16,97982.24,72421.53,84.66,37
A12179504,서울특별시,16,97982.24,72421.53,84.79,12
A12179504,서울특별시,16,97982.24,72421.53,84.89,159
A12179504,서울특별시,16,97982.24,72421.53,84.94,82
A12179504,서울특별시,16,97982.24,72421.53,84.98,90
A12179504,서울특별시,16,97982.24,72421.53,114.26,94
A12179504,서울특별시,16,97982.24,72421.53,114.72,39
A12179505,서울특별시,9,37347.04,27728.09,49.58,50
A12179505,서울특별시,9,37347.04,27728.09,49.71,2
A12179505,서울특별시,9,37347.04,27728.09,59.69,26
A12179505,서울특별시,9,37347.04,27728.09,59.73,142
A12179505,서울특별시,9,37347.04,27728.09,59.76,4
A12179505,서울특별시,9,37347.04,27728.09,59.85,8
A12179505,서울특별시,9,37347.04,27728.09,84.66,22
A12179505,서울특별시,9,37347.04,27728.09,84.89,64
A12179505,서울특별시,9,37347.04,27728.09,114.26,12
A12179505,서울특별시,9,37347.04,27728.09,114.53,23
A12179505,서울특별시,9,37347.04,27728.09,114.72,27
A12179508,서울특별시,16,79864.17,59606.31,49.58,158
A12179508,서울특별시,16,79864.17,59606.31,49.71,32
A12179508,서울특별시,16,79864.17,59606.31,59.37,128
A12179508,서울특별시,16,79864.17,59606.31,59.49,18
A12179508,서울특별시,16,79864.17,59606.31,59.69,128
A12179508,서울특별시,16,79864.17,59606.31,59.73,89
A12179508,서울특별시,16,79864.17,59606.31,59.76,20
A12179508,서울특별시,16,79864.17,59606.31,59.85,10
A12179508,서울특별시,16,79864.17,59606.31,84.66,40
A12179508,서울특별시,16,79864.17,59606.31,84.79,4
A12179508,서울특별시,16,79864.17,59606.31,84.89,126
A12179508,서울특별시,16,79864.17,59606.31,114.26,108
A10024784,서울특별시,1,15640,12574.9,92.448,119
A10024784,서울특별시,1,15640,12574.9,92.564,17
A10024891,서울특별시,1,60482.6,27202.21,17.93,350
A10024891,서울특별시,1,60482.6,27202.21,37.17,563
A12174601,서울특별시,3,105839.7,79353.26,48.439,14
A12174601,서울특별시,3,105839.7,79353.26,49.964,14
A12174601,서울특별시,3,105839.7,79353.26,58.256,7
A12174601,서울특별시,3,105839.7,79353.26,59.765,14
A12174601,서울특별시,3,105839.7,79353.26,59.839,14
A12174601,서울특별시,3,105839.7,79353.26,59.984,14
A12174601,서울특별시,3,105839.7,79353.26,122.867,178
A12174601,서울특별시,3,105839.7,79353.26,142.034,178
A12174601,서울특별시,3,105839.7,79353.26,148.981,178
A12174601,서울특별시,3,105839.7,79353.26,223.31,4
A12174601,서울특별시,3,105839.7,79353.26,244.676,2
A12184201,서울특별시,1,22764.496,16779.93,25.17,1
A12184201,서울특별시,1,22764.496,16779.93,28.59,1
A12184201,서울특별시,1,22764.496,16779.93,29.35,12
A12184201,서울특별시,1,22764.496,16779.93,32.39,5
A12184201,서울특별시,1,22764.496,16779.93,33.8,4
A12184201,서울특별시,1,22764.496,16779.93,34.29,189
A12184201,서울특별시,1,22764.496,16779.93,40.87,1
A12184201,서울특별시,1,22764.496,16779.93,41.51,1
A12184201,서울특별시,1,22764.496,16779.93,43.68,6
A12184201,서울특별시,1,22764.496,16779.93,45.21,11
A12184201,서울특별시,1,22764.496,16779.93,47.48,5
A12184201,서울특별시,1,22764.496,16779.93,53.36,1
A12184201,서울특별시,1,22764.496,16779.93,56.71,1
A12184201,서울특별시,1,22764.496,16779.93,57.36,46
A12184201,서울특별시,1,22764.496,16779.93,57.54,1
A12184201,서울특별시,1,22764.496,16779.93,65.14,1
A12184201,서울특별시,1,22764.496,16779.93,67.42,1
A12184201,서울특별시,1,22764.496,16779.93,68.03,44
A12184201,서울특별시,1,22764.496,16779.93,68.11,23
A12184201,서울특별시,1,22764.496,16779.93,84.33,2
A12184201,서울특별시,1,22764.496,16779.93,84.96,10
A10022213,서울특별시,1,12640.02,9764.54,60,41
A10022213,서울특별시,1,12640.02,9764.54,84.81,18
A10022213,서울특별시,1,12640.02,9764.54,84.97,68
A10027157,서울특별시,1,20226.318,7020.05,16.19,240
